HE provider,Country of HE provider,Level of study,Mode of study,Category marker,Category,Number
Aston University,England,All,All,Domicile,Total Non-UK,2655
Aston University,England,All,All,Total,Total,16795
Aston University,England,All,Full-time,Total,Total,13055
Aston University,England,All,Part-time,Total,Total,3745
British Academy of Jewellery Limited,England,All,All,Domicile,Total Non-UK,0
British Academy of Jewellery Limited,England,All,All,Total,Total,30
British Academy of Jewellery Limited,England,All,Full-time,Total,Total,30
Bangor University,Wales,All,All,Domicile,Total Non-UK,1845
Bangor University,Wales,All,All,Total,Total,9705
Bangor University,Wales,All,Full-time,Total,Total,8595
Bangor University,Wales,All,Part-time,Total,Total,1105
Bath Spa University,England,All,All,Domicile,Total Non-UK,625
Bath Spa University,England,All,All,Total,Total,9235
Bath Spa University,England,All,Full-time,Total,Total,7590
Bath Spa University,England,All,Part-time,Total,Total,1640
The University of Bath,England,All,All,Domicile,Total Non-UK,4905
The University of Bath,England,All,All,Total,Total,18555
The University of Bath,England,All,Full-time,Total,Total,16380
The University of Bath,England,All,Part-time,Total,Total,2175
University of Bedfordshire,England,All,All,Domicile,Total Non-UK,6810
University of Bedfordshire,England,All,All,Total,Total,17980
University of Bedfordshire,England,All,Full-time,Total,Total,15590
University of Bedfordshire,England,All,Part-time,Total,Total,2390
Queen's University Belfast,Northern Ireland,All,All,Domicile,Total Non-UK,4985
Queen's University Belfast,Northern Ireland,All,All,Total,Total,25365
Queen's University Belfast,Northern Ireland,All,Full-time,Total,Total,21565
Queen's University Belfast,Northern Ireland,All,Part-time,Total,Total,3795
BIMM University,England,All,All,Domicile,Total Non-UK,960
BIMM University,England,All,All,Total,Total,6235
BIMM University,England,All,Full-time,Total,Total,6085
BIMM University,England,All,Part-time,Total,Total,155
Birkbeck College,England,All,All,Domicile,Total Non-UK,1555
Birkbeck College,England,All,All,Total,Total,12070
Birkbeck College,England,All,Full-time,Total,Total,5020
Birkbeck College,England,All,Part-time,Total,Total,7050
Birmingham City University,England,All,All,Domicile,Total Non-UK,4330
Birmingham City University,England,All,All,Total,Total,28995
Birmingham City University,England,All,Full-time,Total,Total,25195
Birmingham City University,England,All,Part-time,Total,Total,3800
The University of Birmingham,England,All,All,Domicile,Total Non-UK,9530
The University of Birmingham,England,All,All,Total,Total,37750
The University of Birmingham,England,All,Full-time,Total,Total,31715
The University of Birmingham,England,All,Part-time,Total,Total,6035
University College Birmingham,England,All,All,Domicile,Total Non-UK,1470
University College Birmingham,England,All,All,Total,Total,5270
University College Birmingham,England,All,Full-time,Total,Total,4665
University College Birmingham,England,All,Part-time,Total,Total,605
Bristol Baptist College,England,All,All,Domicile,Total Non-UK,5
Bristol Baptist College,England,All,All,Total,Total,60
Bristol Baptist College,England,All,Full-time,Total,Total,5
Bristol Baptist College,England,All,Part-time,Total,Total,55
Bishop Grosseteste University,England,All,All,Domicile,Total Non-UK,35
Bishop Grosseteste University,England,All,All,Total,Total,2465
Bishop Grosseteste University,England,All,Full-time,Total,Total,2215
Bishop Grosseteste University,England,All,Part-time,Total,Total,250
Bloomsbury Institute,England,All,All,Domicile,Total Non-UK,15
Bloomsbury Institute,England,All,All,Total,Total,970
Bloomsbury Institute,England,All,Full-time,Total,Total,970
The University of Bolton,England,All,All,Domicile,Total Non-UK,1235
The University of Bolton,England,All,All,Total,Total,10575
The University of Bolton,England,All,Full-time,Total,Total,9015
The University of Bolton,England,All,Part-time,Total,Total,1560
The Arts University Bournemouth,England,All,All,Domicile,Total Non-UK,575
The Arts University Bournemouth,England,All,All,Total,Total,3520
The Arts University Bournemouth,England,All,Full-time,Total,Total,3450
The Arts University Bournemouth,England,All,Part-time,Total,Total,70
Bournemouth University,England,All,All,Domicile,Total Non-UK,2695
Bournemouth University,England,All,All,Total,Total,17700
Bournemouth University,England,All,Full-time,Total,Total,15495
Bournemouth University,England,All,Part-time,Total,Total,2205
BPP University,England,All,All,Domicile,Total Non-UK,6545
BPP University,England,All,All,Total,Total,14715
BPP University,England,All,Full-time,Total,Total,11350
BPP University,England,All,Part-time,Total,Total,3365
The University of Bradford,England,All,All,Domicile,Total Non-UK,1815
The University of Bradford,England,All,All,Total,Total,10345
The University of Bradford,England,All,Full-time,Total,Total,8745
The University of Bradford,England,All,Part-time,Total,Total,1600
The University of Brighton,England,All,All,Domicile,Total Non-UK,2445
The University of Brighton,England,All,All,Total,Total,17785
The University of Brighton,England,All,Full-time,Total,Total,14600
The University of Brighton,England,All,Part-time,Total,Total,3185
The University College of Osteopathy,England,All,All,Domicile,Total Non-UK,40
The University College of Osteopathy,England,All,All,Total,Total,440
The University College of Osteopathy,England,All,Full-time,Total,Total,240
The University College of Osteopathy,England,All,Part-time,Total,Total,200
The University of Bristol,England,All,All,Domicile,Total Non-UK,8090
The University of Bristol,England,All,All,Total,Total,29785
The University of Bristol,England,All,Full-time,Total,Total,28140
The University of Bristol,England,All,Part-time,Total,Total,1645
Brit College,England,All,All,Domicile,Total Non-UK,0
Brit College,England,All,All,Total,Total,25
Brit College,England,All,Full-time,Total,Total,25
Trinity College Bristol,England,All,All,Domicile,Total Non-UK,0
Trinity College Bristol,England,All,All,Total,Total,160
Trinity College Bristol,England,All,Full-time,Total,Total,95
Trinity College Bristol,England,All,Part-time,Total,Total,70
Brunel University London,England,All,All,Domicile,Total Non-UK,5640
Brunel University London,England,All,All,Total,Total,17745
Brunel University London,England,All,Full-time,Total,Total,16390
Brunel University London,England,All,Part-time,Total,Total,1355
Buckinghamshire New University,England,All,All,Domicile,Total Non-UK,935
Buckinghamshire New University,England,All,All,Total,Total,17970
Buckinghamshire New University,England,All,Full-time,Total,Total,15585
Buckinghamshire New University,England,All,Part-time,Total,Total,2385
The University of Buckingham,England,All,All,Domicile,Total Non-UK,1005
The University of Buckingham,England,All,All,Total,Total,3310
The University of Buckingham,England,All,Full-time,Total,Total,2820
The University of Buckingham,England,All,Part-time,Total,Total,490
London College of Business Studies,England,All,All,Domicile,Total Non-UK,0
London College of Business Studies,England,All,All,Total,Total,0
London College of Business Studies,England,All,Full-time,Total,Total,0
Cambridge Arts and Sciences Limited,England,All,All,Domicile,Total Non-UK,80
Cambridge Arts and Sciences Limited,England,All,All,Total,Total,130
Cambridge Arts and Sciences Limited,England,All,Full-time,Total,Total,130
The University of Cambridge,England,All,All,Domicile,Total Non-UK,7270
The University of Cambridge,England,All,All,Total,Total,22155
The University of Cambridge,England,All,Full-time,Total,Total,20030
The University of Cambridge,England,All,Part-time,Total,Total,2125
The Cambridge Theological Federation,England,All,All,Domicile,Total Non-UK,0
The Cambridge Theological Federation,England,All,All,Total,Total,110
The Cambridge Theological Federation,England,All,Full-time,Total,Total,85
The Cambridge Theological Federation,England,All,Part-time,Total,Total,25
The Institute of Cancer Research,England,All,All,Domicile,Total Non-UK,35
The Institute of Cancer Research,England,All,All,Total,Total,305
The Institute of Cancer Research,England,All,Full-time,Total,Total,135
The Institute of Cancer Research,England,All,Part-time,Total,Total,170
Canterbury Christ Church University,England,All,All,Domicile,Total Non-UK,685
Canterbury Christ Church University,England,All,All,Total,Total,16355
Canterbury Christ Church University,England,All,Full-time,Total,Total,13175
Canterbury Christ Church University,England,All,Part-time,Total,Total,3180
Cardiff University,Wales,All,All,Domicile,Total Non-UK,7725
Cardiff University,Wales,All,All,Total,Total,33510
Cardiff University,Wales,All,Full-time,Total,Total,28265
Cardiff University,Wales,All,Part-time,Total,Total,5245
Cardiff Metropolitan University,Wales,All,All,Domicile,Total Non-UK,1870
Cardiff Metropolitan University,Wales,All,All,Total,Total,11435
Cardiff Metropolitan University,Wales,All,Full-time,Total,Total,10200
Cardiff Metropolitan University,Wales,All,Part-time,Total,Total,1230
CEG UFP Limited,England,All,All,Domicile,Total Non-UK,470
CEG UFP Limited,England,All,All,Total,Total,480
CEG UFP Limited,England,All,Full-time,Total,Total,435
CEG UFP Limited,England,All,Part-time,Total,Total,45
The University of Central Lancashire,England,All,All,Domicile,Total Non-UK,5630
The University of Central Lancashire,England,All,All,Total,Total,27945
The University of Central Lancashire,England,All,Full-time,Total,Total,22115
The University of Central Lancashire,England,All,Part-time,Total,Total,5830
Central Film School London,England,All,All,Domicile,Total Non-UK,20
Central Film School London,England,All,All,Total,Total,70
Central Film School London,England,All,Full-time,Total,Total,70
University of Chester,England,All,All,Domicile,Total Non-UK,1805
University of Chester,England,All,All,Total,Total,14210
University of Chester,England,All,Full-time,Total,Total,10900
University of Chester,England,All,Part-time,Total,Total,3310
The University of Chichester,England,All,All,Domicile,Total Non-UK,300
The University of Chichester,England,All,All,Total,Total,5945
The University of Chichester,England,All,Full-time,Total,Total,4685
The University of Chichester,England,All,Part-time,Total,Total,1260
Chicken Shed Theatre Company,England,All,All,Domicile,Total Non-UK,0
Chicken Shed Theatre Company,England,All,All,Total,Total,95
Chicken Shed Theatre Company,England,All,Full-time,Total,Total,95
The College of Integrated Chinese Medicine,England,All,All,Domicile,Total Non-UK,5
The College of Integrated Chinese Medicine,England,All,All,Total,Total,190
The College of Integrated Chinese Medicine,England,All,Full-time,Total,Total,190
Christie's Education Limited,England,All,All,Domicile,Total Non-UK,25
Christie's Education Limited,England,All,All,Total,Total,45
Christie's Education Limited,England,All,Full-time,Total,Total,45
Christ the Redeemer College,England,All,All,Domicile,Total Non-UK,0
Christ the Redeemer College,England,All,All,Total,Total,210
Christ the Redeemer College,England,All,Full-time,Total,Total,210
Christ the Redeemer College,England,All,Part-time,Total,Total,0
The City College,England,All,All,Domicile,Total Non-UK,0
The City College,England,All,All,Total,Total,70
The City College,England,All,Full-time,Total,Total,70
"City, University of London",England,All,All,Domicile,Total Non-UK,6740
"City, University of London",England,All,All,Total,Total,21325
"City, University of London",England,All,Full-time,Total,Total,18045
"City, University of London",England,All,Part-time,Total,Total,3285
Cliff College,England,All,All,Domicile,Total Non-UK,5
Cliff College,England,All,All,Total,Total,145
Cliff College,England,All,Full-time,Total,Total,40
Cliff College,England,All,Part-time,Total,Total,105
The College of Health Ltd,England,All,All,Domicile,Total Non-UK,30
The College of Health Ltd,England,All,All,Total,Total,285
The College of Health Ltd,England,All,Full-time,Total,Total,50
The College of Health Ltd,England,All,Part-time,Total,Total,235
The College of Osteopaths,England,All,All,Domicile,Total Non-UK,0
The College of Osteopaths,England,All,All,Total,Total,40
The College of Osteopaths,England,All,Part-time,Total,Total,40
Conservatoire for Dance and Drama,England,All,All,Domicile,Total Non-UK,350
Conservatoire for Dance and Drama,England,All,All,Total,Total,1050
Conservatoire for Dance and Drama,England,All,Full-time,Total,Total,1020
Conservatoire for Dance and Drama,England,All,Part-time,Total,Total,30
The Council of the Inns of Court,England,All,All,Domicile,Total Non-UK,0
The Council of the Inns of Court,England,All,All,Total,Total,85
The Council of the Inns of Court,England,All,Full-time,Total,Total,85
Courtauld Institute of Art,England,All,All,Domicile,Total Non-UK,230
Courtauld Institute of Art,England,All,All,Total,Total,570
Courtauld Institute of Art,England,All,Full-time,Total,Total,550
Courtauld Institute of Art,England,All,Part-time,Total,Total,20
Court Theatre Training Company Ltd,England,All,All,Domicile,Total Non-UK,5
Court Theatre Training Company Ltd,England,All,All,Total,Total,40
Court Theatre Training Company Ltd,England,All,Full-time,Total,Total,40
Coventry University,England,All,All,Domicile,Total Non-UK,13760
Coventry University,England,All,All,Total,Total,39145
Coventry University,England,All,Full-time,Total,Total,32810
Coventry University,England,All,Part-time,Total,Total,6335
Cranfield University,England,All,All,Domicile,Total Non-UK,2160
Cranfield University,England,All,All,Total,Total,5055
Cranfield University,England,All,Full-time,Total,Total,2415
Cranfield University,England,All,Part-time,Total,Total,2640
University for the Creative Arts,England,All,All,Domicile,Total Non-UK,2125
University for the Creative Arts,England,All,All,Total,Total,8420
University for the Creative Arts,England,All,Full-time,Total,Total,6490
University for the Creative Arts,England,All,Part-time,Total,Total,1935
University of Cumbria,England,All,All,Domicile,Total Non-UK,275
University of Cumbria,England,All,All,Total,Total,9280
University of Cumbria,England,All,Full-time,Total,Total,5735
University of Cumbria,England,All,Part-time,Total,Total,3545
Dartington Hall Trust (The),England,All,All,Domicile,Total Non-UK,60
Dartington Hall Trust (The),England,All,All,Total,Total,115
Dartington Hall Trust (The),England,All,Full-time,Total,Total,75
Dartington Hall Trust (The),England,All,Part-time,Total,Total,40
David Game College Ltd,England,All,All,Domicile,Total Non-UK,0
David Game College Ltd,England,All,All,Total,Total,195
David Game College Ltd,England,All,Full-time,Total,Total,195
De Montfort University,England,All,All,Domicile,Total Non-UK,6170
De Montfort University,England,All,All,Total,Total,27535
De Montfort University,England,All,Full-time,Total,Total,23895
De Montfort University,England,All,Part-time,Total,Total,3640
University of Derby,England,All,All,Domicile,Total Non-UK,2235
University of Derby,England,All,All,Total,Total,21285
University of Derby,England,All,Full-time,Total,Total,14265
University of Derby,England,All,Part-time,Total,Total,7025
The University of Dundee,Scotland,All,All,Domicile,Total Non-UK,3055
The University of Dundee,Scotland,All,All,Total,Total,16230
The University of Dundee,Scotland,All,Full-time,Total,Total,12995
The University of Dundee,Scotland,All,Part-time,Total,Total,3235
University of Durham,England,All,All,Domicile,Total Non-UK,6180
University of Durham,England,All,All,Total,Total,20645
University of Durham,England,All,Full-time,Total,Total,19665
University of Durham,England,All,Part-time,Total,Total,980
The University of East Anglia,England,All,All,Domicile,Total Non-UK,3055
The University of East Anglia,England,All,All,Total,Total,18975
The University of East Anglia,England,All,Full-time,Total,Total,16710
The University of East Anglia,England,All,Part-time,Total,Total,2265
The University of East London,England,All,All,Domicile,Total Non-UK,5220
The University of East London,England,All,All,Total,Total,17395
The University of East London,England,All,Full-time,Total,Total,15365
The University of East London,England,All,Part-time,Total,Total,2030
The Queen's Foundation for Ecumenical Theological Education,England,All,All,Domicile,Total Non-UK,5
The Queen's Foundation for Ecumenical Theological Education,England,All,All,Total,Total,365
The Queen's Foundation for Ecumenical Theological Education,England,All,Full-time,Total,Total,45
The Queen's Foundation for Ecumenical Theological Education,England,All,Part-time,Total,Total,320
Edge Hill University,England,All,All,Domicile,Total Non-UK,425
Edge Hill University,England,All,All,Total,Total,14575
Edge Hill University,England,All,Full-time,Total,Total,11770
Edge Hill University,England,All,Part-time,Total,Total,2805
Edinburgh Napier University,Scotland,All,All,Domicile,Total Non-UK,3365
Edinburgh Napier University,Scotland,All,All,Total,Total,14870
Edinburgh Napier University,Scotland,All,Full-time,Total,Total,12840
Edinburgh Napier University,Scotland,All,Part-time,Total,Total,2030
The University of Edinburgh,Scotland,All,All,Domicile,Total Non-UK,15590
The University of Edinburgh,Scotland,All,All,Total,Total,37830
The University of Edinburgh,Scotland,All,Full-time,Total,Total,33940
The University of Edinburgh,Scotland,All,Part-time,Total,Total,3885
Empire College London Limited,England,All,All,Domicile,Total Non-UK,0
Empire College London Limited,England,All,All,Total,Total,170
Empire College London Limited,England,All,Full-time,Total,Total,170
The University of Essex,England,All,All,Domicile,Total Non-UK,5975
The University of Essex,England,All,All,Total,Total,18465
The University of Essex,England,All,Full-time,Total,Total,16055
The University of Essex,England,All,Part-time,Total,Total,2405
University College of Estate Management,England,All,All,Domicile,Total Non-UK,0
University College of Estate Management,England,All,All,Total,Total,3015
University College of Estate Management,England,All,Full-time,Total,Total,365
University College of Estate Management,England,All,Part-time,Total,Total,2650
ESCP Europe Business School,England,All,All,Domicile,Total Non-UK,525
ESCP Europe Business School,England,All,All,Total,Total,535
ESCP Europe Business School,England,All,Full-time,Total,Total,535
The University of Exeter,England,All,All,Domicile,Total Non-UK,7630
The University of Exeter,England,All,All,Total,Total,30250
The University of Exeter,England,All,Full-time,Total,Total,26900
The University of Exeter,England,All,Part-time,Total,Total,3350
Falmouth University,England,All,All,Domicile,Total Non-UK,540
Falmouth University,England,All,All,Total,Total,6170
Falmouth University,England,All,Full-time,Total,Total,5240
Falmouth University,England,All,Part-time,Total,Total,930
Fairfield School of Business Ltd,England,All,All,Domicile,Total Non-UK,0
Fairfield School of Business Ltd,England,All,All,Total,Total,30
Fairfield School of Business Ltd,England,All,Full-time,Total,Total,30
Met Film School Limited,England,All,All,Domicile,Total Non-UK,235
Met Film School Limited,England,All,All,Total,Total,430
Met Film School Limited,England,All,Full-time,Total,Total,430
The National Film and Television School,England,All,All,Domicile,Total Non-UK,125
The National Film and Television School,England,All,All,Total,Total,540
The National Film and Television School,England,All,Full-time,Total,Total,405
The National Film and Television School,England,All,Part-time,Total,Total,130
ForMission Ltd,England,All,All,Domicile,Total Non-UK,0
ForMission Ltd,England,All,All,Total,Total,85
ForMission Ltd,England,All,Full-time,Total,Total,60
ForMission Ltd,England,All,Part-time,Total,Total,25
Futureworks,England,All,All,Domicile,Total Non-UK,20
Futureworks,England,All,All,Total,Total,415
Futureworks,England,All,Full-time,Total,Total,415
Global Banking School Limited,England,All,All,Domicile,Total Non-UK,0
Global Banking School Limited,England,All,All,Total,Total,1640
Global Banking School Limited,England,All,Full-time,Total,Total,1640
Glasgow Caledonian University,Scotland,All,All,Domicile,Total Non-UK,2525
Glasgow Caledonian University,Scotland,All,All,Total,Total,19030
Glasgow Caledonian University,Scotland,All,Full-time,Total,Total,15670
Glasgow Caledonian University,Scotland,All,Part-time,Total,Total,3360
Glasgow School of Art,Scotland,All,All,Domicile,Total Non-UK,830
Glasgow School of Art,Scotland,All,All,Total,Total,2365
Glasgow School of Art,Scotland,All,Full-time,Total,Total,2210
Glasgow School of Art,Scotland,All,Part-time,Total,Total,155
The University of Glasgow,Scotland,All,All,Domicile,Total Non-UK,13245
The University of Glasgow,Scotland,All,All,Total,Total,37145
The University of Glasgow,Scotland,All,Full-time,Total,Total,31450
The University of Glasgow,Scotland,All,Part-time,Total,Total,5700
University of Gloucestershire,England,All,All,Domicile,Total Non-UK,580
University of Gloucestershire,England,All,All,Total,Total,8190
University of Gloucestershire,England,All,Full-time,Total,Total,6955
University of Gloucestershire,England,All,Part-time,Total,Total,1235
Glyndŵr University,Wales,All,All,Domicile,Total Non-UK,960
Glyndŵr University,Wales,All,All,Total,Total,7485
Glyndŵr University,Wales,All,Full-time,Total,Total,3345
Glyndŵr University,Wales,All,Part-time,Total,Total,4135
Goldsmiths College,England,All,All,Domicile,Total Non-UK,2705
Goldsmiths College,England,All,All,Total,Total,9830
Goldsmiths College,England,All,Full-time,Total,Total,8460
Goldsmiths College,England,All,Part-time,Total,Total,1370
Gower College Swansea,Wales,All,All,Domicile,Total Non-UK,0
Gower College Swansea,Wales,All,All,Total,Total,65
Gower College Swansea,Wales,All,Part-time,Total,Total,65
The University of Greenwich,England,All,All,Domicile,Total Non-UK,6955
The University of Greenwich,England,All,All,Total,Total,22760
The University of Greenwich,England,All,Full-time,Total,Total,19710
The University of Greenwich,England,All,Part-time,Total,Total,3050
Guildhall School of Music and Drama,England,All,All,Domicile,Total Non-UK,325
Guildhall School of Music and Drama,England,All,All,Total,Total,1065
Guildhall School of Music and Drama,England,All,Full-time,Total,Total,985
Guildhall School of Music and Drama,England,All,Part-time,Total,Total,80
Harper Adams University,England,All,All,Domicile,Total Non-UK,265
Harper Adams University,England,All,All,Total,Total,5135
Harper Adams University,England,All,Full-time,Total,Total,2480
Harper Adams University,England,All,Part-time,Total,Total,2660
Hartpury University,England,All,All,Domicile,Total Non-UK,170
Hartpury University,England,All,All,Total,Total,2200
Hartpury University,England,All,Full-time,Total,Total,1965
Hartpury University,England,All,Part-time,Total,Total,230
Heriot-Watt University,Scotland,All,All,Domicile,Total Non-UK,3270
Heriot-Watt University,Scotland,All,All,Total,Total,11200
Heriot-Watt University,Scotland,All,Full-time,Total,Total,9645
Heriot-Watt University,Scotland,All,Part-time,Total,Total,1550
University of Hertfordshire,England,All,All,Domicile,Total Non-UK,9725
University of Hertfordshire,England,All,All,Total,Total,30100
University of Hertfordshire,England,All,Full-time,Total,Total,22505
University of Hertfordshire,England,All,Part-time,Total,Total,7590
The University of Huddersfield,England,All,All,Domicile,Total Non-UK,3700
The University of Huddersfield,England,All,All,Total,Total,20610
The University of Huddersfield,England,All,Full-time,Total,Total,14580
The University of Huddersfield,England,All,Part-time,Total,Total,6035
The University of Hull,England,All,All,Domicile,Total Non-UK,2200
The University of Hull,England,All,All,Total,Total,14615
The University of Hull,England,All,Full-time,Total,Total,12250
The University of Hull,England,All,Part-time,Total,Total,2365
ICON College of Technology and Management,England,All,All,Domicile,Total Non-UK,0
ICON College of Technology and Management,England,All,All,Total,Total,1750
ICON College of Technology and Management,England,All,Full-time,Total,Total,1750
"Imperial College of Science, Technology and Medicine",England,All,All,Domicile,Total Non-UK,11265
"Imperial College of Science, Technology and Medicine",England,All,All,Total,Total,21370
"Imperial College of Science, Technology and Medicine",England,All,Full-time,Total,Total,19695
"Imperial College of Science, Technology and Medicine",England,All,Part-time,Total,Total,1675
Institute of Art - London Limited,England,All,All,Domicile,Total Non-UK,305
Institute of Art - London Limited,England,All,All,Total,Total,395
Institute of Art - London Limited,England,All,Full-time,Total,Total,265
Institute of Art - London Limited,England,All,Part-time,Total,Total,130
The Institute of Ismaili Studies,England,All,All,Domicile,Total Non-UK,75
The Institute of Ismaili Studies,England,All,All,Total,Total,75
The Institute of Ismaili Studies,England,All,Full-time,Total,Total,75
Institute of Contemporary Music Performance,England,All,All,Domicile,Total Non-UK,325
Institute of Contemporary Music Performance,England,All,All,Total,Total,1080
Institute of Contemporary Music Performance,England,All,Full-time,Total,Total,1030
Institute of Contemporary Music Performance,England,All,Part-time,Total,Total,50
INTO University Partnerships Limited,England,All,All,Domicile,Total Non-UK,55
INTO University Partnerships Limited,England,All,All,Total,Total,55
INTO University Partnerships Limited,England,All,Full-time,Total,Total,50
INTO University Partnerships Limited,England,All,Part-time,Total,Total,5
The Islamic College,England,All,All,Domicile,Total Non-UK,0
The Islamic College,England,All,All,Total,Total,100
The Islamic College,England,All,Full-time,Total,Total,40
The Islamic College,England,All,Part-time,Total,Total,60
Kaplan International Colleges U.K. Limited,England,All,All,Domicile,Total Non-UK,530
Kaplan International Colleges U.K. Limited,England,All,All,Total,Total,540
Kaplan International Colleges U.K. Limited,England,All,Full-time,Total,Total,540
Kaplan Open Learning,England,All,All,Domicile,Total Non-UK,0
Kaplan Open Learning,England,All,All,Total,Total,1850
Kaplan Open Learning,England,All,Part-time,Total,Total,1850
Keele University,England,All,All,Domicile,Total Non-UK,805
Keele University,England,All,All,Total,Total,11505
Keele University,England,All,Full-time,Total,Total,9075
Keele University,England,All,Part-time,Total,Total,2430
Kensington College of Business,England,All,All,Domicile,Total Non-UK,0
Kensington College of Business,England,All,All,Total,Total,60
Kensington College of Business,England,All,Full-time,Total,Total,60
The University of Kent,England,All,All,Domicile,Total Non-UK,3535
The University of Kent,England,All,All,Total,Total,18585
The University of Kent,England,All,Full-time,Total,Total,16490
The University of Kent,England,All,Part-time,Total,Total,2095
King's College London,England,All,All,Domicile,Total Non-UK,15550
King's College London,England,All,All,Total,Total,38445
King's College London,England,All,Full-time,Total,Total,31570
King's College London,England,All,Part-time,Total,Total,6875
KLC School of Design,England,All,All,Domicile,Total Non-UK,10
KLC School of Design,England,All,All,Total,Total,185
KLC School of Design,England,All,Full-time,Total,Total,80
KLC School of Design,England,All,Part-time,Total,Total,105
Kingston University,England,All,All,Domicile,Total Non-UK,4850
Kingston University,England,All,All,Total,Total,18500
Kingston University,England,All,Full-time,Total,Total,16345
Kingston University,England,All,Part-time,Total,Total,2155
LAMDA Limited,England,All,All,Domicile,Total Non-UK,125
LAMDA Limited,England,All,All,Total,Total,310
LAMDA Limited,England,All,Full-time,Total,Total,245
LAMDA Limited,England,All,Part-time,Total,Total,65
The University of Lancaster,England,All,All,Domicile,Total Non-UK,5475
The University of Lancaster,England,All,All,Total,Total,17470
The University of Lancaster,England,All,Full-time,Total,Total,15975
The University of Lancaster,England,All,Part-time,Total,Total,1495
LCCM AU UK Limited,England,All,All,Domicile,Total Non-UK,5
LCCM AU UK Limited,England,All,All,Total,Total,85
LCCM AU UK Limited,England,All,Full-time,Total,Total,80
LCCM AU UK Limited,England,All,Part-time,Total,Total,5
Leeds Arts University,England,All,All,Domicile,Total Non-UK,210
Leeds Arts University,England,All,All,Total,Total,2295
Leeds Arts University,England,All,Full-time,Total,Total,2240
Leeds Arts University,England,All,Part-time,Total,Total,50
Leeds Beckett University,England,All,All,Domicile,Total Non-UK,2275
Leeds Beckett University,England,All,All,Total,Total,23690
Leeds Beckett University,England,All,Full-time,Total,Total,19815
Leeds Beckett University,England,All,Part-time,Total,Total,3875
Le Cordon Bleu Limited,England,All,All,Domicile,Total Non-UK,170
Le Cordon Bleu Limited,England,All,All,Total,Total,325
Le Cordon Bleu Limited,England,All,Full-time,Total,Total,240
Le Cordon Bleu Limited,England,All,Part-time,Total,Total,85
Leeds Conservatoire,England,All,All,Domicile,Total Non-UK,150
