HE provider,Country of HE provider,Level of study,Mode of study,Category marker,Category,Number
the university of bradford,england,all,part-time,total,total,4535
the university of bradford,england,all,all,domicile,total uk,9165
the university of bradford,england,all,all,domicile,total non-uk,3490
the university of brighton,england,all,all,total,total,20015
the university of brighton,england,All postgraduate,all,total,total,4080
the university of brighton,england,All postgraduate,full-time,total,total,1555
the university of brighton,england,All postgraduate,part-time,total,total,2525
the university of brighton,england,All postgraduate,all,domicile,total uk,3135
the university of brighton,england,All postgraduate,all,domicile,total non-uk,945
the university of brighton,england,All undergraduate,all,total,total,15935
the university of brighton,england,All undergraduate,full-time,total,total,11495
the university of brighton,england,All undergraduate,part-time,total,total,4440
the university of brighton,england,All undergraduate,all,domicile,total uk,14220
the university of brighton,england,All undergraduate,all,domicile,total non-uk,1715
the university of brighton,england,all,full-time,total,total,13050
the university of brighton,england,all,part-time,total,total,6965
the university of brighton,england,all,all,domicile,total uk,17355
the university of brighton,england,all,all,domicile,total non-uk,2660
the university of bristol,england,all,all,total,total,23360
the university of bristol,england,All postgraduate,all,total,total,7890
the university of bristol,england,All postgraduate,full-time,total,total,2620
the university of bristol,england,All postgraduate,part-time,total,total,5270
the university of bristol,england,All postgraduate,all,domicile,total uk,5310
the university of bristol,england,All postgraduate,all,domicile,total non-uk,2580
the university of bristol,england,All undergraduate,all,total,total,15470
the university of bristol,england,All undergraduate,full-time,total,total,11330
the university of bristol,england,All undergraduate,part-time,total,total,4140
the university of bristol,england,All undergraduate,all,domicile,total uk,14240
the university of bristol,england,All undergraduate,all,domicile,total non-uk,1230
the university of bristol,england,all,full-time,total,total,13950
the university of bristol,england,all,part-time,total,total,9410
the university of bristol,england,all,all,domicile,total uk,19550
the university of bristol,england,all,all,domicile,total non-uk,3810
brunel university,england,all,all,total,total,15450
brunel university,england,All postgraduate,all,total,total,5260
brunel university,england,All postgraduate,full-time,total,total,2125
brunel university,england,All postgraduate,part-time,total,total,3135
brunel university,england,All postgraduate,all,domicile,total uk,2935
brunel university,england,All postgraduate,all,domicile,total non-uk,2325
brunel university,england,All undergraduate,all,total,total,10190
brunel university,england,All undergraduate,full-time,total,total,9075
brunel university,england,All undergraduate,part-time,total,total,1115
brunel university,england,All undergraduate,all,domicile,total uk,9345
brunel university,england,All undergraduate,all,domicile,total non-uk,845
brunel university,england,all,full-time,total,total,11200
brunel university,england,all,part-time,total,total,4250
brunel university,england,all,all,domicile,total uk,12280
brunel university,england,all,all,domicile,total non-uk,3170
buckinghamshire chilterns university college,england,all,all,total,total,9305
buckinghamshire chilterns university college,england,All postgraduate,all,total,total,535
buckinghamshire chilterns university college,england,All postgraduate,full-time,total,total,110
buckinghamshire chilterns university college,england,All postgraduate,part-time,total,total,420
buckinghamshire chilterns university college,england,All postgraduate,all,domicile,total uk,440
buckinghamshire chilterns university college,england,All postgraduate,all,domicile,total non-uk,90
buckinghamshire chilterns university college,england,All undergraduate,all,total,total,8770
buckinghamshire chilterns university college,england,All undergraduate,full-time,total,total,5830
buckinghamshire chilterns university college,england,All undergraduate,part-time,total,total,2940
buckinghamshire chilterns university college,england,All undergraduate,all,domicile,total uk,7710
buckinghamshire chilterns university college,england,All undergraduate,all,domicile,total non-uk,1065
buckinghamshire chilterns university college,england,all,full-time,total,total,5940
buckinghamshire chilterns university college,england,all,part-time,total,total,3360
buckinghamshire chilterns university college,england,all,all,domicile,total uk,8150
buckinghamshire chilterns university college,england,all,all,domicile,total non-uk,1155
the university of buckingham,england,all,all,total,total,690
the university of buckingham,england,All postgraduate,all,total,total,150
the university of buckingham,england,All postgraduate,full-time,total,total,130
the university of buckingham,england,All postgraduate,part-time,total,total,20
the university of buckingham,england,All postgraduate,all,domicile,total uk,50
the university of buckingham,england,All postgraduate,all,domicile,total non-uk,100
the university of buckingham,england,All undergraduate,all,total,total,540
the university of buckingham,england,All undergraduate,full-time,total,total,510
the university of buckingham,england,All undergraduate,part-time,total,total,30
the university of buckingham,england,All undergraduate,all,domicile,total uk,120
the university of buckingham,england,All undergraduate,all,domicile,total non-uk,420
the university of buckingham,england,all,full-time,total,total,640
the university of buckingham,england,all,part-time,total,total,50
the university of buckingham,england,all,all,domicile,total uk,170
the university of buckingham,england,all,all,domicile,total non-uk,520
the university of cambridge,england,all,all,total,total,25595
the university of cambridge,england,All postgraduate,all,total,total,9435
the university of cambridge,england,All postgraduate,full-time,total,total,5605
the university of cambridge,england,All postgraduate,part-time,total,total,3825
the university of cambridge,england,All postgraduate,all,domicile,total uk,5290
the university of cambridge,england,All postgraduate,all,domicile,total non-uk,4140
the university of cambridge,england,All undergraduate,all,total,total,16160
the university of cambridge,england,All undergraduate,full-time,total,total,11855
the university of cambridge,england,All undergraduate,part-time,total,total,4305
the university of cambridge,england,All undergraduate,all,domicile,total uk,14615
the university of cambridge,england,All undergraduate,all,domicile,total non-uk,1545
the university of cambridge,england,all,full-time,total,total,17460
the university of cambridge,england,all,part-time,total,total,8130
the university of cambridge,england,all,all,domicile,total uk,19905
the university of cambridge,england,all,all,domicile,total non-uk,5685
the institute of cancer research,england,all,all,total,total,155
the institute of cancer research,england,All postgraduate,all,total,total,155
the institute of cancer research,england,All postgraduate,full-time,total,total,120
the institute of cancer research,england,All postgraduate,part-time,total,total,35
the institute of cancer research,england,All postgraduate,all,domicile,total uk,95
the institute of cancer research,england,All postgraduate,all,domicile,total non-uk,60
the institute of cancer research,england,All undergraduate,all,total,total,0
the institute of cancer research,england,All undergraduate,full-time,total,total,0
the institute of cancer research,england,All undergraduate,part-time,total,total,0
the institute of cancer research,england,All undergraduate,all,domicile,total uk,0
the institute of cancer research,england,All undergraduate,all,domicile,total non-uk,0
the institute of cancer research,england,all,full-time,total,total,120
the institute of cancer research,england,all,part-time,total,total,35
the institute of cancer research,england,all,all,domicile,total uk,95
the institute of cancer research,england,all,all,domicile,total non-uk,60
canterbury christ church university,england,all,all,total,total,14630
canterbury christ church university,england,All postgraduate,all,total,total,3095
canterbury christ church university,england,All postgraduate,full-time,total,total,1065
canterbury christ church university,england,All postgraduate,part-time,total,total,2030
canterbury christ church university,england,All postgraduate,all,domicile,total uk,2870
canterbury christ church university,england,All postgraduate,all,domicile,total non-uk,225
canterbury christ church university,england,All undergraduate,all,total,total,11535
canterbury christ church university,england,All undergraduate,full-time,total,total,6440
canterbury christ church university,england,All undergraduate,part-time,total,total,5095
canterbury christ church university,england,All undergraduate,all,domicile,total uk,11155
canterbury christ church university,england,All undergraduate,all,domicile,total non-uk,380
canterbury christ church university,england,all,full-time,total,total,7505
canterbury christ church university,england,all,part-time,total,total,7125
canterbury christ church university,england,all,all,domicile,total uk,14025
canterbury christ church university,england,all,all,domicile,total non-uk,605
university of central england in birmingham,england,all,all,total,total,23070
university of central england in birmingham,england,All postgraduate,all,total,total,3745
university of central england in birmingham,england,All postgraduate,full-time,total,total,1180
university of central england in birmingham,england,All postgraduate,part-time,total,total,2565
university of central england in birmingham,england,All postgraduate,all,domicile,total uk,3030
university of central england in birmingham,england,All postgraduate,all,domicile,total non-uk,715
university of central england in birmingham,england,All undergraduate,all,total,total,19325
university of central england in birmingham,england,All undergraduate,full-time,total,total,12790
university of central england in birmingham,england,All undergraduate,part-time,total,total,6535
university of central england in birmingham,england,All undergraduate,all,domicile,total uk,18325
university of central england in birmingham,england,All undergraduate,all,domicile,total non-uk,995
university of central england in birmingham,england,all,full-time,total,total,13970
university of central england in birmingham,england,all,part-time,total,total,9100
university of central england in birmingham,england,all,all,domicile,total uk,21355
university of central england in birmingham,england,all,all,domicile,total non-uk,1710
the university of central lancashire,england,all,all,total,total,26725
the university of central lancashire,england,All postgraduate,all,total,total,3065
the university of central lancashire,england,All postgraduate,full-time,total,total,1035
the university of central lancashire,england,All postgraduate,part-time,total,total,2030
the university of central lancashire,england,All postgraduate,all,domicile,total uk,2490
the university of central lancashire,england,All postgraduate,all,domicile,total non-uk,575
the university of central lancashire,england,All undergraduate,all,total,total,23660
the university of central lancashire,england,All undergraduate,full-time,total,total,15470
the university of central lancashire,england,All undergraduate,part-time,total,total,8185
the university of central lancashire,england,All undergraduate,all,domicile,total uk,21950
the university of central lancashire,england,All undergraduate,all,domicile,total non-uk,1710
the university of central lancashire,england,all,full-time,total,total,16505
the university of central lancashire,england,all,part-time,total,total,10215
the university of central lancashire,england,all,all,domicile,total uk,24440
the university of central lancashire,england,all,all,domicile,total non-uk,2285
central school of speech and drama,england,all,all,total,total,970
central school of speech and drama,england,All postgraduate,all,total,total,500
central school of speech and drama,england,All postgraduate,full-time,total,total,370
central school of speech and drama,england,All postgraduate,part-time,total,total,130
central school of speech and drama,england,All postgraduate,all,domicile,total uk,390
central school of speech and drama,england,All postgraduate,all,domicile,total non-uk,110
central school of speech and drama,england,All undergraduate,all,total,total,465
central school of speech and drama,england,All undergraduate,full-time,total,total,465
central school of speech and drama,england,All undergraduate,part-time,total,total,0
central school of speech and drama,england,All undergraduate,all,domicile,total uk,435
central school of speech and drama,england,All undergraduate,all,domicile,total non-uk,25
central school of speech and drama,england,all,full-time,total,total,835
central school of speech and drama,england,all,part-time,total,total,130
central school of speech and drama,england,all,all,domicile,total uk,825
central school of speech and drama,england,all,all,domicile,total non-uk,135
university of chester,england,all,all,total,total,12510
university of chester,england,All postgraduate,all,total,total,2455
university of chester,england,All postgraduate,full-time,total,total,445
university of chester,england,All postgraduate,part-time,total,total,2015
university of chester,england,All postgraduate,all,domicile,total uk,2170
university of chester,england,All postgraduate,all,domicile,total non-uk,290
university of chester,england,All undergraduate,all,total,total,10055
university of chester,england,All undergraduate,full-time,total,total,6605
university of chester,england,All undergraduate,part-time,total,total,3445
university of chester,england,All undergraduate,all,domicile,total uk,9880
university of chester,england,All undergraduate,all,domicile,total non-uk,175
university of chester,england,all,full-time,total,total,7050
university of chester,england,all,part-time,total,total,5460
university of chester,england,all,all,domicile,total uk,12050
university of chester,england,all,all,domicile,total non-uk,465
university of chichester,england,all,all,total,total,5160
university of chichester,england,All postgraduate,all,total,total,1745
university of chichester,england,All postgraduate,full-time,total,total,300
university of chichester,england,All postgraduate,part-time,total,total,1445
university of chichester,england,All postgraduate,all,domicile,total uk,1625
university of chichester,england,All postgraduate,all,domicile,total non-uk,120
university of chichester,england,All undergraduate,all,total,total,3415
university of chichester,england,All undergraduate,full-time,total,total,2685
university of chichester,england,All undergraduate,part-time,total,total,730
university of chichester,england,All undergraduate,all,domicile,total uk,3270
university of chichester,england,All undergraduate,all,domicile,total non-uk,145
university of chichester,england,all,full-time,total,total,2985
university of chichester,england,all,part-time,total,total,2175
university of chichester,england,all,all,domicile,total uk,4895
university of chichester,england,all,all,domicile,total non-uk,265
city university,england,all,all,total,total,23925
city university,england,All postgraduate,all,total,total,9080
city university,england,All postgraduate,full-time,total,total,3290
city university,england,All postgraduate,part-time,total,total,5795
city university,england,All postgraduate,all,domicile,total uk,5625
city university,england,All postgraduate,all,domicile,total non-uk,3460
city university,england,All undergraduate,all,total,total,14845
city university,england,All undergraduate,full-time,total,total,7210
city university,england,All undergraduate,part-time,total,total,7630
city university,england,All undergraduate,all,domicile,total uk,12860
city university,england,All undergraduate,all,domicile,total non-uk,1985
city university,england,all,full-time,total,total,10500
city university,england,all,part-time,total,total,13425
city university,england,all,all,domicile,total uk,18485
city university,england,all,all,domicile,total non-uk,5445
conservatoire for dance and drama,england,all,all,total,total,1005
conservatoire for dance and drama,england,All postgraduate,all,total,total,50
conservatoire for dance and drama,england,All postgraduate,full-time,total,total,30
conservatoire for dance and drama,england,All postgraduate,part-time,total,total,15
conservatoire for dance and drama,england,All postgraduate,all,domicile,total uk,35
conservatoire for dance and drama,england,All postgraduate,all,domicile,total non-uk,15
conservatoire for dance and drama,england,All undergraduate,all,total,total,960
conservatoire for dance and drama,england,All undergraduate,full-time,total,total,950
conservatoire for dance and drama,england,All undergraduate,part-time,total,total,10
conservatoire for dance and drama,england,All undergraduate,all,domicile,total uk,725
conservatoire for dance and drama,england,All undergraduate,all,domicile,total non-uk,235
conservatoire for dance and drama,england,all,full-time,total,total,980
conservatoire for dance and drama,england,all,part-time,total,total,25
conservatoire for dance and drama,england,all,all,domicile,total uk,760
conservatoire for dance and drama,england,all,all,domicile,total non-uk,250
coventry university,england,all,all,total,total,19455
coventry university,england,All postgraduate,all,total,total,2900
coventry university,england,All postgraduate,full-time,total,total,1305
coventry university,england,All postgraduate,part-time,total,total,1595
coventry university,england,All postgraduate,all,domicile,total uk,1705
coventry university,england,All postgraduate,all,domicile,total non-uk,1195
coventry university,england,All undergraduate,all,total,total,16555
coventry university,england,All undergraduate,full-time,total,total,10555
coventry university,england,All undergraduate,part-time,total,total,6000
coventry university,england,All undergraduate,all,domicile,total uk,14795
coventry university,england,All undergraduate,all,domicile,total non-uk,1760
coventry university,england,all,full-time,total,total,11860
coventry university,england,all,part-time,total,total,7595
coventry university,england,all,all,domicile,total uk,16500
coventry university,england,all,all,domicile,total non-uk,2955
courtauld institute of art,england,all,all,total,total,400
courtauld institute of art,england,All postgraduate,all,total,total,270
courtauld institute of art,england,All postgraduate,full-time,total,total,220
courtauld institute of art,england,All postgraduate,part-time,total,total,50
courtauld institute of art,england,All postgraduate,all,domicile,total uk,150
courtauld institute of art,england,All postgraduate,all,domicile,total non-uk,120
courtauld institute of art,england,All undergraduate,all,total,total,135
courtauld institute of art,england,All undergraduate,full-time,total,total,135
courtauld institute of art,england,All undergraduate,part-time,total,total,0
courtauld institute of art,england,All undergraduate,all,domicile,total uk,115
courtauld institute of art,england,All undergraduate,all,domicile,total non-uk,15
courtauld institute of art,england,all,full-time,total,total,355
courtauld institute of art,england,all,part-time,total,total,50
courtauld institute of art,england,all,all,domicile,total uk,265
courtauld institute of art,england,all,all,domicile,total non-uk,135
cranfield university,england,all,all,total,total,4600
cranfield university,england,All postgraduate,all,total,total,4390
cranfield university,england,All postgraduate,full-time,total,total,2950
cranfield university,england,All postgraduate,part-time,total,total,1440
cranfield university,england,All postgraduate,all,domicile,total uk,2635
cranfield university,england,All postgraduate,all,domicile,total non-uk,1750
cranfield university,england,All undergraduate,all,total,total,215
cranfield university,england,All undergraduate,full-time,total,total,215
cranfield university,england,All undergraduate,part-time,total,total,0
cranfield university,england,All undergraduate,all,domicile,total uk,200
cranfield university,england,All undergraduate,all,domicile,total non-uk,10
cranfield university,england,all,full-time,total,total,3165
cranfield university,england,all,part-time,total,total,1440
cranfield university,england,all,all,domicile,total uk,2835
cranfield university,england,all,all,domicile,total non-uk,1760
cumbria institute of the arts,england,all,all,total,total,1045
cumbria institute of the arts,england,All postgraduate,all,total,total,40
cumbria institute of the arts,england,All postgraduate,full-time,total,total,0
cumbria institute of the arts,england,All postgraduate,part-time,total,total,40
cumbria institute of the arts,england,All postgraduate,all,domicile,total uk,40
cumbria institute of the arts,england,All postgraduate,all,domicile,total non-uk,0
cumbria institute of the arts,england,All undergraduate,all,total,total,1005
cumbria institute of the arts,england,All undergraduate,full-time,total,total,970
cumbria institute of the arts,england,All undergraduate,part-time,total,total,35
cumbria institute of the arts,england,All undergraduate,all,domicile,total uk,885
cumbria institute of the arts,england,All undergraduate,all,domicile,total non-uk,120
cumbria institute of the arts,england,all,full-time,total,total,970
cumbria institute of the arts,england,all,part-time,total,total,75
cumbria institute of the arts,england,all,all,domicile,total uk,925
cumbria institute of the arts,england,all,all,domicile,total non-uk,120
dartington college of arts,england,all,all,total,total,595
dartington college of arts,england,All postgraduate,all,total,total,105
dartington college of arts,england,All postgraduate,full-time,total,total,20
dartington college of arts,england,All postgraduate,part-time,total,total,85
dartington college of arts,england,All postgraduate,all,domicile,total uk,85
dartington college of arts,england,All postgraduate,all,domicile,total non-uk,20
dartington college of arts,england,All undergraduate,all,total,total,490
dartington college of arts,england,All undergraduate,full-time,total,total,475
dartington college of arts,england,All undergraduate,part-time,total,total,10
dartington college of arts,england,All undergraduate,all,domicile,total uk,440
dartington college of arts,england,All undergraduate,all,domicile,total non-uk,50
dartington college of arts,england,all,full-time,total,total,495
dartington college of arts,england,all,part-time,total,total,95
dartington college of arts,england,all,all,domicile,total uk,525
dartington college of arts,england,all,all,domicile,total non-uk,70
de montfort university,england,all,all,total,total,22785
de montfort university,england,All postgraduate,all,total,total,3795
de montfort university,england,All postgraduate,full-time,total,total,1030
de montfort university,england,All postgraduate,part-time,total,total,2760
de montfort university,england,All postgraduate,all,domicile,total uk,3090
de montfort university,england,All postgraduate,all,domicile,total non-uk,705
de montfort university,england,All undergraduate,all,total,total,18990
de montfort university,england,All undergraduate,full-time,total,total,14955
de montfort university,england,All undergraduate,part-time,total,total,4040
de montfort university,england,All undergraduate,all,domicile,total uk,18195
de montfort university,england,All undergraduate,all,domicile,total non-uk,795
de montfort university,england,all,full-time,total,total,15985
de montfort university,england,all,part-time,total,total,6800
de montfort university,england,all,all,domicile,total uk,21285
