HE provider,Country of HE provider,Level of study,Mode of study,Category marker,Category,Number
The College of Integrated Chinese Medicine,England,All,All,Domicile,Total Non-UK,5
The College of Integrated Chinese Medicine,England,All,All,Total,Total,185
The College of Integrated Chinese Medicine,England,All,Full-time,Total,Total,185
Christ the Redeemer College,England,All,All,Domicile,Total Non-UK,0
Christ the Redeemer College,England,All,All,Total,Total,210
Christ the Redeemer College,England,All,Full-time,Total,Total,210
The City College,England,All,All,Domicile,Total Non-UK,0
The City College,England,All,All,Total,Total,215
The City College,England,All,Full-time,Total,Total,215
"City, University of London",England,All,All,Domicile,Total Non-UK,6315
"City, University of London",England,All,All,Total,Total,20685
"City, University of London",England,All,Full-time,Total,Total,17385
"City, University of London",England,All,Part-time,Total,Total,3300
Cliff College,England,All,All,Domicile,Total Non-UK,0
Cliff College,England,All,All,Total,Total,125
Cliff College,England,All,Full-time,Total,Total,40
Cliff College,England,All,Part-time,Total,Total,85
The College of Health Ltd,England,All,All,Domicile,Total Non-UK,55
The College of Health Ltd,England,All,All,Total,Total,345
The College of Health Ltd,England,All,Full-time,Total,Total,80
The College of Health Ltd,England,All,Part-time,Total,Total,265
The College of Osteopaths,England,All,All,Domicile,Total Non-UK,0
The College of Osteopaths,England,All,All,Total,Total,80
The College of Osteopaths,England,All,Part-time,Total,Total,80
Conservatoire for Dance and Drama,England,All,All,Domicile,Total Non-UK,345
Conservatoire for Dance and Drama,England,All,All,Total,Total,1105
Conservatoire for Dance and Drama,England,All,Full-time,Total,Total,1055
Conservatoire for Dance and Drama,England,All,Part-time,Total,Total,45
The Council of the Inns of Court,England,All,All,Domicile,Total Non-UK,5
The Council of the Inns of Court,England,All,All,Total,Total,165
The Council of the Inns of Court,England,All,Full-time,Total,Total,165
Courtauld Institute of Art,England,All,All,Domicile,Total Non-UK,220
Courtauld Institute of Art,England,All,All,Total,Total,600
Courtauld Institute of Art,England,All,Full-time,Total,Total,585
Courtauld Institute of Art,England,All,Part-time,Total,Total,15
Court Theatre Training Company Ltd,England,All,All,Domicile,Total Non-UK,0
Court Theatre Training Company Ltd,England,All,All,Total,Total,35
Court Theatre Training Company Ltd,England,All,Full-time,Total,Total,35
Coventry University,England,All,All,Domicile,Total Non-UK,15565
Coventry University,England,All,All,Total,Total,38190
Coventry University,England,All,Full-time,Total,Total,31910
Coventry University,England,All,Part-time,Total,Total,6275
Cranfield University,England,All,All,Domicile,Total Non-UK,2685
Cranfield University,England,All,All,Total,Total,5400
Cranfield University,England,All,Full-time,Total,Total,2910
Cranfield University,England,All,Part-time,Total,Total,2490
University for the Creative Arts,England,All,All,Domicile,Total Non-UK,2670
University for the Creative Arts,England,All,All,Total,Total,9430
University for the Creative Arts,England,All,Full-time,Total,Total,7530
University for the Creative Arts,England,All,Part-time,Total,Total,1900
University of Cumbria,England,All,All,Domicile,Total Non-UK,280
University of Cumbria,England,All,All,Total,Total,9705
University of Cumbria,England,All,Full-time,Total,Total,5925
University of Cumbria,England,All,Part-time,Total,Total,3780
Dartington Hall Trust (The),England,All,All,Domicile,Total Non-UK,40
Dartington Hall Trust (The),England,All,All,Total,Total,130
Dartington Hall Trust (The),England,All,Full-time,Total,Total,75
Dartington Hall Trust (The),England,All,Part-time,Total,Total,55
David Game College Ltd,England,All,All,Domicile,Total Non-UK,0
David Game College Ltd,England,All,All,Total,Total,405
David Game College Ltd,England,All,Full-time,Total,Total,405
David Game College Ltd,England,All,Part-time,Total,Total,0
De Montfort University,England,All,All,Domicile,Total Non-UK,8075
De Montfort University,England,All,All,Total,Total,28335
De Montfort University,England,All,Full-time,Total,Total,24205
De Montfort University,England,All,Part-time,Total,Total,4130
University of Derby,England,All,All,Domicile,Total Non-UK,2870
University of Derby,England,All,All,Total,Total,20955
University of Derby,England,All,Full-time,Total,Total,13600
University of Derby,England,All,Part-time,Total,Total,7355
The University of Dundee,Scotland,All,All,Domicile,Total Non-UK,4110
The University of Dundee,Scotland,All,All,Total,Total,18100
The University of Dundee,Scotland,All,Full-time,Total,Total,14320
The University of Dundee,Scotland,All,Part-time,Total,Total,3780
University of Durham,England,All,All,Domicile,Total Non-UK,6755
University of Durham,England,All,All,Total,Total,22230
University of Durham,England,All,Full-time,Total,Total,21220
University of Durham,England,All,Part-time,Total,Total,1010
Dyson Technical Training Limited,England,All,All,Domicile,Total Non-UK,0
Dyson Technical Training Limited,England,All,All,Total,Total,40
Dyson Technical Training Limited,England,All,Part-time,Total,Total,40
The University of East Anglia,England,All,All,Domicile,Total Non-UK,3095
The University of East Anglia,England,All,All,Total,Total,19130
The University of East Anglia,England,All,Full-time,Total,Total,16360
The University of East Anglia,England,All,Part-time,Total,Total,2770
The University of East London,England,All,All,Domicile,Total Non-UK,6715
The University of East London,England,All,All,Total,Total,19550
The University of East London,England,All,Full-time,Total,Total,17460
The University of East London,England,All,Part-time,Total,Total,2085
The Queen's Foundation for Ecumenical Theological Education,England,All,All,Domicile,Total Non-UK,5
The Queen's Foundation for Ecumenical Theological Education,England,All,All,Total,Total,340
The Queen's Foundation for Ecumenical Theological Education,England,All,Full-time,Total,Total,35
The Queen's Foundation for Ecumenical Theological Education,England,All,Part-time,Total,Total,305
Edge Hill University,England,All,All,Domicile,Total Non-UK,495
Edge Hill University,England,All,All,Total,Total,14700
Edge Hill University,England,All,Full-time,Total,Total,11710
Edge Hill University,England,All,Part-time,Total,Total,2990
Edinburgh Napier University,Scotland,All,All,Domicile,Total Non-UK,3635
Edinburgh Napier University,Scotland,All,All,Total,Total,15530
Edinburgh Napier University,Scotland,All,Full-time,Total,Total,13575
Edinburgh Napier University,Scotland,All,Part-time,Total,Total,1955
The University of Edinburgh,Scotland,All,All,Domicile,Total Non-UK,18050
The University of Edinburgh,Scotland,All,All,Total,Total,41250
The University of Edinburgh,Scotland,All,Full-time,Total,Total,36210
The University of Edinburgh,Scotland,All,Part-time,Total,Total,5040
Empire College London Limited,England,All,All,Domicile,Total Non-UK,0
Empire College London Limited,England,All,All,Total,Total,180
Empire College London Limited,England,All,Full-time,Total,Total,180
The University of Essex,England,All,All,Domicile,Total Non-UK,5905
The University of Essex,England,All,All,Total,Total,18110
The University of Essex,England,All,Full-time,Total,Total,15695
The University of Essex,England,All,Part-time,Total,Total,2415
University College of Estate Management,England,All,All,Domicile,Total Non-UK,0
University College of Estate Management,England,All,All,Total,Total,3010
University College of Estate Management,England,All,Full-time,Total,Total,685
University College of Estate Management,England,All,Part-time,Total,Total,2325
ESCP Europe Business School,England,All,All,Domicile,Total Non-UK,605
ESCP Europe Business School,England,All,All,Total,Total,605
ESCP Europe Business School,England,All,Full-time,Total,Total,605
The University of Exeter,England,All,All,Domicile,Total Non-UK,8135
The University of Exeter,England,All,All,Total,Total,32465
The University of Exeter,England,All,Full-time,Total,Total,28615
The University of Exeter,England,All,Part-time,Total,Total,3850
Falmouth University,England,All,All,Domicile,Total Non-UK,445
Falmouth University,England,All,All,Total,Total,6635
Falmouth University,England,All,Full-time,Total,Total,5595
Falmouth University,England,All,Part-time,Total,Total,1040
Met Film School Limited,England,All,All,Domicile,Total Non-UK,290
Met Film School Limited,England,All,All,Total,Total,530
Met Film School Limited,England,All,Full-time,Total,Total,530
The National Film and Television School,England,All,All,Domicile,Total Non-UK,130
The National Film and Television School,England,All,All,Total,Total,555
The National Film and Television School,England,All,Full-time,Total,Total,430
The National Film and Television School,England,All,Part-time,Total,Total,125
ForMission Ltd,England,All,All,Domicile,Total Non-UK,0
ForMission Ltd,England,All,All,Total,Total,40
ForMission Ltd,England,All,Full-time,Total,Total,25
ForMission Ltd,England,All,Part-time,Total,Total,20
Futureworks,England,All,All,Domicile,Total Non-UK,15
Futureworks,England,All,All,Total,Total,400
Futureworks,England,All,Full-time,Total,Total,400
Global Banking School Limited,England,All,All,Domicile,Total Non-UK,0
Global Banking School Limited,England,All,All,Total,Total,1895
Global Banking School Limited,England,All,Full-time,Total,Total,1895
Glasgow Caledonian University,Scotland,All,All,Domicile,Total Non-UK,3570
Glasgow Caledonian University,Scotland,All,All,Total,Total,20050
Glasgow Caledonian University,Scotland,All,Full-time,Total,Total,16675
Glasgow Caledonian University,Scotland,All,Part-time,Total,Total,3370
Glasgow School of Art,Scotland,All,All,Domicile,Total Non-UK,860
Glasgow School of Art,Scotland,All,All,Total,Total,2440
Glasgow School of Art,Scotland,All,Full-time,Total,Total,2320
Glasgow School of Art,Scotland,All,Part-time,Total,Total,120
The University of Glasgow,Scotland,All,All,Domicile,Total Non-UK,17390
The University of Glasgow,Scotland,All,All,Total,Total,42980
The University of Glasgow,Scotland,All,Full-time,Total,Total,36450
The University of Glasgow,Scotland,All,Part-time,Total,Total,6530
University of Gloucestershire,England,All,All,Domicile,Total Non-UK,585
University of Gloucestershire,England,All,All,Total,Total,8210
University of Gloucestershire,England,All,Full-time,Total,Total,6865
University of Gloucestershire,England,All,Part-time,Total,Total,1345
Glyndŵr University,Wales,All,All,Domicile,Total Non-UK,1375
Glyndŵr University,Wales,All,All,Total,Total,7490
Glyndŵr University,Wales,All,Full-time,Total,Total,3205
Glyndŵr University,Wales,All,Part-time,Total,Total,4285
Goldsmiths College,England,All,All,Domicile,Total Non-UK,3260
Goldsmiths College,England,All,All,Total,Total,9880
Goldsmiths College,England,All,Full-time,Total,Total,8435
Goldsmiths College,England,All,Part-time,Total,Total,1445
Gower College Swansea,Wales,All,All,Domicile,Total Non-UK,0
Gower College Swansea,Wales,All,All,Total,Total,50
Gower College Swansea,Wales,All,Part-time,Total,Total,50
The University of Greenwich,England,All,All,Domicile,Total Non-UK,10035
The University of Greenwich,England,All,All,Total,Total,26610
The University of Greenwich,England,All,Full-time,Total,Total,23125
The University of Greenwich,England,All,Part-time,Total,Total,3485
Guildhall School of Music and Drama,England,All,All,Domicile,Total Non-UK,340
Guildhall School of Music and Drama,England,All,All,Total,Total,1105
Guildhall School of Music and Drama,England,All,Full-time,Total,Total,1010
Guildhall School of Music and Drama,England,All,Part-time,Total,Total,90
Harper Adams University,England,All,All,Domicile,Total Non-UK,230
Harper Adams University,England,All,All,Total,Total,5275
Harper Adams University,England,All,Full-time,Total,Total,2525
Harper Adams University,England,All,Part-time,Total,Total,2750
Hartpury University,England,All,All,Domicile,Total Non-UK,170
Hartpury University,England,All,All,Total,Total,2355
Hartpury University,England,All,Full-time,Total,Total,2110
Hartpury University,England,All,Part-time,Total,Total,245
Heriot-Watt University,Scotland,All,All,Domicile,Total Non-UK,4135
Heriot-Watt University,Scotland,All,All,Total,Total,11680
Heriot-Watt University,Scotland,All,Full-time,Total,Total,10220
Heriot-Watt University,Scotland,All,Part-time,Total,Total,1460
University of Hertfordshire,England,All,All,Domicile,Total Non-UK,13230
University of Hertfordshire,England,All,All,Total,Total,31940
University of Hertfordshire,England,All,Full-time,Total,Total,24870
University of Hertfordshire,England,All,Part-time,Total,Total,7070
The University of Huddersfield,England,All,All,Domicile,Total Non-UK,4205
The University of Huddersfield,England,All,All,Total,Total,20885
The University of Huddersfield,England,All,Full-time,Total,Total,14265
The University of Huddersfield,England,All,Part-time,Total,Total,6620
The University of Hull,England,All,All,Domicile,Total Non-UK,3580
The University of Hull,England,All,All,Total,Total,15075
The University of Hull,England,All,Full-time,Total,Total,12495
The University of Hull,England,All,Part-time,Total,Total,2580
ICON College of Technology and Management,England,All,All,Domicile,Total Non-UK,0
ICON College of Technology and Management,England,All,All,Total,Total,1365
ICON College of Technology and Management,England,All,Full-time,Total,Total,1365
"Imperial College of Science, Technology and Medicine",England,All,All,Domicile,Total Non-UK,11320
"Imperial College of Science, Technology and Medicine",England,All,All,Total,Total,21470
"Imperial College of Science, Technology and Medicine",England,All,Full-time,Total,Total,20015
"Imperial College of Science, Technology and Medicine",England,All,Part-time,Total,Total,1455
Institute of Art - London Limited,England,All,All,Domicile,Total Non-UK,185
Institute of Art - London Limited,England,All,All,Total,Total,240
Institute of Art - London Limited,England,All,Full-time,Total,Total,160
Institute of Art - London Limited,England,All,Part-time,Total,Total,80
The Institute of Ismaili Studies,England,All,All,Domicile,Total Non-UK,80
The Institute of Ismaili Studies,England,All,All,Total,Total,80
The Institute of Ismaili Studies,England,All,Full-time,Total,Total,80
Institute of Contemporary Music Performance,England,All,All,Domicile,Total Non-UK,280
Institute of Contemporary Music Performance,England,All,All,Total,Total,1080
Institute of Contemporary Music Performance,England,All,Full-time,Total,Total,1025
Institute of Contemporary Music Performance,England,All,Part-time,Total,Total,55
INTO University Partnerships Limited,England,All,All,Domicile,Total Non-UK,100
INTO University Partnerships Limited,England,All,All,Total,Total,100
INTO University Partnerships Limited,England,All,Full-time,Total,Total,95
INTO University Partnerships Limited,England,All,Part-time,Total,Total,5
The Islamic College,England,All,All,Domicile,Total Non-UK,0
The Islamic College,England,All,All,Total,Total,65
The Islamic College,England,All,Full-time,Total,Total,45
The Islamic College,England,All,Part-time,Total,Total,20
JSA Education Group Ltd.,England,All,All,Domicile,Total Non-UK,0
JSA Education Group Ltd.,England,All,All,Total,Total,20
JSA Education Group Ltd.,England,All,Full-time,Total,Total,20
Kaplan International Colleges U.K. Limited,England,All,All,Domicile,Total Non-UK,800
Kaplan International Colleges U.K. Limited,England,All,All,Total,Total,805
Kaplan International Colleges U.K. Limited,England,All,Full-time,Total,Total,805
Kaplan Open Learning,England,All,All,Domicile,Total Non-UK,0
Kaplan Open Learning,England,All,All,Total,Total,1835
Kaplan Open Learning,England,All,Part-time,Total,Total,1835
Keele University,England,All,All,Domicile,Total Non-UK,1005
Keele University,England,All,All,Total,Total,12235
Keele University,England,All,Full-time,Total,Total,9265
Keele University,England,All,Part-time,Total,Total,2970
Kensington College of Business,England,All,All,Domicile,Total Non-UK,0
Kensington College of Business,England,All,All,Total,Total,5
Kensington College of Business,England,All,Full-time,Total,Total,5
The University of Kent,England,All,All,Domicile,Total Non-UK,3435
The University of Kent,England,All,All,Total,Total,18155
The University of Kent,England,All,Full-time,Total,Total,15750
The University of Kent,England,All,Part-time,Total,Total,2405
King's College London,England,All,All,Domicile,Total Non-UK,17155
King's College London,England,All,All,Total,Total,41490
King's College London,England,All,Full-time,Total,Total,34040
King's College London,England,All,Part-time,Total,Total,7450
Kingston University,England,All,All,Domicile,Total Non-UK,6200
Kingston University,England,All,All,Total,Total,19920
Kingston University,England,All,Full-time,Total,Total,17750
Kingston University,England,All,Part-time,Total,Total,2170
LAMDA Limited,England,All,All,Domicile,Total Non-UK,175
LAMDA Limited,England,All,All,Total,Total,380
LAMDA Limited,England,All,Full-time,Total,Total,265
LAMDA Limited,England,All,Part-time,Total,Total,115
The University of Lancaster,England,All,All,Domicile,Total Non-UK,5245
The University of Lancaster,England,All,All,Total,Total,17770
The University of Lancaster,England,All,Full-time,Total,Total,16415
The University of Lancaster,England,All,Part-time,Total,Total,1355
LCCM AU UK Limited,England,All,All,Domicile,Total Non-UK,5
LCCM AU UK Limited,England,All,All,Total,Total,30
LCCM AU UK Limited,England,All,Full-time,Total,Total,30
LCCM AU UK Limited,England,All,Part-time,Total,Total,0
Leeds Arts University,England,All,All,Domicile,Total Non-UK,215
Leeds Arts University,England,All,All,Total,Total,2340
Leeds Arts University,England,All,Full-time,Total,Total,2270
Leeds Arts University,England,All,Part-time,Total,Total,70
Leeds Beckett University,England,All,All,Domicile,Total Non-UK,3270
Leeds Beckett University,England,All,All,Total,Total,23365
Leeds Beckett University,England,All,Full-time,Total,Total,19830
Leeds Beckett University,England,All,Part-time,Total,Total,3535
Le Cordon Bleu Limited,England,All,All,Domicile,Total Non-UK,385
Le Cordon Bleu Limited,England,All,All,Total,Total,555
Le Cordon Bleu Limited,England,All,Full-time,Total,Total,380
Le Cordon Bleu Limited,England,All,Part-time,Total,Total,175
Leeds Conservatoire,England,All,All,Domicile,Total Non-UK,130
Leeds Conservatoire,England,All,All,Total,Total,1540
Leeds Conservatoire,England,All,Full-time,Total,Total,1540
The University of Leeds,England,All,All,Domicile,Total Non-UK,11125
The University of Leeds,England,All,All,Total,Total,37190
