HE provider,Country of HE provider,Level of study,Mode of study,Category marker,Category,Number
the university of bath,england,All undergraduate,all,domicile,total non-uk,815
the university of bath,england,all,full-time,total,total,8485
the university of bath,england,all,part-time,total,total,5275
the university of bath,england,all,all,domicile,total uk,11200
the university of bath,england,all,all,domicile,total non-uk,2555
birkbeck college,england,all,all,total,total,22130
birkbeck college,england,All postgraduate,all,total,total,4195
birkbeck college,england,All postgraduate,full-time,total,total,860
birkbeck college,england,All postgraduate,part-time,total,total,3335
birkbeck college,england,All postgraduate,all,domicile,total uk,3735
birkbeck college,england,All postgraduate,all,domicile,total non-uk,460
birkbeck college,england,All undergraduate,all,total,total,17935
birkbeck college,england,All undergraduate,full-time,total,total,15
birkbeck college,england,All undergraduate,part-time,total,total,17920
birkbeck college,england,All undergraduate,all,domicile,total uk,17910
birkbeck college,england,All undergraduate,all,domicile,total non-uk,25
birkbeck college,england,all,full-time,total,total,875
birkbeck college,england,all,part-time,total,total,21255
birkbeck college,england,all,all,domicile,total uk,21645
birkbeck college,england,all,all,domicile,total non-uk,485
"birmingham college of food, tourism and creative studies",england,all,all,total,total,3145
"birmingham college of food, tourism and creative studies",england,All postgraduate,all,total,total,190
"birmingham college of food, tourism and creative studies",england,All postgraduate,full-time,total,total,90
"birmingham college of food, tourism and creative studies",england,All postgraduate,part-time,total,total,95
"birmingham college of food, tourism and creative studies",england,All postgraduate,all,domicile,total uk,45
"birmingham college of food, tourism and creative studies",england,All postgraduate,all,domicile,total non-uk,145
"birmingham college of food, tourism and creative studies",england,All undergraduate,all,total,total,2955
"birmingham college of food, tourism and creative studies",england,All undergraduate,full-time,total,total,2505
"birmingham college of food, tourism and creative studies",england,All undergraduate,part-time,total,total,450
"birmingham college of food, tourism and creative studies",england,All undergraduate,all,domicile,total uk,2450
"birmingham college of food, tourism and creative studies",england,All undergraduate,all,domicile,total non-uk,505
"birmingham college of food, tourism and creative studies",england,all,full-time,total,total,2595
"birmingham college of food, tourism and creative studies",england,all,part-time,total,total,545
"birmingham college of food, tourism and creative studies",england,all,all,domicile,total uk,2495
"birmingham college of food, tourism and creative studies",england,all,all,domicile,total non-uk,650
the university of birmingham,england,all,all,total,total,31550
the university of birmingham,england,All postgraduate,all,total,total,11300
the university of birmingham,england,All postgraduate,full-time,total,total,5140
the university of birmingham,england,All postgraduate,part-time,total,total,6160
the university of birmingham,england,All postgraduate,all,domicile,total uk,7245
the university of birmingham,england,All postgraduate,all,domicile,total non-uk,4050
the university of birmingham,england,All undergraduate,all,total,total,20255
the university of birmingham,england,All undergraduate,full-time,total,total,15975
the university of birmingham,england,All undergraduate,part-time,total,total,4280
the university of birmingham,england,All undergraduate,all,domicile,total uk,18545
the university of birmingham,england,All undergraduate,all,domicile,total non-uk,1705
the university of birmingham,england,all,full-time,total,total,21115
the university of birmingham,england,all,part-time,total,total,10440
the university of birmingham,england,all,all,domicile,total uk,25790
the university of birmingham,england,all,all,domicile,total non-uk,5755
bishop grosseteste college,england,all,all,total,total,1215
bishop grosseteste college,england,All postgraduate,all,total,total,320
bishop grosseteste college,england,All postgraduate,full-time,total,total,75
bishop grosseteste college,england,All postgraduate,part-time,total,total,245
bishop grosseteste college,england,All postgraduate,all,domicile,total uk,320
bishop grosseteste college,england,All postgraduate,all,domicile,total non-uk,0
bishop grosseteste college,england,All undergraduate,all,total,total,895
bishop grosseteste college,england,All undergraduate,full-time,total,total,895
bishop grosseteste college,england,All undergraduate,part-time,total,total,0
bishop grosseteste college,england,All undergraduate,all,domicile,total uk,895
bishop grosseteste college,england,All undergraduate,all,domicile,total non-uk,0
bishop grosseteste college,england,all,full-time,total,total,970
bishop grosseteste college,england,all,part-time,total,total,245
bishop grosseteste college,england,all,all,domicile,total uk,1215
bishop grosseteste college,england,all,all,domicile,total non-uk,0
bolton institute of higher education,england,all,all,total,total,7155
bolton institute of higher education,england,All postgraduate,all,total,total,1340
bolton institute of higher education,england,All postgraduate,full-time,total,total,500
bolton institute of higher education,england,All postgraduate,part-time,total,total,840
bolton institute of higher education,england,All postgraduate,all,domicile,total uk,1155
bolton institute of higher education,england,All postgraduate,all,domicile,total non-uk,185
bolton institute of higher education,england,All undergraduate,all,total,total,5820
bolton institute of higher education,england,All undergraduate,full-time,total,total,3190
bolton institute of higher education,england,All undergraduate,part-time,total,total,2630
bolton institute of higher education,england,All undergraduate,all,domicile,total uk,5265
bolton institute of higher education,england,All undergraduate,all,domicile,total non-uk,550
bolton institute of higher education,england,all,full-time,total,total,3690
bolton institute of higher education,england,all,part-time,total,total,3470
bolton institute of higher education,england,all,all,domicile,total uk,6420
bolton institute of higher education,england,all,all,domicile,total non-uk,735
the arts institute at bournemouth,england,all,all,total,total,1235
the arts institute at bournemouth,england,All postgraduate,all,total,total,0
the arts institute at bournemouth,england,All postgraduate,full-time,total,total,0
the arts institute at bournemouth,england,All postgraduate,part-time,total,total,0
the arts institute at bournemouth,england,All postgraduate,all,domicile,total uk,0
the arts institute at bournemouth,england,All postgraduate,all,domicile,total non-uk,0
the arts institute at bournemouth,england,All undergraduate,all,total,total,1235
the arts institute at bournemouth,england,All undergraduate,full-time,total,total,1080
the arts institute at bournemouth,england,All undergraduate,part-time,total,total,155
the arts institute at bournemouth,england,All undergraduate,all,domicile,total uk,1105
the arts institute at bournemouth,england,All undergraduate,all,domicile,total non-uk,130
the arts institute at bournemouth,england,all,full-time,total,total,1080
the arts institute at bournemouth,england,all,part-time,total,total,155
the arts institute at bournemouth,england,all,all,domicile,total uk,1105
the arts institute at bournemouth,england,all,all,domicile,total non-uk,130
bournemouth university,england,all,all,total,total,14915
bournemouth university,england,All postgraduate,all,total,total,2415
bournemouth university,england,All postgraduate,full-time,total,total,1285
bournemouth university,england,All postgraduate,part-time,total,total,1130
bournemouth university,england,All postgraduate,all,domicile,total uk,1465
bournemouth university,england,All postgraduate,all,domicile,total non-uk,950
bournemouth university,england,All undergraduate,all,total,total,12500
bournemouth university,england,All undergraduate,full-time,total,total,9045
bournemouth university,england,All undergraduate,part-time,total,total,3455
bournemouth university,england,All undergraduate,all,domicile,total uk,11900
bournemouth university,england,All undergraduate,all,domicile,total non-uk,600
bournemouth university,england,all,full-time,total,total,10330
bournemouth university,england,all,part-time,total,total,4585
bournemouth university,england,all,all,domicile,total uk,13365
bournemouth university,england,all,all,domicile,total non-uk,1550
the university of bradford,england,all,all,total,total,11950
the university of bradford,england,All postgraduate,all,total,total,3575
the university of bradford,england,All postgraduate,full-time,total,total,1020
the university of bradford,england,All postgraduate,part-time,total,total,2555
the university of bradford,england,All postgraduate,all,domicile,total uk,2005
the university of bradford,england,All postgraduate,all,domicile,total non-uk,1570
the university of bradford,england,All undergraduate,all,total,total,8380
the university of bradford,england,All undergraduate,full-time,total,total,6670
the university of bradford,england,All undergraduate,part-time,total,total,1705
the university of bradford,england,All undergraduate,all,domicile,total uk,7230
the university of bradford,england,All undergraduate,all,domicile,total non-uk,1150
the university of bradford,england,all,full-time,total,total,7690
the university of bradford,england,all,part-time,total,total,4260
the university of bradford,england,all,all,domicile,total uk,9235
the university of bradford,england,all,all,domicile,total non-uk,2720
the university of brighton,england,all,all,total,total,18810
the university of brighton,england,All postgraduate,all,total,total,3640
the university of brighton,england,All postgraduate,full-time,total,total,1170
the university of brighton,england,All postgraduate,part-time,total,total,2475
the university of brighton,england,All postgraduate,all,domicile,total uk,2950
the university of brighton,england,All postgraduate,all,domicile,total non-uk,695
the university of brighton,england,All undergraduate,all,total,total,15165
the university of brighton,england,All undergraduate,full-time,total,total,10705
the university of brighton,england,All undergraduate,part-time,total,total,4460
the university of brighton,england,All undergraduate,all,domicile,total uk,13510
the university of brighton,england,All undergraduate,all,domicile,total non-uk,1660
the university of brighton,england,all,full-time,total,total,11875
the university of brighton,england,all,part-time,total,total,6935
the university of brighton,england,all,all,domicile,total uk,16460
the university of brighton,england,all,all,domicile,total non-uk,2355
the university of bristol,england,all,all,total,total,22190
the university of bristol,england,All postgraduate,all,total,total,7715
the university of bristol,england,All postgraduate,full-time,total,total,2615
the university of bristol,england,All postgraduate,part-time,total,total,5100
the university of bristol,england,All postgraduate,all,domicile,total uk,5600
the university of bristol,england,All postgraduate,all,domicile,total non-uk,2120
the university of bristol,england,All undergraduate,all,total,total,14475
the university of bristol,england,All undergraduate,full-time,total,total,10575
the university of bristol,england,All undergraduate,part-time,total,total,3895
the university of bristol,england,All undergraduate,all,domicile,total uk,13425
the university of bristol,england,All undergraduate,all,domicile,total non-uk,1045
the university of bristol,england,all,full-time,total,total,13190
the university of bristol,england,all,part-time,total,total,8995
the university of bristol,england,all,all,domicile,total uk,19025
the university of bristol,england,all,all,domicile,total non-uk,3165
brunel university,england,all,all,total,total,15135
brunel university,england,All postgraduate,all,total,total,4370
brunel university,england,All postgraduate,full-time,total,total,1625
brunel university,england,All postgraduate,part-time,total,total,2750
brunel university,england,All postgraduate,all,domicile,total uk,3065
brunel university,england,All postgraduate,all,domicile,total non-uk,1310
brunel university,england,All undergraduate,all,total,total,10760
brunel university,england,All undergraduate,full-time,total,total,9715
brunel university,england,All undergraduate,part-time,total,total,1050
brunel university,england,All undergraduate,all,domicile,total uk,10000
brunel university,england,All undergraduate,all,domicile,total non-uk,765
brunel university,england,all,full-time,total,total,11340
brunel university,england,all,part-time,total,total,3800
brunel university,england,all,all,domicile,total uk,13065
brunel university,england,all,all,domicile,total non-uk,2075
buckinghamshire chilterns university college,england,all,all,total,total,9765
buckinghamshire chilterns university college,england,All postgraduate,all,total,total,605
buckinghamshire chilterns university college,england,All postgraduate,full-time,total,total,140
buckinghamshire chilterns university college,england,All postgraduate,part-time,total,total,465
buckinghamshire chilterns university college,england,All postgraduate,all,domicile,total uk,500
buckinghamshire chilterns university college,england,All postgraduate,all,domicile,total non-uk,105
buckinghamshire chilterns university college,england,All undergraduate,all,total,total,9160
buckinghamshire chilterns university college,england,All undergraduate,full-time,total,total,6020
buckinghamshire chilterns university college,england,All undergraduate,part-time,total,total,3140
buckinghamshire chilterns university college,england,All undergraduate,all,domicile,total uk,8285
buckinghamshire chilterns university college,england,All undergraduate,all,domicile,total non-uk,880
buckinghamshire chilterns university college,england,all,full-time,total,total,6160
buckinghamshire chilterns university college,england,all,part-time,total,total,3605
buckinghamshire chilterns university college,england,all,all,domicile,total uk,8785
buckinghamshire chilterns university college,england,all,all,domicile,total non-uk,985
the university of cambridge,england,all,all,total,total,25435
the university of cambridge,england,All postgraduate,all,total,total,8885
the university of cambridge,england,All postgraduate,full-time,total,total,5210
the university of cambridge,england,All postgraduate,part-time,total,total,3675
the university of cambridge,england,All postgraduate,all,domicile,total uk,4980
the university of cambridge,england,All postgraduate,all,domicile,total non-uk,3905
the university of cambridge,england,All undergraduate,all,total,total,16550
the university of cambridge,england,All undergraduate,full-time,total,total,11955
the university of cambridge,england,All undergraduate,part-time,total,total,4595
the university of cambridge,england,All undergraduate,all,domicile,total uk,15090
the university of cambridge,england,All undergraduate,all,domicile,total non-uk,1460
the university of cambridge,england,all,full-time,total,total,17165
the university of cambridge,england,all,part-time,total,total,8270
the university of cambridge,england,all,all,domicile,total uk,20070
the university of cambridge,england,all,all,domicile,total non-uk,5365
the institute of cancer research,england,all,all,total,total,145
the institute of cancer research,england,All postgraduate,all,total,total,145
the institute of cancer research,england,All postgraduate,full-time,total,total,80
the institute of cancer research,england,All postgraduate,part-time,total,total,65
the institute of cancer research,england,All postgraduate,all,domicile,total uk,100
the institute of cancer research,england,All postgraduate,all,domicile,total non-uk,45
the institute of cancer research,england,All undergraduate,all,total,total,0
the institute of cancer research,england,All undergraduate,full-time,total,total,0
the institute of cancer research,england,All undergraduate,part-time,total,total,0
the institute of cancer research,england,All undergraduate,all,domicile,total uk,0
the institute of cancer research,england,All undergraduate,all,domicile,total non-uk,0
the institute of cancer research,england,all,full-time,total,total,80
the institute of cancer research,england,all,part-time,total,total,65
the institute of cancer research,england,all,all,domicile,total uk,100
the institute of cancer research,england,all,all,domicile,total non-uk,45
canterbury christ church university college,england,all,all,total,total,13725
canterbury christ church university college,england,All postgraduate,all,total,total,3845
canterbury christ church university college,england,All postgraduate,full-time,total,total,870
canterbury christ church university college,england,All postgraduate,part-time,total,total,2980
canterbury christ church university college,england,All postgraduate,all,domicile,total uk,3680
canterbury christ church university college,england,All postgraduate,all,domicile,total non-uk,165
canterbury christ church university college,england,All undergraduate,all,total,total,9880
canterbury christ church university college,england,All undergraduate,full-time,total,total,5755
canterbury christ church university college,england,All undergraduate,part-time,total,total,4125
canterbury christ church university college,england,All undergraduate,all,domicile,total uk,9565
canterbury christ church university college,england,All undergraduate,all,domicile,total non-uk,320
canterbury christ church university college,england,all,full-time,total,total,6625
canterbury christ church university college,england,all,part-time,total,total,7105
canterbury christ church university college,england,all,all,domicile,total uk,13245
canterbury christ church university college,england,all,all,domicile,total non-uk,485
university of central england in birmingham,england,all,all,total,total,22530
university of central england in birmingham,england,All postgraduate,all,total,total,3955
university of central england in birmingham,england,All postgraduate,full-time,total,total,1540
university of central england in birmingham,england,All postgraduate,part-time,total,total,2415
university of central england in birmingham,england,All postgraduate,all,domicile,total uk,3230
university of central england in birmingham,england,All postgraduate,all,domicile,total non-uk,720
university of central england in birmingham,england,All undergraduate,all,total,total,18575
university of central england in birmingham,england,All undergraduate,full-time,total,total,11915
university of central england in birmingham,england,All undergraduate,part-time,total,total,6660
university of central england in birmingham,england,All undergraduate,all,domicile,total uk,17575
university of central england in birmingham,england,All undergraduate,all,domicile,total non-uk,1000
university of central england in birmingham,england,all,full-time,total,total,13455
university of central england in birmingham,england,all,part-time,total,total,9075
university of central england in birmingham,england,all,all,domicile,total uk,20805
university of central england in birmingham,england,all,all,domicile,total non-uk,1720
the university of central lancashire,england,all,all,total,total,28205
the university of central lancashire,england,All postgraduate,all,total,total,2705
the university of central lancashire,england,All postgraduate,full-time,total,total,680
the university of central lancashire,england,All postgraduate,part-time,total,total,2025
the university of central lancashire,england,All postgraduate,all,domicile,total uk,2435
the university of central lancashire,england,All postgraduate,all,domicile,total non-uk,270
the university of central lancashire,england,All undergraduate,all,total,total,25500
the university of central lancashire,england,All undergraduate,full-time,total,total,15490
the university of central lancashire,england,All undergraduate,part-time,total,total,10010
the university of central lancashire,england,All undergraduate,all,domicile,total uk,22565
the university of central lancashire,england,All undergraduate,all,domicile,total non-uk,2930
the university of central lancashire,england,all,full-time,total,total,16170
the university of central lancashire,england,all,part-time,total,total,12035
the university of central lancashire,england,all,all,domicile,total uk,25000
the university of central lancashire,england,all,all,domicile,total non-uk,3200
central school of speech and drama,england,all,all,total,total,815
central school of speech and drama,england,All postgraduate,all,total,total,385
central school of speech and drama,england,All postgraduate,full-time,total,total,330
central school of speech and drama,england,All postgraduate,part-time,total,total,55
central school of speech and drama,england,All postgraduate,all,domicile,total uk,310
central school of speech and drama,england,All postgraduate,all,domicile,total non-uk,75
central school of speech and drama,england,All undergraduate,all,total,total,430
central school of speech and drama,england,All undergraduate,full-time,total,total,430
central school of speech and drama,england,All undergraduate,part-time,total,total,0
central school of speech and drama,england,All undergraduate,all,domicile,total uk,385
central school of speech and drama,england,All undergraduate,all,domicile,total non-uk,50
central school of speech and drama,england,all,full-time,total,total,760
central school of speech and drama,england,all,part-time,total,total,55
central school of speech and drama,england,all,all,domicile,total uk,695
central school of speech and drama,england,all,all,domicile,total non-uk,125
chester college of he,england,all,all,total,total,9690
chester college of he,england,All postgraduate,all,total,total,1150
chester college of he,england,All postgraduate,full-time,total,total,240
chester college of he,england,All postgraduate,part-time,total,total,910
chester college of he,england,All postgraduate,all,domicile,total uk,1040
chester college of he,england,All postgraduate,all,domicile,total non-uk,105
chester college of he,england,All undergraduate,all,total,total,8540
chester college of he,england,All undergraduate,full-time,total,total,6130
chester college of he,england,All undergraduate,part-time,total,total,2410
chester college of he,england,All undergraduate,all,domicile,total uk,8425
chester college of he,england,All undergraduate,all,domicile,total non-uk,115
chester college of he,england,all,full-time,total,total,6370
chester college of he,england,all,part-time,total,total,3320
chester college of he,england,all,all,domicile,total uk,9465
chester college of he,england,all,all,domicile,total non-uk,220
university college chichester,england,all,all,total,total,4975
university college chichester,england,All postgraduate,all,total,total,1800
university college chichester,england,All postgraduate,full-time,total,total,240
university college chichester,england,All postgraduate,part-time,total,total,1560
university college chichester,england,All postgraduate,all,domicile,total uk,1785
university college chichester,england,All postgraduate,all,domicile,total non-uk,10
university college chichester,england,All undergraduate,all,total,total,3175
university college chichester,england,All undergraduate,full-time,total,total,2435
university college chichester,england,All undergraduate,part-time,total,total,735
university college chichester,england,All undergraduate,all,domicile,total uk,3060
university college chichester,england,All undergraduate,all,domicile,total non-uk,110
university college chichester,england,all,full-time,total,total,2675
university college chichester,england,all,part-time,total,total,2295
university college chichester,england,all,all,domicile,total uk,4845
university college chichester,england,all,all,domicile,total non-uk,120
city university,england,all,all,total,total,21425
city university,england,All postgraduate,all,total,total,8270
city university,england,All postgraduate,full-time,total,total,3045
city university,england,All postgraduate,part-time,total,total,5225
city university,england,All postgraduate,all,domicile,total uk,5625
city university,england,All postgraduate,all,domicile,total non-uk,2645
city university,england,All undergraduate,all,total,total,13155
city university,england,All undergraduate,full-time,total,total,6200
city university,england,All undergraduate,part-time,total,total,6955
city university,england,All undergraduate,all,domicile,total uk,11360
city university,england,All undergraduate,all,domicile,total non-uk,1795
city university,england,all,full-time,total,total,9245
city university,england,all,part-time,total,total,12180
city university,england,all,all,domicile,total uk,16985
city university,england,all,all,domicile,total non-uk,4440
conservatoire for dance and drama,england,all,all,total,total,345
conservatoire for dance and drama,england,All postgraduate,all,total,total,35
conservatoire for dance and drama,england,All postgraduate,full-time,total,total,30
conservatoire for dance and drama,england,All postgraduate,part-time,total,total,5
conservatoire for dance and drama,england,All postgraduate,all,domicile,total uk,20
conservatoire for dance and drama,england,All postgraduate,all,domicile,total non-uk,10
conservatoire for dance and drama,england,All undergraduate,all,total,total,315
conservatoire for dance and drama,england,All undergraduate,full-time,total,total,305
conservatoire for dance and drama,england,All undergraduate,part-time,total,total,10
conservatoire for dance and drama,england,All undergraduate,all,domicile,total uk,235
conservatoire for dance and drama,england,All undergraduate,all,domicile,total non-uk,80
conservatoire for dance and drama,england,all,full-time,total,total,335
conservatoire for dance and drama,england,all,part-time,total,total,15
conservatoire for dance and drama,england,all,all,domicile,total uk,255
conservatoire for dance and drama,england,all,all,domicile,total non-uk,90
coventry university,england,all,all,total,total,18360
coventry university,england,All postgraduate,all,total,total,2835
coventry university,england,All postgraduate,full-time,total,total,1235
coventry university,england,All postgraduate,part-time,total,total,1600
coventry university,england,All postgraduate,all,domicile,total uk,1760
coventry university,england,All postgraduate,all,domicile,total non-uk,1075
coventry university,england,All undergraduate,all,total,total,15525
coventry university,england,All undergraduate,full-time,total,total,10920
coventry university,england,All undergraduate,part-time,total,total,4605
coventry university,england,All undergraduate,all,domicile,total uk,13820
coventry university,england,All undergraduate,all,domicile,total non-uk,1705
coventry university,england,all,full-time,total,total,12155
coventry university,england,all,part-time,total,total,6205
coventry university,england,all,all,domicile,total uk,15580
coventry university,england,all,all,domicile,total non-uk,2780
courtauld institute of art,england,all,all,total,total,380
courtauld institute of art,england,All postgraduate,all,total,total,265
courtauld institute of art,england,All postgraduate,full-time,total,total,210
courtauld institute of art,england,All postgraduate,part-time,total,total,55
courtauld institute of art,england,All postgraduate,all,domicile,total uk,160
courtauld institute of art,england,All postgraduate,all,domicile,total non-uk,105
courtauld institute of art,england,All undergraduate,all,total,total,115
courtauld institute of art,england,All undergraduate,full-time,total,total,115
courtauld institute of art,england,All undergraduate,part-time,total,total,0
courtauld institute of art,england,All undergraduate,all,domicile,total uk,100
courtauld institute of art,england,All undergraduate,all,domicile,total non-uk,15
courtauld institute of art,england,all,full-time,total,total,325
courtauld institute of art,england,all,part-time,total,total,55
courtauld institute of art,england,all,all,domicile,total uk,260
courtauld institute of art,england,all,all,domicile,total non-uk,120
cranfield university,england,all,all,total,total,4790
cranfield university,england,All postgraduate,all,total,total,4280
cranfield university,england,All postgraduate,full-time,total,total,2800
cranfield university,england,All postgraduate,part-time,total,total,1480
cranfield university,england,All postgraduate,all,domicile,total uk,2745
cranfield university,england,All postgraduate,all,domicile,total non-uk,1530
cranfield university,england,All undergraduate,all,total,total,515
cranfield university,england,All undergraduate,full-time,total,total,515
cranfield university,england,All undergraduate,part-time,total,total,0
cranfield university,england,All undergraduate,all,domicile,total uk,475
cranfield university,england,All undergraduate,all,domicile,total non-uk,40
cranfield university,england,all,full-time,total,total,3315
cranfield university,england,all,part-time,total,total,1480
cranfield university,england,all,all,domicile,total uk,3220
cranfield university,england,all,all,domicile,total non-uk,1570
cumbria institute of the arts,england,all,all,total,total,980
cumbria institute of the arts,england,All postgraduate,all,total,total,20
cumbria institute of the arts,england,All postgraduate,full-time,total,total,0
cumbria institute of the arts,england,All postgraduate,part-time,total,total,20
cumbria institute of the arts,england,All postgraduate,all,domicile,total uk,20
cumbria institute of the arts,england,All postgraduate,all,domicile,total non-uk,0
cumbria institute of the arts,england,All undergraduate,all,total,total,960
cumbria institute of the arts,england,All undergraduate,full-time,total,total,945
cumbria institute of the arts,england,All undergraduate,part-time,total,total,20
cumbria institute of the arts,england,All undergraduate,all,domicile,total uk,855
cumbria institute of the arts,england,All undergraduate,all,domicile,total non-uk,105
cumbria institute of the arts,england,all,full-time,total,total,945
cumbria institute of the arts,england,all,part-time,total,total,40
cumbria institute of the arts,england,all,all,domicile,total uk,875
cumbria institute of the arts,england,all,all,domicile,total non-uk,105
dartington college of arts,england,all,all,total,total,460
dartington college of arts,england,All postgraduate,all,total,total,70
dartington college of arts,england,All postgraduate,full-time,total,total,10
dartington college of arts,england,All postgraduate,part-time,total,total,60
dartington college of arts,england,All postgraduate,all,domicile,total uk,60
dartington college of arts,england,All postgraduate,all,domicile,total non-uk,10
dartington college of arts,england,All undergraduate,all,total,total,390
dartington college of arts,england,All undergraduate,full-time,total,total,390
dartington college of arts,england,All undergraduate,part-time,total,total,0
dartington college of arts,england,All undergraduate,all,domicile,total uk,370
dartington college of arts,england,All undergraduate,all,domicile,total non-uk,25
dartington college of arts,england,all,full-time,total,total,400
dartington college of arts,england,all,part-time,total,total,60
dartington college of arts,england,all,all,domicile,total uk,430
dartington college of arts,england,all,all,domicile,total non-uk,35
de montfort university,england,all,all,total,total,22105
de montfort university,england,All postgraduate,all,total,total,3915
de montfort university,england,All postgraduate,full-time,total,total,1205
de montfort university,england,All postgraduate,part-time,total,total,2710
de montfort university,england,All postgraduate,all,domicile,total uk,3210
de montfort university,england,All postgraduate,all,domicile,total non-uk,705
de montfort university,england,All undergraduate,all,total,total,18190
de montfort university,england,All undergraduate,full-time,total,total,13910
de montfort university,england,All undergraduate,part-time,total,total,4280
de montfort university,england,All undergraduate,all,domicile,total uk,17325
de montfort university,england,All undergraduate,all,domicile,total non-uk,860
de montfort university,england,all,full-time,total,total,15115
de montfort university,england,all,part-time,total,total,6990
de montfort university,england,all,all,domicile,total uk,20535
de montfort university,england,all,all,domicile,total non-uk,1565
university of derby,england,all,all,total,total,13170
university of derby,england,All postgraduate,all,total,total,2305
university of derby,england,All postgraduate,full-time,total,total,490
university of derby,england,All postgraduate,part-time,total,total,1820
university of derby,england,All postgraduate,all,domicile,total uk,1900
university of derby,england,All postgraduate,all,domicile,total non-uk,405
university of derby,england,All undergraduate,all,total,total,10865
university of derby,england,All undergraduate,full-time,total,total,8360
university of derby,england,All undergraduate,part-time,total,total,2505
university of derby,england,All undergraduate,all,domicile,total uk,10450
university of derby,england,All undergraduate,all,domicile,total non-uk,415
