HE provider,Country of HE provider,Level of study,Mode of study,Category marker,Category,Number
bath spa university,all,All undergraduate,all,total,total,5365
bath spa university,all,all,all,total,total,7865
bath spa university,all,all,full-time,total,total,5930
bath spa university,all,all,part-time,total,total,1935
bath spa university,all,all,all,domicile,total uk,7600
bath spa university,all,all,all,domicile,total non-uk,265
the university of bath,all,All postgraduate,full-time,total,total,2185
the university of bath,all,All postgraduate,part-time,total,total,2295
the university of bath,all,All postgraduate,all,domicile,total uk,2210
the university of bath,all,All postgraduate,all,domicile,total non-uk,2270
the university of bath,all,All postgraduate,all,total,total,4480
the university of bath,all,All undergraduate,full-time,total,total,10215
the university of bath,all,All undergraduate,part-time,total,total,370
the university of bath,all,All undergraduate,all,domicile,total uk,8265
the university of bath,all,All undergraduate,all,domicile,total non-uk,2315
the university of bath,all,All undergraduate,all,total,total,10580
the university of bath,all,all,all,total,total,15060
the university of bath,all,all,full-time,total,total,12400
the university of bath,all,all,part-time,total,total,2665
the university of bath,all,all,all,domicile,total uk,10475
the university of bath,all,all,all,domicile,total non-uk,4585
university of bedfordshire,all,All postgraduate,full-time,total,total,3465
university of bedfordshire,all,All postgraduate,part-time,total,total,2665
university of bedfordshire,all,All postgraduate,all,domicile,total uk,2620
university of bedfordshire,all,All postgraduate,all,domicile,total non-uk,3510
university of bedfordshire,all,All postgraduate,all,total,total,6130
university of bedfordshire,all,All undergraduate,full-time,total,total,11575
university of bedfordshire,all,All undergraduate,part-time,total,total,2615
university of bedfordshire,all,All undergraduate,all,domicile,total uk,12370
university of bedfordshire,all,All undergraduate,all,domicile,total non-uk,1815
university of bedfordshire,all,All undergraduate,all,total,total,14185
university of bedfordshire,all,all,all,total,total,20320
university of bedfordshire,all,all,full-time,total,total,15040
university of bedfordshire,all,all,part-time,total,total,5280
university of bedfordshire,all,all,all,domicile,total uk,14990
university of bedfordshire,all,all,all,domicile,total non-uk,5325
birkbeck college,all,All postgraduate,full-time,total,total,1120
birkbeck college,all,All postgraduate,part-time,total,total,3855
birkbeck college,all,All postgraduate,all,domicile,total uk,4165
birkbeck college,all,All postgraduate,all,domicile,total non-uk,810
birkbeck college,all,All postgraduate,all,total,total,4975
birkbeck college,all,All undergraduate,full-time,total,total,855
birkbeck college,all,All undergraduate,part-time,total,total,10635
birkbeck college,all,All undergraduate,all,domicile,total uk,10785
birkbeck college,all,All undergraduate,all,domicile,total non-uk,700
birkbeck college,all,All undergraduate,all,total,total,11485
birkbeck college,all,all,all,total,total,16460
birkbeck college,all,all,full-time,total,total,1975
birkbeck college,all,all,part-time,total,total,14490
birkbeck college,all,all,all,domicile,total uk,14950
birkbeck college,all,all,all,domicile,total non-uk,1510
birmingham city university,all,All postgraduate,full-time,total,total,1815
birmingham city university,all,All postgraduate,part-time,total,total,1755
birmingham city university,all,All postgraduate,all,domicile,total uk,2395
birmingham city university,all,All postgraduate,all,domicile,total non-uk,1175
birmingham city university,all,All postgraduate,all,total,total,3570
birmingham city university,all,All undergraduate,full-time,total,total,15275
birmingham city university,all,All undergraduate,part-time,total,total,3240
birmingham city university,all,All undergraduate,all,domicile,total uk,17225
birmingham city university,all,All undergraduate,all,domicile,total non-uk,1290
birmingham city university,all,All undergraduate,all,total,total,18515
birmingham city university,all,all,all,total,total,22085
birmingham city university,all,all,full-time,total,total,17090
birmingham city university,all,all,part-time,total,total,4995
birmingham city university,all,all,all,domicile,total uk,19620
birmingham city university,all,all,all,domicile,total non-uk,2465
the university of birmingham,all,All postgraduate,full-time,total,total,7360
the university of birmingham,all,All postgraduate,part-time,total,total,4555
the university of birmingham,all,All postgraduate,all,domicile,total uk,7055
the university of birmingham,all,All postgraduate,all,domicile,total non-uk,4860
the university of birmingham,all,All postgraduate,all,total,total,11915
the university of birmingham,all,All undergraduate,full-time,total,total,17530
the university of birmingham,all,All undergraduate,part-time,total,total,1250
the university of birmingham,all,All undergraduate,all,domicile,total uk,16740
the university of birmingham,all,All undergraduate,all,domicile,total non-uk,2045
the university of birmingham,all,All undergraduate,all,total,total,18785
the university of birmingham,all,all,all,total,total,30700
the university of birmingham,all,all,full-time,total,total,24890
the university of birmingham,all,all,part-time,total,total,5805
the university of birmingham,all,all,all,domicile,total uk,23795
the university of birmingham,all,all,all,domicile,total non-uk,6905
university college birmingham,all,All postgraduate,full-time,total,total,485
university college birmingham,all,All postgraduate,part-time,total,total,75
university college birmingham,all,All postgraduate,all,domicile,total uk,130
university college birmingham,all,All postgraduate,all,domicile,total non-uk,425
university college birmingham,all,All postgraduate,all,total,total,555
university college birmingham,all,All undergraduate,full-time,total,total,3315
university college birmingham,all,All undergraduate,part-time,total,total,1090
university college birmingham,all,All undergraduate,all,domicile,total uk,3395
university college birmingham,all,All undergraduate,all,domicile,total non-uk,1010
university college birmingham,all,All undergraduate,all,total,total,4405
university college birmingham,all,all,all,total,total,4960
university college birmingham,all,all,full-time,total,total,3800
university college birmingham,all,all,part-time,total,total,1165
university college birmingham,all,all,all,domicile,total uk,3525
university college birmingham,all,all,all,domicile,total non-uk,1435
bishop grosseteste university,all,All postgraduate,full-time,total,total,305
bishop grosseteste university,all,All postgraduate,part-time,total,total,375
bishop grosseteste university,all,All postgraduate,all,domicile,total uk,685
bishop grosseteste university,all,All postgraduate,all,domicile,total non-uk,0
bishop grosseteste university,all,All postgraduate,all,total,total,685
bishop grosseteste university,all,All undergraduate,full-time,total,total,1715
bishop grosseteste university,all,All undergraduate,part-time,total,total,20
bishop grosseteste university,all,All undergraduate,all,domicile,total uk,1735
bishop grosseteste university,all,All undergraduate,all,domicile,total non-uk,0
bishop grosseteste university,all,All undergraduate,all,total,total,1735
bishop grosseteste university,all,all,all,total,total,2420
bishop grosseteste university,all,all,full-time,total,total,2020
bishop grosseteste university,all,all,part-time,total,total,395
bishop grosseteste university,all,all,all,domicile,total uk,2420
bishop grosseteste university,all,all,all,domicile,total non-uk,0
the university of bolton,all,All postgraduate,full-time,total,total,455
the university of bolton,all,All postgraduate,part-time,total,total,715
the university of bolton,all,All postgraduate,all,domicile,total uk,985
the university of bolton,all,All postgraduate,all,domicile,total non-uk,185
the university of bolton,all,All postgraduate,all,total,total,1170
the university of bolton,all,All undergraduate,full-time,total,total,4205
the university of bolton,all,All undergraduate,part-time,total,total,1920
the university of bolton,all,All undergraduate,all,domicile,total uk,5730
the university of bolton,all,All undergraduate,all,domicile,total non-uk,395
the university of bolton,all,All undergraduate,all,total,total,6125
the university of bolton,all,all,all,total,total,7295
the university of bolton,all,all,full-time,total,total,4660
the university of bolton,all,all,part-time,total,total,2635
the university of bolton,all,all,all,domicile,total uk,6715
the university of bolton,all,all,all,domicile,total non-uk,580
the arts university bournemouth,all,All postgraduate,full-time,total,total,45
the arts university bournemouth,all,All postgraduate,part-time,total,total,30
the arts university bournemouth,all,All postgraduate,all,domicile,total uk,55
the arts university bournemouth,all,All postgraduate,all,domicile,total non-uk,15
the arts university bournemouth,all,All postgraduate,all,total,total,70
the arts university bournemouth,all,All undergraduate,full-time,total,total,2750
the arts university bournemouth,all,All undergraduate,part-time,total,total,40
the arts university bournemouth,all,All undergraduate,all,domicile,total uk,2450
the arts university bournemouth,all,All undergraduate,all,domicile,total non-uk,345
the arts university bournemouth,all,All undergraduate,all,total,total,2795
the arts university bournemouth,all,all,all,total,total,2865
the arts university bournemouth,all,all,full-time,total,total,2795
the arts university bournemouth,all,all,part-time,total,total,70
the arts university bournemouth,all,all,all,domicile,total uk,2505
the arts university bournemouth,all,all,all,domicile,total non-uk,360
bournemouth university,all,All postgraduate,full-time,total,total,1625
bournemouth university,all,All postgraduate,part-time,total,total,1340
bournemouth university,all,All postgraduate,all,domicile,total uk,1560
bournemouth university,all,All postgraduate,all,domicile,total non-uk,1405
bournemouth university,all,All postgraduate,all,total,total,2965
bournemouth university,all,All undergraduate,full-time,total,total,12220
bournemouth university,all,All undergraduate,part-time,total,total,2785
bournemouth university,all,All undergraduate,all,domicile,total uk,13875
bournemouth university,all,All undergraduate,all,domicile,total non-uk,1130
bournemouth university,all,All undergraduate,all,total,total,15005
bournemouth university,all,all,all,total,total,17970
bournemouth university,all,all,full-time,total,total,13845
bournemouth university,all,all,part-time,total,total,4125
bournemouth university,all,all,all,domicile,total uk,15435
bournemouth university,all,all,all,domicile,total non-uk,2535
the university of bradford,all,All postgraduate,full-time,total,total,1040
the university of bradford,all,All postgraduate,part-time,total,total,1735
the university of bradford,all,All postgraduate,all,domicile,total uk,1985
the university of bradford,all,All postgraduate,all,domicile,total non-uk,790
the university of bradford,all,All postgraduate,all,total,total,2775
the university of bradford,all,All undergraduate,full-time,total,total,9160
the university of bradford,all,All undergraduate,part-time,total,total,1260
the university of bradford,all,All undergraduate,all,domicile,total uk,8865
the university of bradford,all,All undergraduate,all,domicile,total non-uk,1555
the university of bradford,all,All undergraduate,all,total,total,10420
the university of bradford,all,all,all,total,total,13195
the university of bradford,all,all,full-time,total,total,10200
the university of bradford,all,all,part-time,total,total,2995
the university of bradford,all,all,all,domicile,total uk,10850
the university of bradford,all,all,all,domicile,total non-uk,2345
the university of brighton,all,All postgraduate,full-time,total,total,1895
the university of brighton,all,All postgraduate,part-time,total,total,2265
the university of brighton,all,All postgraduate,all,domicile,total uk,3190
the university of brighton,all,All postgraduate,all,domicile,total non-uk,970
the university of brighton,all,All postgraduate,all,total,total,4160
the university of brighton,all,All undergraduate,full-time,total,total,14190
the university of brighton,all,All undergraduate,part-time,total,total,2965
the university of brighton,all,All undergraduate,all,domicile,total uk,15145
the university of brighton,all,All undergraduate,all,domicile,total non-uk,2010
the university of brighton,all,All undergraduate,all,total,total,17155
the university of brighton,all,all,all,total,total,21310
the university of brighton,all,all,full-time,total,total,16085
the university of brighton,all,all,part-time,total,total,5230
the university of brighton,all,all,all,domicile,total uk,18335
the university of brighton,all,all,all,domicile,total non-uk,2980
the university of bristol,all,All postgraduate,full-time,total,total,4055
the university of bristol,all,All postgraduate,part-time,total,total,1375
the university of bristol,all,All postgraduate,all,domicile,total uk,3095
the university of bristol,all,All postgraduate,all,domicile,total non-uk,2335
the university of bristol,all,All postgraduate,all,total,total,5430
the university of bristol,all,All undergraduate,full-time,total,total,13565
the university of bristol,all,All undergraduate,part-time,total,total,475
the university of bristol,all,All undergraduate,all,domicile,total uk,11940
the university of bristol,all,All undergraduate,all,domicile,total non-uk,2100
the university of bristol,all,All undergraduate,all,total,total,14040
the university of bristol,all,all,all,total,total,19470
the university of bristol,all,all,full-time,total,total,17620
the university of bristol,all,all,part-time,total,total,1850
the university of bristol,all,all,all,domicile,total uk,15035
the university of bristol,all,all,all,domicile,total non-uk,4435
brunel university,all,All postgraduate,full-time,total,total,3840
brunel university,all,All postgraduate,part-time,total,total,1435
brunel university,all,All postgraduate,all,domicile,total uk,2255
brunel university,all,All postgraduate,all,domicile,total non-uk,3020
brunel university,all,All postgraduate,all,total,total,5275
brunel university,all,All undergraduate,full-time,total,total,9675
brunel university,all,All undergraduate,part-time,total,total,365
brunel university,all,All undergraduate,all,domicile,total uk,8325
brunel university,all,All undergraduate,all,domicile,total non-uk,1710
brunel university,all,All undergraduate,all,total,total,10035
brunel university,all,all,all,total,total,15315
brunel university,all,all,full-time,total,total,13515
brunel university,all,all,part-time,total,total,1800
brunel university,all,all,all,domicile,total uk,10580
brunel university,all,all,all,domicile,total non-uk,4730
buckinghamshire new university,all,All postgraduate,full-time,total,total,290
buckinghamshire new university,all,All postgraduate,part-time,total,total,720
buckinghamshire new university,all,All postgraduate,all,domicile,total uk,840
buckinghamshire new university,all,All postgraduate,all,domicile,total non-uk,165
buckinghamshire new university,all,All postgraduate,all,total,total,1005
buckinghamshire new university,all,All undergraduate,full-time,total,total,5560
buckinghamshire new university,all,All undergraduate,part-time,total,total,2640
buckinghamshire new university,all,All undergraduate,all,domicile,total uk,7645
buckinghamshire new university,all,All undergraduate,all,domicile,total non-uk,555
buckinghamshire new university,all,All undergraduate,all,total,total,8200
buckinghamshire new university,all,all,all,total,total,9205
buckinghamshire new university,all,all,full-time,total,total,5850
buckinghamshire new university,all,all,part-time,total,total,3360
buckinghamshire new university,all,all,all,domicile,total uk,8485
buckinghamshire new university,all,all,all,domicile,total non-uk,720
the university of buckingham,all,All postgraduate,full-time,total,total,675
the university of buckingham,all,All postgraduate,part-time,total,total,55
the university of buckingham,all,All postgraduate,all,domicile,total uk,460
the university of buckingham,all,All postgraduate,all,domicile,total non-uk,270
the university of buckingham,all,All postgraduate,all,total,total,730
the university of buckingham,all,All undergraduate,full-time,total,total,1305
the university of buckingham,all,All undergraduate,part-time,total,total,55
the university of buckingham,all,All undergraduate,all,domicile,total uk,645
the university of buckingham,all,All undergraduate,all,domicile,total non-uk,715
the university of buckingham,all,All undergraduate,all,total,total,1360
the university of buckingham,all,all,all,total,total,2090
the university of buckingham,all,all,full-time,total,total,1980
the university of buckingham,all,all,part-time,total,total,110
the university of buckingham,all,all,all,domicile,total uk,1105
the university of buckingham,all,all,all,domicile,total non-uk,985
the university of cambridge,all,All postgraduate,full-time,total,total,6365
the university of cambridge,all,All postgraduate,part-time,total,total,880
the university of cambridge,all,All postgraduate,all,domicile,total uk,3235
the university of cambridge,all,All postgraduate,all,domicile,total non-uk,4010
the university of cambridge,all,All postgraduate,all,total,total,7245
the university of cambridge,all,All undergraduate,full-time,total,total,11900
the university of cambridge,all,All undergraduate,part-time,total,total,245
the university of cambridge,all,All undergraduate,all,domicile,total uk,9855
the university of cambridge,all,All undergraduate,all,domicile,total non-uk,2285
the university of cambridge,all,All undergraduate,all,total,total,12140
the university of cambridge,all,all,all,total,total,19385
the university of cambridge,all,all,full-time,total,total,18265
the university of cambridge,all,all,part-time,total,total,1125
the university of cambridge,all,all,all,domicile,total uk,13090
the university of cambridge,all,all,all,domicile,total non-uk,6295
the institute of cancer research,all,All postgraduate,full-time,total,total,85
the institute of cancer research,all,All postgraduate,part-time,total,total,215
the institute of cancer research,all,All postgraduate,all,domicile,total uk,275
the institute of cancer research,all,All postgraduate,all,domicile,total non-uk,25
the institute of cancer research,all,All postgraduate,all,total,total,300
the institute of cancer research,all,All undergraduate,full-time,total,total,0
the institute of cancer research,all,All undergraduate,part-time,total,total,0
the institute of cancer research,all,All undergraduate,all,domicile,total uk,0
the institute of cancer research,all,All undergraduate,all,domicile,total non-uk,0
the institute of cancer research,all,All undergraduate,all,total,total,0
the institute of cancer research,all,all,all,total,total,300
the institute of cancer research,all,all,full-time,total,total,85
the institute of cancer research,all,all,part-time,total,total,215
the institute of cancer research,all,all,all,domicile,total uk,275
the institute of cancer research,all,all,all,domicile,total non-uk,25
canterbury christ church university,all,All postgraduate,full-time,total,total,1140
canterbury christ church university,all,All postgraduate,part-time,total,total,2705
canterbury christ church university,all,All postgraduate,all,domicile,total uk,3705
canterbury christ church university,all,All postgraduate,all,domicile,total non-uk,140
canterbury christ church university,all,All postgraduate,all,total,total,3845
canterbury christ church university,all,All undergraduate,full-time,total,total,10460
canterbury christ church university,all,All undergraduate,part-time,total,total,3740
canterbury christ church university,all,All undergraduate,all,domicile,total uk,13265
canterbury christ church university,all,All undergraduate,all,domicile,total non-uk,930
canterbury christ church university,all,All undergraduate,all,total,total,14195
canterbury christ church university,all,all,all,total,total,18040
canterbury christ church university,all,all,full-time,total,total,11600
canterbury christ church university,all,all,part-time,total,total,6445
canterbury christ church university,all,all,all,domicile,total uk,16970
canterbury christ church university,all,all,all,domicile,total non-uk,1070
the university of central lancashire,all,All postgraduate,full-time,total,total,1510
the university of central lancashire,all,All postgraduate,part-time,total,total,3205
the university of central lancashire,all,All postgraduate,all,domicile,total uk,3625
the university of central lancashire,all,All postgraduate,all,domicile,total non-uk,1090
the university of central lancashire,all,All postgraduate,all,total,total,4715
the university of central lancashire,all,All undergraduate,full-time,total,total,17590
the university of central lancashire,all,All undergraduate,part-time,total,total,6415
the university of central lancashire,all,All undergraduate,all,domicile,total uk,21890
the university of central lancashire,all,All undergraduate,all,domicile,total non-uk,2115
the university of central lancashire,all,All undergraduate,all,total,total,24005
the university of central lancashire,all,all,all,total,total,28720
the university of central lancashire,all,all,full-time,total,total,19100
the university of central lancashire,all,all,part-time,total,total,9620
the university of central lancashire,all,all,all,domicile,total uk,25515
the university of central lancashire,all,all,all,domicile,total non-uk,3205
central school of speech and drama,all,All postgraduate,full-time,total,total,280
central school of speech and drama,all,All postgraduate,part-time,total,total,60
central school of speech and drama,all,All postgraduate,all,domicile,total uk,215
central school of speech and drama,all,All postgraduate,all,domicile,total non-uk,125
central school of speech and drama,all,All postgraduate,all,total,total,340
central school of speech and drama,all,All undergraduate,full-time,total,total,660
central school of speech and drama,all,All undergraduate,part-time,total,total,0
central school of speech and drama,all,All undergraduate,all,domicile,total uk,555
central school of speech and drama,all,All undergraduate,all,domicile,total non-uk,105
central school of speech and drama,all,All undergraduate,all,total,total,660
central school of speech and drama,all,all,all,total,total,1000
central school of speech and drama,all,all,full-time,total,total,940
central school of speech and drama,all,all,part-time,total,total,60
central school of speech and drama,all,all,all,domicile,total uk,770
central school of speech and drama,all,all,all,domicile,total non-uk,230
university of chester,all,All postgraduate,full-time,total,total,1140
university of chester,all,All postgraduate,part-time,total,total,2435
university of chester,all,All postgraduate,all,domicile,total uk,3175
university of chester,all,All postgraduate,all,domicile,total non-uk,400
university of chester,all,All postgraduate,all,total,total,3575
university of chester,all,All undergraduate,full-time,total,total,8215
university of chester,all,All undergraduate,part-time,total,total,2560
university of chester,all,All undergraduate,all,domicile,total uk,10500
university of chester,all,All undergraduate,all,domicile,total non-uk,275
university of chester,all,All undergraduate,all,total,total,10775
university of chester,all,all,all,total,total,14350
university of chester,all,all,full-time,total,total,9355
university of chester,all,all,part-time,total,total,4995
university of chester,all,all,all,domicile,total uk,13675
university of chester,all,all,all,domicile,total non-uk,675
the university of chichester,all,All postgraduate,full-time,total,total,360
the university of chichester,all,All postgraduate,part-time,total,total,490
the university of chichester,all,All postgraduate,all,domicile,total uk,825
the university of chichester,all,All postgraduate,all,domicile,total non-uk,25
the university of chichester,all,All postgraduate,all,total,total,850
the university of chichester,all,All undergraduate,full-time,total,total,4175
the university of chichester,all,All undergraduate,part-time,total,total,525
the university of chichester,all,All undergraduate,all,domicile,total uk,4570
the university of chichester,all,All undergraduate,all,domicile,total non-uk,130
the university of chichester,all,All undergraduate,all,total,total,4700
the university of chichester,all,all,all,total,total,5550
the university of chichester,all,all,full-time,total,total,4535
the university of chichester,all,all,part-time,total,total,1015
the university of chichester,all,all,all,domicile,total uk,5395
the university of chichester,all,all,all,domicile,total non-uk,155
the city university,all,All postgraduate,full-time,total,total,4160
the city university,all,All postgraduate,part-time,total,total,2930
the city university,all,All postgraduate,all,domicile,total uk,3820
the city university,all,All postgraduate,all,domicile,total non-uk,3270
the city university,all,All postgraduate,all,total,total,7090
the city university,all,All undergraduate,full-time,total,total,7960
the city university,all,All undergraduate,part-time,total,total,1470
the city university,all,All undergraduate,all,domicile,total uk,6490
the city university,all,All undergraduate,all,domicile,total non-uk,2940
the city university,all,All undergraduate,all,total,total,9430
the city university,all,all,all,total,total,16520
the city university,all,all,full-time,total,total,12120
the city university,all,all,part-time,total,total,4400
the city university,all,all,all,domicile,total uk,10310
the city university,all,all,all,domicile,total non-uk,6210
conservatoire for dance and drama,all,All postgraduate,full-time,total,total,170
conservatoire for dance and drama,all,All postgraduate,part-time,total,total,35
conservatoire for dance and drama,all,All postgraduate,all,domicile,total uk,100
conservatoire for dance and drama,all,All postgraduate,all,domicile,total non-uk,105
conservatoire for dance and drama,all,All postgraduate,all,total,total,205
conservatoire for dance and drama,all,All undergraduate,full-time,total,total,1055
conservatoire for dance and drama,all,All undergraduate,part-time,total,total,0
conservatoire for dance and drama,all,All undergraduate,all,domicile,total uk,805
conservatoire for dance and drama,all,All undergraduate,all,domicile,total non-uk,250
conservatoire for dance and drama,all,All undergraduate,all,total,total,1055
conservatoire for dance and drama,all,all,all,total,total,1260
conservatoire for dance and drama,all,all,full-time,total,total,1225
conservatoire for dance and drama,all,all,part-time,total,total,35
conservatoire for dance and drama,all,all,all,domicile,total uk,905
conservatoire for dance and drama,all,all,all,domicile,total non-uk,355
courtauld institute of art,all,All postgraduate,full-time,total,total,265
courtauld institute of art,all,All postgraduate,part-time,total,total,15
courtauld institute of art,all,All postgraduate,all,domicile,total uk,155
courtauld institute of art,all,All postgraduate,all,domicile,total non-uk,125
courtauld institute of art,all,All postgraduate,all,total,total,280
courtauld institute of art,all,All undergraduate,full-time,total,total,155
courtauld institute of art,all,All undergraduate,part-time,total,total,0
courtauld institute of art,all,All undergraduate,all,domicile,total uk,135
courtauld institute of art,all,All undergraduate,all,domicile,total non-uk,20
courtauld institute of art,all,All undergraduate,all,total,total,155
courtauld institute of art,all,all,all,total,total,435
courtauld institute of art,all,all,full-time,total,total,420
courtauld institute of art,all,all,part-time,total,total,15
courtauld institute of art,all,all,all,domicile,total uk,290
courtauld institute of art,all,all,all,domicile,total non-uk,145
coventry university,all,All postgraduate,full-time,total,total,3055
coventry university,all,All postgraduate,part-time,total,total,2195
coventry university,all,All postgraduate,all,domicile,total uk,2380
coventry university,all,All postgraduate,all,domicile,total non-uk,2870
coventry university,all,All postgraduate,all,total,total,5250
coventry university,all,All undergraduate,full-time,total,total,16545
coventry university,all,All undergraduate,part-time,total,total,5475
coventry university,all,All undergraduate,all,domicile,total uk,18110
coventry university,all,All undergraduate,all,domicile,total non-uk,3910
coventry university,all,All undergraduate,all,total,total,22020
coventry university,all,all,all,total,total,27270
coventry university,all,all,full-time,total,total,19600
coventry university,all,all,part-time,total,total,7670
coventry university,all,all,all,domicile,total uk,20490
coventry university,all,all,all,domicile,total non-uk,6780
cranfield university,all,All postgraduate,full-time,total,total,2335
cranfield university,all,All postgraduate,part-time,total,total,1590
cranfield university,all,All postgraduate,all,domicile,total uk,1795
cranfield university,all,All postgraduate,all,domicile,total non-uk,2125
cranfield university,all,All postgraduate,all,total,total,3920
cranfield university,all,All undergraduate,full-time,total,total,0
cranfield university,all,All undergraduate,part-time,total,total,0
cranfield university,all,All undergraduate,all,domicile,total uk,0
cranfield university,all,All undergraduate,all,domicile,total non-uk,0
cranfield university,all,All undergraduate,all,total,total,0
cranfield university,all,all,all,total,total,3920
cranfield university,all,all,full-time,total,total,2335
cranfield university,all,all,part-time,total,total,1590
cranfield university,all,all,all,domicile,total uk,1795
cranfield university,all,all,all,domicile,total non-uk,2125
university for the creative arts,all,All postgraduate,full-time,total,total,185
university for the creative arts,all,All postgraduate,part-time,total,total,105
university for the creative arts,all,All postgraduate,all,domicile,total uk,150
university for the creative arts,all,All postgraduate,all,domicile,total non-uk,145
university for the creative arts,all,All postgraduate,all,total,total,295
university for the creative arts,all,All undergraduate,full-time,total,total,4960
university for the creative arts,all,All undergraduate,part-time,total,total,90
university for the creative arts,all,All undergraduate,all,domicile,total uk,4545
university for the creative arts,all,All undergraduate,all,domicile,total non-uk,505
university for the creative arts,all,All undergraduate,all,total,total,5050
university for the creative arts,all,all,all,total,total,5340
university for the creative arts,all,all,full-time,total,total,5145
university for the creative arts,all,all,part-time,total,total,195
university for the creative arts,all,all,all,domicile,total uk,4695
university for the creative arts,all,all,all,domicile,total non-uk,650
university of cumbria,all,All postgraduate,full-time,total,total,800
university of cumbria,all,All postgraduate,part-time,total,total,870
university of cumbria,all,All postgraduate,all,domicile,total uk,1565
university of cumbria,all,All postgraduate,all,domicile,total non-uk,110
university of cumbria,all,All postgraduate,all,total,total,1675
university of cumbria,all,All undergraduate,full-time,total,total,6020
university of cumbria,all,All undergraduate,part-time,total,total,1905
university of cumbria,all,All undergraduate,all,domicile,total uk,7795
university of cumbria,all,All undergraduate,all,domicile,total non-uk,130
university of cumbria,all,All undergraduate,all,total,total,7925
university of cumbria,all,all,all,total,total,9595
university of cumbria,all,all,full-time,total,total,6820
university of cumbria,all,all,part-time,total,total,2775
university of cumbria,all,all,all,domicile,total uk,9360
university of cumbria,all,all,all,domicile,total non-uk,240
de montfort university,all,All postgraduate,full-time,total,total,1045
de montfort university,all,All postgraduate,part-time,total,total,2520
de montfort university,all,All postgraduate,all,domicile,total uk,2470
de montfort university,all,All postgraduate,all,domicile,total non-uk,1095
de montfort university,all,All postgraduate,all,total,total,3565
de montfort university,all,All undergraduate,full-time,total,total,14625
de montfort university,all,All undergraduate,part-time,total,total,2125
de montfort university,all,All undergraduate,all,domicile,total uk,15380
de montfort university,all,All undergraduate,all,domicile,total non-uk,1370
de montfort university,all,All undergraduate,all,total,total,16750
de montfort university,all,all,all,total,total,20315
de montfort university,all,all,full-time,total,total,15670
de montfort university,all,all,part-time,total,total,4645
de montfort university,all,all,all,domicile,total uk,17850
de montfort university,all,all,all,domicile,total non-uk,2465
university of derby,all,All postgraduate,full-time,total,total,715
university of derby,all,All postgraduate,part-time,total,total,1980
university of derby,all,All postgraduate,all,domicile,total uk,2350
university of derby,all,All postgraduate,all,domicile,total non-uk,345
university of derby,all,All postgraduate,all,total,total,2695
university of derby,all,All undergraduate,full-time,total,total,10265
university of derby,all,All undergraduate,part-time,total,total,3330
university of derby,all,All undergraduate,all,domicile,total uk,12630
university of derby,all,All undergraduate,all,domicile,total non-uk,965
university of derby,all,All undergraduate,all,total,total,13595
university of derby,all,all,all,total,total,16290
university of derby,all,all,full-time,total,total,10980
university of derby,all,all,part-time,total,total,5310
university of derby,all,all,all,domicile,total uk,14980
university of derby,all,all,all,domicile,total non-uk,1310
university of durham,all,All postgraduate,full-time,total,total,3155
university of durham,all,All postgraduate,part-time,total,total,1560
university of durham,all,All postgraduate,all,domicile,total uk,2350
university of durham,all,All postgraduate,all,domicile,total non-uk,2365
university of durham,all,All postgraduate,all,total,total,4715
