HE provider,Country of HE provider,Level of study,Mode of study,Category marker,Category,Number
university of bedfordshire,england,All undergraduate,all,total,total,13240
university of bedfordshire,england,All undergraduate,full-time,total,total,8735
university of bedfordshire,england,All undergraduate,part-time,total,total,4505
university of bedfordshire,england,All undergraduate,all,domicile,total uk,10730
university of bedfordshire,england,All undergraduate,all,domicile,total non-uk,2510
university of bedfordshire,england,all,full-time,total,total,11505
university of bedfordshire,england,all,part-time,total,total,5775
university of bedfordshire,england,all,all,domicile,total uk,12115
university of bedfordshire,england,all,all,domicile,total non-uk,5165
birkbeck college,england,all,all,total,total,18285
birkbeck college,england,All postgraduate,all,total,total,3635
birkbeck college,england,All postgraduate,full-time,total,total,760
birkbeck college,england,All postgraduate,part-time,total,total,2875
birkbeck college,england,All postgraduate,all,domicile,total uk,3100
birkbeck college,england,All postgraduate,all,domicile,total non-uk,535
birkbeck college,england,All undergraduate,all,total,total,14645
birkbeck college,england,All undergraduate,full-time,total,total,220
birkbeck college,england,All undergraduate,part-time,total,total,14425
birkbeck college,england,All undergraduate,all,domicile,total uk,13575
birkbeck college,england,All undergraduate,all,domicile,total non-uk,1070
birkbeck college,england,all,full-time,total,total,980
birkbeck college,england,all,part-time,total,total,17300
birkbeck college,england,all,all,domicile,total uk,16675
birkbeck college,england,all,all,domicile,total non-uk,1605
birmingham city university,england,all,all,total,total,24355
birmingham city university,england,All postgraduate,all,total,total,3725
birmingham city university,england,All postgraduate,full-time,total,total,1380
birmingham city university,england,All postgraduate,part-time,total,total,2345
birmingham city university,england,All postgraduate,all,domicile,total uk,2735
birmingham city university,england,All postgraduate,all,domicile,total non-uk,990
birmingham city university,england,All undergraduate,all,total,total,20630
birmingham city university,england,All undergraduate,full-time,total,total,14220
birmingham city university,england,All undergraduate,part-time,total,total,6410
birmingham city university,england,All undergraduate,all,domicile,total uk,19460
birmingham city university,england,All undergraduate,all,domicile,total non-uk,1170
birmingham city university,england,all,full-time,total,total,15600
birmingham city university,england,all,part-time,total,total,8755
birmingham city university,england,all,all,domicile,total uk,22195
birmingham city university,england,all,all,domicile,total non-uk,2160
the university of birmingham,england,all,all,total,total,29185
the university of birmingham,england,All postgraduate,all,total,total,10690
the university of birmingham,england,All postgraduate,full-time,total,total,5685
the university of birmingham,england,All postgraduate,part-time,total,total,5005
the university of birmingham,england,All postgraduate,all,domicile,total uk,6960
the university of birmingham,england,All postgraduate,all,domicile,total non-uk,3730
the university of birmingham,england,All undergraduate,all,total,total,18495
the university of birmingham,england,All undergraduate,full-time,total,total,16740
the university of birmingham,england,All undergraduate,part-time,total,total,1755
the university of birmingham,england,All undergraduate,all,domicile,total uk,16675
the university of birmingham,england,All undergraduate,all,domicile,total non-uk,1820
the university of birmingham,england,all,full-time,total,total,22425
the university of birmingham,england,all,part-time,total,total,6760
the university of birmingham,england,all,all,domicile,total uk,23635
the university of birmingham,england,all,all,domicile,total non-uk,5550
university college birmingham,england,all,all,total,total,4295
university college birmingham,england,All postgraduate,all,total,total,485
university college birmingham,england,All postgraduate,full-time,total,total,390
university college birmingham,england,All postgraduate,part-time,total,total,90
university college birmingham,england,All postgraduate,all,domicile,total uk,100
university college birmingham,england,All postgraduate,all,domicile,total non-uk,385
university college birmingham,england,All undergraduate,all,total,total,3810
university college birmingham,england,All undergraduate,full-time,total,total,2950
university college birmingham,england,All undergraduate,part-time,total,total,860
university college birmingham,england,All undergraduate,all,domicile,total uk,3180
university college birmingham,england,All undergraduate,all,domicile,total non-uk,630
university college birmingham,england,all,full-time,total,total,3340
university college birmingham,england,all,part-time,total,total,950
university college birmingham,england,all,all,domicile,total uk,3280
university college birmingham,england,all,all,domicile,total non-uk,1015
bishop grosseteste university college lincoln,england,all,all,total,total,2200
bishop grosseteste university college lincoln,england,All postgraduate,all,total,total,705
bishop grosseteste university college lincoln,england,All postgraduate,full-time,total,total,45
bishop grosseteste university college lincoln,england,All postgraduate,part-time,total,total,660
bishop grosseteste university college lincoln,england,All postgraduate,all,domicile,total uk,685
bishop grosseteste university college lincoln,england,All postgraduate,all,domicile,total non-uk,20
bishop grosseteste university college lincoln,england,All undergraduate,all,total,total,1495
bishop grosseteste university college lincoln,england,All undergraduate,full-time,total,total,1455
bishop grosseteste university college lincoln,england,All undergraduate,part-time,total,total,40
bishop grosseteste university college lincoln,england,All undergraduate,all,domicile,total uk,1485
bishop grosseteste university college lincoln,england,All undergraduate,all,domicile,total non-uk,10
bishop grosseteste university college lincoln,england,all,full-time,total,total,1500
bishop grosseteste university college lincoln,england,all,part-time,total,total,700
bishop grosseteste university college lincoln,england,all,all,domicile,total uk,2170
bishop grosseteste university college lincoln,england,all,all,domicile,total non-uk,30
the university of bolton,england,all,all,total,total,8170
the university of bolton,england,All postgraduate,all,total,total,1380
the university of bolton,england,All postgraduate,full-time,total,total,520
the university of bolton,england,All postgraduate,part-time,total,total,865
the university of bolton,england,All postgraduate,all,domicile,total uk,1170
the university of bolton,england,All postgraduate,all,domicile,total non-uk,210
the university of bolton,england,All undergraduate,all,total,total,6785
the university of bolton,england,All undergraduate,full-time,total,total,3705
the university of bolton,england,All undergraduate,part-time,total,total,3080
the university of bolton,england,All undergraduate,all,domicile,total uk,6305
the university of bolton,england,All undergraduate,all,domicile,total non-uk,480
the university of bolton,england,all,full-time,total,total,4225
the university of bolton,england,all,part-time,total,total,3945
the university of bolton,england,all,all,domicile,total uk,7475
the university of bolton,england,all,all,domicile,total non-uk,690
the arts university college at bournemouth,england,all,all,total,total,2295
the arts university college at bournemouth,england,All postgraduate,all,total,total,20
the arts university college at bournemouth,england,All postgraduate,full-time,total,total,20
the arts university college at bournemouth,england,All postgraduate,part-time,total,total,0
the arts university college at bournemouth,england,All postgraduate,all,domicile,total uk,15
the arts university college at bournemouth,england,All postgraduate,all,domicile,total non-uk,5
the arts university college at bournemouth,england,All undergraduate,all,total,total,2275
the arts university college at bournemouth,england,All undergraduate,full-time,total,total,2160
the arts university college at bournemouth,england,All undergraduate,part-time,total,total,110
the arts university college at bournemouth,england,All undergraduate,all,domicile,total uk,2060
the arts university college at bournemouth,england,All undergraduate,all,domicile,total non-uk,215
the arts university college at bournemouth,england,all,full-time,total,total,2180
the arts university college at bournemouth,england,all,part-time,total,total,110
the arts university college at bournemouth,england,all,all,domicile,total uk,2075
the arts university college at bournemouth,england,all,all,domicile,total non-uk,220
bournemouth university,england,all,all,total,total,17965
bournemouth university,england,All postgraduate,all,total,total,2330
bournemouth university,england,All postgraduate,full-time,total,total,1305
bournemouth university,england,All postgraduate,part-time,total,total,1025
bournemouth university,england,All postgraduate,all,domicile,total uk,1310
bournemouth university,england,All postgraduate,all,domicile,total non-uk,1020
bournemouth university,england,All undergraduate,all,total,total,15635
bournemouth university,england,All undergraduate,full-time,total,total,11565
bournemouth university,england,All undergraduate,part-time,total,total,4070
bournemouth university,england,All undergraduate,all,domicile,total uk,14690
bournemouth university,england,All undergraduate,all,domicile,total non-uk,945
bournemouth university,england,all,full-time,total,total,12870
bournemouth university,england,all,part-time,total,total,5095
bournemouth university,england,all,all,domicile,total uk,16000
bournemouth university,england,all,all,domicile,total non-uk,1965
the university of bradford,england,all,all,total,total,12740
the university of bradford,england,All postgraduate,all,total,total,3255
the university of bradford,england,All postgraduate,full-time,total,total,1440
the university of bradford,england,All postgraduate,part-time,total,total,1815
the university of bradford,england,All postgraduate,all,domicile,total uk,1790
the university of bradford,england,All postgraduate,all,domicile,total non-uk,1465
the university of bradford,england,All undergraduate,all,total,total,9485
the university of bradford,england,All undergraduate,full-time,total,total,8130
the university of bradford,england,All undergraduate,part-time,total,total,1350
the university of bradford,england,All undergraduate,all,domicile,total uk,7650
the university of bradford,england,All undergraduate,all,domicile,total non-uk,1835
the university of bradford,england,all,full-time,total,total,9570
the university of bradford,england,all,part-time,total,total,3165
the university of bradford,england,all,all,domicile,total uk,9440
the university of bradford,england,all,all,domicile,total non-uk,3300
the university of brighton,england,all,all,total,total,20975
the university of brighton,england,All postgraduate,all,total,total,4125
the university of brighton,england,All postgraduate,full-time,total,total,1510
the university of brighton,england,All postgraduate,part-time,total,total,2615
the university of brighton,england,All postgraduate,all,domicile,total uk,3345
the university of brighton,england,All postgraduate,all,domicile,total non-uk,780
the university of brighton,england,All undergraduate,all,total,total,16850
the university of brighton,england,All undergraduate,full-time,total,total,13110
the university of brighton,england,All undergraduate,part-time,total,total,3735
the university of brighton,england,All undergraduate,all,domicile,total uk,15135
the university of brighton,england,All undergraduate,all,domicile,total non-uk,1715
the university of brighton,england,all,full-time,total,total,14620
the university of brighton,england,all,part-time,total,total,6350
the university of brighton,england,all,all,domicile,total uk,18480
the university of brighton,england,all,all,domicile,total non-uk,2495
the university of bristol,england,all,all,total,total,21000
the university of bristol,england,All postgraduate,all,total,total,5790
the university of bristol,england,All postgraduate,full-time,total,total,4050
the university of bristol,england,All postgraduate,part-time,total,total,1735
the university of bristol,england,All postgraduate,all,domicile,total uk,3385
the university of bristol,england,All postgraduate,all,domicile,total non-uk,2405
the university of bristol,england,All undergraduate,all,total,total,15210
the university of bristol,england,All undergraduate,full-time,total,total,12465
the university of bristol,england,All undergraduate,part-time,total,total,2740
the university of bristol,england,All undergraduate,all,domicile,total uk,13640
the university of bristol,england,All undergraduate,all,domicile,total non-uk,1570
the university of bristol,england,all,full-time,total,total,16515
the university of bristol,england,all,part-time,total,total,4475
the university of bristol,england,all,all,domicile,total uk,17025
the university of bristol,england,all,all,domicile,total non-uk,3975
brunel university,england,all,all,total,total,15090
brunel university,england,All postgraduate,all,total,total,4255
brunel university,england,All postgraduate,full-time,total,total,2645
brunel university,england,All postgraduate,part-time,total,total,1610
brunel university,england,All postgraduate,all,domicile,total uk,2000
brunel university,england,All postgraduate,all,domicile,total non-uk,2255
brunel university,england,All undergraduate,all,total,total,10830
brunel university,england,All undergraduate,full-time,total,total,10185
brunel university,england,All undergraduate,part-time,total,total,645
brunel university,england,All undergraduate,all,domicile,total uk,9570
brunel university,england,All undergraduate,all,domicile,total non-uk,1260
brunel university,england,all,full-time,total,total,12830
brunel university,england,all,part-time,total,total,2255
brunel university,england,all,all,domicile,total uk,11570
brunel university,england,all,all,domicile,total non-uk,3515
buckinghamshire new university,england,all,all,total,total,9465
buckinghamshire new university,england,All postgraduate,all,total,total,700
buckinghamshire new university,england,All postgraduate,full-time,total,total,220
buckinghamshire new university,england,All postgraduate,part-time,total,total,480
buckinghamshire new university,england,All postgraduate,all,domicile,total uk,495
buckinghamshire new university,england,All postgraduate,all,domicile,total non-uk,205
buckinghamshire new university,england,All undergraduate,all,total,total,8765
buckinghamshire new university,england,All undergraduate,full-time,total,total,4600
buckinghamshire new university,england,All undergraduate,part-time,total,total,4165
buckinghamshire new university,england,All undergraduate,all,domicile,total uk,7675
buckinghamshire new university,england,All undergraduate,all,domicile,total non-uk,1090
buckinghamshire new university,england,all,full-time,total,total,4820
buckinghamshire new university,england,all,part-time,total,total,4645
buckinghamshire new university,england,all,all,domicile,total uk,8170
buckinghamshire new university,england,all,all,domicile,total non-uk,1295
the university of buckingham,england,all,all,total,total,1060
the university of buckingham,england,All postgraduate,all,total,total,320
the university of buckingham,england,All postgraduate,full-time,total,total,285
the university of buckingham,england,All postgraduate,part-time,total,total,30
the university of buckingham,england,All postgraduate,all,domicile,total uk,145
the university of buckingham,england,All postgraduate,all,domicile,total non-uk,175
the university of buckingham,england,All undergraduate,all,total,total,740
the university of buckingham,england,All undergraduate,full-time,total,total,695
the university of buckingham,england,All undergraduate,part-time,total,total,45
the university of buckingham,england,All undergraduate,all,domicile,total uk,285
the university of buckingham,england,All undergraduate,all,domicile,total non-uk,455
the university of buckingham,england,all,full-time,total,total,980
the university of buckingham,england,all,part-time,total,total,75
the university of buckingham,england,all,all,domicile,total uk,430
the university of buckingham,england,all,all,domicile,total non-uk,630
the university of cambridge,england,all,all,total,total,22820
the university of cambridge,england,All postgraduate,all,total,total,7095
the university of cambridge,england,All postgraduate,full-time,total,total,5615
the university of cambridge,england,All postgraduate,part-time,total,total,1480
the university of cambridge,england,All postgraduate,all,domicile,total uk,3735
the university of cambridge,england,All postgraduate,all,domicile,total non-uk,3360
the university of cambridge,england,All undergraduate,all,total,total,15725
the university of cambridge,england,All undergraduate,full-time,total,total,11910
the university of cambridge,england,All undergraduate,part-time,total,total,3815
the university of cambridge,england,All undergraduate,all,domicile,total uk,13650
the university of cambridge,england,All undergraduate,all,domicile,total non-uk,2075
the university of cambridge,england,all,full-time,total,total,17525
the university of cambridge,england,all,part-time,total,total,5295
the university of cambridge,england,all,all,domicile,total uk,17385
the university of cambridge,england,all,all,domicile,total non-uk,5435
the institute of cancer research,england,all,all,total,total,290
the institute of cancer research,england,All postgraduate,all,total,total,290
the institute of cancer research,england,All postgraduate,full-time,total,total,110
the institute of cancer research,england,All postgraduate,part-time,total,total,180
the institute of cancer research,england,All postgraduate,all,domicile,total uk,230
the institute of cancer research,england,All postgraduate,all,domicile,total non-uk,60
the institute of cancer research,england,All undergraduate,all,total,total,0
the institute of cancer research,england,All undergraduate,full-time,total,total,0
the institute of cancer research,england,All undergraduate,part-time,total,total,0
the institute of cancer research,england,All undergraduate,all,domicile,total uk,0
the institute of cancer research,england,All undergraduate,all,domicile,total non-uk,0
the institute of cancer research,england,all,full-time,total,total,110
the institute of cancer research,england,all,part-time,total,total,180
the institute of cancer research,england,all,all,domicile,total uk,230
the institute of cancer research,england,all,all,domicile,total non-uk,60
canterbury christ church university,england,all,all,total,total,16755
canterbury christ church university,england,All postgraduate,all,total,total,4135
canterbury christ church university,england,All postgraduate,full-time,total,total,1465
canterbury christ church university,england,All postgraduate,part-time,total,total,2670
canterbury christ church university,england,All postgraduate,all,domicile,total uk,3880
canterbury christ church university,england,All postgraduate,all,domicile,total non-uk,255
canterbury christ church university,england,All undergraduate,all,total,total,12620
canterbury christ church university,england,All undergraduate,full-time,total,total,7665
canterbury christ church university,england,All undergraduate,part-time,total,total,4955
canterbury christ church university,england,All undergraduate,all,domicile,total uk,11590
canterbury christ church university,england,All undergraduate,all,domicile,total non-uk,1030
canterbury christ church university,england,all,full-time,total,total,9130
canterbury christ church university,england,all,part-time,total,total,7625
canterbury christ church university,england,all,all,domicile,total uk,15470
canterbury christ church university,england,all,all,domicile,total non-uk,1285
the university of central lancashire,england,all,all,total,total,28130
the university of central lancashire,england,All postgraduate,all,total,total,3535
the university of central lancashire,england,All postgraduate,full-time,total,total,1270
the university of central lancashire,england,All postgraduate,part-time,total,total,2265
the university of central lancashire,england,All postgraduate,all,domicile,total uk,2680
the university of central lancashire,england,All postgraduate,all,domicile,total non-uk,855
the university of central lancashire,england,All undergraduate,all,total,total,24595
the university of central lancashire,england,All undergraduate,full-time,total,total,16265
the university of central lancashire,england,All undergraduate,part-time,total,total,8330
the university of central lancashire,england,All undergraduate,all,domicile,total uk,22080
the university of central lancashire,england,All undergraduate,all,domicile,total non-uk,2515
the university of central lancashire,england,all,full-time,total,total,17535
the university of central lancashire,england,all,part-time,total,total,10595
the university of central lancashire,england,all,all,domicile,total uk,24760
the university of central lancashire,england,all,all,domicile,total non-uk,3370
central school of speech and drama,england,all,all,total,total,855
central school of speech and drama,england,All postgraduate,all,total,total,315
central school of speech and drama,england,All postgraduate,full-time,total,total,285
central school of speech and drama,england,All postgraduate,part-time,total,total,30
central school of speech and drama,england,All postgraduate,all,domicile,total uk,220
central school of speech and drama,england,All postgraduate,all,domicile,total non-uk,95
central school of speech and drama,england,All undergraduate,all,total,total,540
central school of speech and drama,england,All undergraduate,full-time,total,total,540
central school of speech and drama,england,All undergraduate,part-time,total,total,0
central school of speech and drama,england,All undergraduate,all,domicile,total uk,500
central school of speech and drama,england,All undergraduate,all,domicile,total non-uk,40
central school of speech and drama,england,all,full-time,total,total,825
central school of speech and drama,england,all,part-time,total,total,30
central school of speech and drama,england,all,all,domicile,total uk,720
central school of speech and drama,england,all,all,domicile,total non-uk,135
university of chester,england,all,all,total,total,13485
university of chester,england,All postgraduate,all,total,total,3215
university of chester,england,All postgraduate,full-time,total,total,655
university of chester,england,All postgraduate,part-time,total,total,2560
university of chester,england,All postgraduate,all,domicile,total uk,3010
university of chester,england,All postgraduate,all,domicile,total non-uk,205
university of chester,england,All undergraduate,all,total,total,10270
university of chester,england,All undergraduate,full-time,total,total,7245
university of chester,england,All undergraduate,part-time,total,total,3025
university of chester,england,All undergraduate,all,domicile,total uk,10095
university of chester,england,All undergraduate,all,domicile,total non-uk,175
university of chester,england,all,full-time,total,total,7900
university of chester,england,all,part-time,total,total,5585
university of chester,england,all,all,domicile,total uk,13105
university of chester,england,all,all,domicile,total non-uk,380
the university of chichester,england,all,all,total,total,5010
the university of chichester,england,All postgraduate,all,total,total,1115
the university of chichester,england,All postgraduate,full-time,total,total,310
the university of chichester,england,All postgraduate,part-time,total,total,805
the university of chichester,england,All postgraduate,all,domicile,total uk,1100
the university of chichester,england,All postgraduate,all,domicile,total non-uk,15
the university of chichester,england,All undergraduate,all,total,total,3890
the university of chichester,england,All undergraduate,full-time,total,total,3185
the university of chichester,england,All undergraduate,part-time,total,total,705
the university of chichester,england,All undergraduate,all,domicile,total uk,3770
the university of chichester,england,All undergraduate,all,domicile,total non-uk,120
the university of chichester,england,all,full-time,total,total,3495
the university of chichester,england,all,part-time,total,total,1510
the university of chichester,england,all,all,domicile,total uk,4870
the university of chichester,england,all,all,domicile,total non-uk,135
the city university,england,all,all,total,total,21725
the city university,england,All postgraduate,all,total,total,7050
the city university,england,All postgraduate,full-time,total,total,4265
the city university,england,All postgraduate,part-time,total,total,2785
the city university,england,All postgraduate,all,domicile,total uk,3995
the city university,england,All postgraduate,all,domicile,total non-uk,3055
the city university,england,All undergraduate,all,total,total,14680
the city university,england,All undergraduate,full-time,total,total,8050
the city university,england,All undergraduate,part-time,total,total,6625
the city university,england,All undergraduate,all,domicile,total uk,12390
the city university,england,All undergraduate,all,domicile,total non-uk,2290
the city university,england,all,full-time,total,total,12315
the city university,england,all,part-time,total,total,9410
the city university,england,all,all,domicile,total uk,16385
the city university,england,all,all,domicile,total non-uk,5345
conservatoire for dance and drama,england,all,all,total,total,1155
conservatoire for dance and drama,england,All postgraduate,all,total,total,90
conservatoire for dance and drama,england,All postgraduate,full-time,total,total,50
conservatoire for dance and drama,england,All postgraduate,part-time,total,total,40
conservatoire for dance and drama,england,All postgraduate,all,domicile,total uk,65
conservatoire for dance and drama,england,All postgraduate,all,domicile,total non-uk,25
conservatoire for dance and drama,england,All undergraduate,all,total,total,1065
conservatoire for dance and drama,england,All undergraduate,full-time,total,total,1055
conservatoire for dance and drama,england,All undergraduate,part-time,total,total,10
conservatoire for dance and drama,england,All undergraduate,all,domicile,total uk,805
conservatoire for dance and drama,england,All undergraduate,all,domicile,total non-uk,260
conservatoire for dance and drama,england,all,full-time,total,total,1105
conservatoire for dance and drama,england,all,part-time,total,total,50
conservatoire for dance and drama,england,all,all,domicile,total uk,870
conservatoire for dance and drama,england,all,all,domicile,total non-uk,285
courtauld institute of art,england,all,all,total,total,425
courtauld institute of art,england,All postgraduate,all,total,total,260
courtauld institute of art,england,All postgraduate,full-time,total,total,235
courtauld institute of art,england,All postgraduate,part-time,total,total,25
courtauld institute of art,england,All postgraduate,all,domicile,total uk,140
courtauld institute of art,england,All postgraduate,all,domicile,total non-uk,120
courtauld institute of art,england,All undergraduate,all,total,total,165
courtauld institute of art,england,All undergraduate,full-time,total,total,165
courtauld institute of art,england,All undergraduate,part-time,total,total,0
courtauld institute of art,england,All undergraduate,all,domicile,total uk,140
courtauld institute of art,england,All undergraduate,all,domicile,total non-uk,25
courtauld institute of art,england,all,full-time,total,total,400
courtauld institute of art,england,all,part-time,total,total,25
courtauld institute of art,england,all,all,domicile,total uk,280
courtauld institute of art,england,all,all,domicile,total non-uk,145
coventry university,england,all,all,total,total,20115
coventry university,england,All postgraduate,all,total,total,4070
coventry university,england,All postgraduate,full-time,total,total,2160
coventry university,england,All postgraduate,part-time,total,total,1910
coventry university,england,All postgraduate,all,domicile,total uk,2025
coventry university,england,All postgraduate,all,domicile,total non-uk,2045
coventry university,england,All undergraduate,all,total,total,16045
coventry university,england,All undergraduate,full-time,total,total,12055
coventry university,england,All undergraduate,part-time,total,total,3990
coventry university,england,All undergraduate,all,domicile,total uk,13965
coventry university,england,All undergraduate,all,domicile,total non-uk,2080
coventry university,england,all,full-time,total,total,14215
coventry university,england,all,part-time,total,total,5900
coventry university,england,all,all,domicile,total uk,15990
coventry university,england,all,all,domicile,total non-uk,4125
cranfield university,england,all,all,total,total,5320
cranfield university,england,All postgraduate,all,total,total,5320
cranfield university,england,All postgraduate,full-time,total,total,3165
cranfield university,england,All postgraduate,part-time,total,total,2155
cranfield university,england,All postgraduate,all,domicile,total uk,2700
cranfield university,england,All postgraduate,all,domicile,total non-uk,2620
cranfield university,england,All undergraduate,all,total,total,0
cranfield university,england,All undergraduate,full-time,total,total,0
cranfield university,england,All undergraduate,part-time,total,total,0
cranfield university,england,All undergraduate,all,domicile,total uk,0
cranfield university,england,All undergraduate,all,domicile,total non-uk,0
cranfield university,england,all,full-time,total,total,3165
cranfield university,england,all,part-time,total,total,2155
cranfield university,england,all,all,domicile,total uk,2700
cranfield university,england,all,all,domicile,total non-uk,2620
university for the creative arts,england,all,all,total,total,5285
university for the creative arts,england,All postgraduate,all,total,total,215
university for the creative arts,england,All postgraduate,full-time,total,total,135
university for the creative arts,england,All postgraduate,part-time,total,total,80
university for the creative arts,england,All postgraduate,all,domicile,total uk,125
university for the creative arts,england,All postgraduate,all,domicile,total non-uk,90
university for the creative arts,england,All undergraduate,all,total,total,5070
university for the creative arts,england,All undergraduate,full-time,total,total,4775
university for the creative arts,england,All undergraduate,part-time,total,total,295
university for the creative arts,england,All undergraduate,all,domicile,total uk,4515
university for the creative arts,england,All undergraduate,all,domicile,total non-uk,555
university for the creative arts,england,all,full-time,total,total,4910
university for the creative arts,england,all,part-time,total,total,375
university for the creative arts,england,all,all,domicile,total uk,4640
university for the creative arts,england,all,all,domicile,total non-uk,645
university of cumbria,england,all,all,total,total,13105
university of cumbria,england,All postgraduate,all,total,total,2690
university of cumbria,england,All postgraduate,full-time,total,total,1075
university of cumbria,england,All postgraduate,part-time,total,total,1615
university of cumbria,england,All postgraduate,all,domicile,total uk,2565
university of cumbria,england,All postgraduate,all,domicile,total non-uk,125
university of cumbria,england,All undergraduate,all,total,total,10415
university of cumbria,england,All undergraduate,full-time,total,total,5205
university of cumbria,england,All undergraduate,part-time,total,total,5210
university of cumbria,england,All undergraduate,all,domicile,total uk,10220
university of cumbria,england,All undergraduate,all,domicile,total non-uk,195
university of cumbria,england,all,full-time,total,total,6280
university of cumbria,england,all,part-time,total,total,6825
university of cumbria,england,all,all,domicile,total uk,12785
university of cumbria,england,all,all,domicile,total non-uk,320
de montfort university,england,all,all,total,total,20910
de montfort university,england,All postgraduate,all,total,total,3820
de montfort university,england,All postgraduate,full-time,total,total,1055
de montfort university,england,All postgraduate,part-time,total,total,2765
de montfort university,england,All postgraduate,all,domicile,total uk,2905
