HE provider,Country of HE provider,Level of study,Mode of study,Category marker,Category,Number
bishop grosseteste college,england,All postgraduate,all,total,total,48
bishop grosseteste college,england,All postgraduate,all,domicile,total non-uk,0
bishop grosseteste college,england,All undergraduate,full-time,total,total,795
bishop grosseteste college,england,All undergraduate,part-time,total,total,9
bishop grosseteste college,england,All undergraduate,all,domicile,total uk,802
bishop grosseteste college,england,All undergraduate,all,total,total,804
bishop grosseteste college,england,All undergraduate,all,domicile,total non-uk,2
bishop grosseteste college,england,all,full-time,total,total,814
bishop grosseteste college,england,all,part-time,total,total,38
bishop grosseteste college,england,all,all,domicile,total uk,850
bishop grosseteste college,england,all,all,domicile,total non-uk,2
bolton institute of higher education,england,all,all,total,total,6610
bolton institute of higher education,england,All postgraduate,full-time,total,total,313
bolton institute of higher education,england,All postgraduate,part-time,total,total,676
bolton institute of higher education,england,All postgraduate,all,domicile,total uk,956
bolton institute of higher education,england,All postgraduate,all,total,total,989
bolton institute of higher education,england,All postgraduate,all,domicile,total non-uk,33
bolton institute of higher education,england,All undergraduate,full-time,total,total,3680
bolton institute of higher education,england,All undergraduate,part-time,total,total,1941
bolton institute of higher education,england,All undergraduate,all,domicile,total uk,5252
bolton institute of higher education,england,All undergraduate,all,total,total,5621
bolton institute of higher education,england,All undergraduate,all,domicile,total non-uk,369
bolton institute of higher education,england,all,full-time,total,total,3993
bolton institute of higher education,england,all,part-time,total,total,2617
bolton institute of higher education,england,all,all,domicile,total uk,6208
bolton institute of higher education,england,all,all,domicile,total non-uk,402
bournemouth university,england,all,all,total,total,10522
bournemouth university,england,All postgraduate,full-time,total,total,387
bournemouth university,england,All postgraduate,part-time,total,total,606
bournemouth university,england,All postgraduate,all,domicile,total uk,787
bournemouth university,england,All postgraduate,all,total,total,993
bournemouth university,england,All postgraduate,all,domicile,total non-uk,206
bournemouth university,england,All undergraduate,full-time,total,total,7846
bournemouth university,england,All undergraduate,part-time,total,total,1683
bournemouth university,england,All undergraduate,all,domicile,total uk,9095
bournemouth university,england,All undergraduate,all,total,total,9529
bournemouth university,england,All undergraduate,all,domicile,total non-uk,434
bournemouth university,england,all,full-time,total,total,8233
bournemouth university,england,all,part-time,total,total,2289
bournemouth university,england,all,all,domicile,total uk,9882
bournemouth university,england,all,all,domicile,total non-uk,640
the university of bradford,england,all,all,total,total,10694
the university of bradford,england,All postgraduate,full-time,total,total,713
the university of bradford,england,All postgraduate,part-time,total,total,2119
the university of bradford,england,All postgraduate,all,domicile,total uk,1785
the university of bradford,england,All postgraduate,all,total,total,2832
the university of bradford,england,All postgraduate,all,domicile,total non-uk,1047
the university of bradford,england,All undergraduate,full-time,total,total,6780
the university of bradford,england,All undergraduate,part-time,total,total,1082
the university of bradford,england,All undergraduate,all,domicile,total uk,6980
the university of bradford,england,All undergraduate,all,total,total,7862
the university of bradford,england,All undergraduate,all,domicile,total non-uk,882
the university of bradford,england,all,full-time,total,total,7493
the university of bradford,england,all,part-time,total,total,3201
the university of bradford,england,all,all,domicile,total uk,8765
the university of bradford,england,all,all,domicile,total non-uk,1929
bretton hall college of he,england,all,all,total,total,2570
bretton hall college of he,england,All postgraduate,full-time,total,total,275
bretton hall college of he,england,All postgraduate,part-time,total,total,278
bretton hall college of he,england,All postgraduate,all,domicile,total uk,540
bretton hall college of he,england,All postgraduate,all,total,total,553
bretton hall college of he,england,All postgraduate,all,domicile,total non-uk,13
bretton hall college of he,england,All undergraduate,full-time,total,total,1980
bretton hall college of he,england,All undergraduate,part-time,total,total,37
bretton hall college of he,england,All undergraduate,all,domicile,total uk,1994
bretton hall college of he,england,All undergraduate,all,total,total,2017
bretton hall college of he,england,All undergraduate,all,domicile,total non-uk,23
bretton hall college of he,england,all,full-time,total,total,2255
bretton hall college of he,england,all,part-time,total,total,315
bretton hall college of he,england,all,all,domicile,total uk,2534
bretton hall college of he,england,all,all,domicile,total non-uk,36
the university of brighton,england,all,all,total,total,14219
the university of brighton,england,All postgraduate,full-time,total,total,548
the university of brighton,england,All postgraduate,part-time,total,total,1440
the university of brighton,england,All postgraduate,all,domicile,total uk,1839
the university of brighton,england,All postgraduate,all,total,total,1988
the university of brighton,england,All postgraduate,all,domicile,total non-uk,149
the university of brighton,england,All undergraduate,full-time,total,total,9252
the university of brighton,england,All undergraduate,part-time,total,total,2979
the university of brighton,england,All undergraduate,all,domicile,total uk,10798
the university of brighton,england,All undergraduate,all,total,total,12231
the university of brighton,england,All undergraduate,all,domicile,total non-uk,1433
the university of brighton,england,all,full-time,total,total,9800
the university of brighton,england,all,part-time,total,total,4419
the university of brighton,england,all,all,domicile,total uk,12637
the university of brighton,england,all,all,domicile,total non-uk,1582
the university of bristol,england,all,all,total,total,17916
the university of bristol,england,All postgraduate,full-time,total,total,1992
the university of bristol,england,All postgraduate,part-time,total,total,3055
the university of bristol,england,All postgraduate,all,domicile,total uk,3836
the university of bristol,england,All postgraduate,all,total,total,5047
the university of bristol,england,All postgraduate,all,domicile,total non-uk,1211
the university of bristol,england,All undergraduate,full-time,total,total,9053
the university of bristol,england,All undergraduate,part-time,total,total,3816
the university of bristol,england,All undergraduate,all,domicile,total uk,11787
the university of bristol,england,All undergraduate,all,total,total,12869
the university of bristol,england,All undergraduate,all,domicile,total non-uk,1082
the university of bristol,england,all,full-time,total,total,11045
the university of bristol,england,all,part-time,total,total,6871
the university of bristol,england,all,all,domicile,total uk,15623
the university of bristol,england,all,all,domicile,total non-uk,2293
brunel university,england,all,all,total,total,13863
brunel university,england,All postgraduate,full-time,total,total,1235
brunel university,england,All postgraduate,part-time,total,total,2932
brunel university,england,All postgraduate,all,domicile,total uk,3387
brunel university,england,All postgraduate,all,total,total,4167
brunel university,england,All postgraduate,all,domicile,total non-uk,780
brunel university,england,All undergraduate,full-time,total,total,8538
brunel university,england,All undergraduate,part-time,total,total,1158
brunel university,england,All undergraduate,all,domicile,total uk,9022
brunel university,england,All undergraduate,all,total,total,9696
brunel university,england,All undergraduate,all,domicile,total non-uk,674
brunel university,england,all,full-time,total,total,9773
brunel university,england,all,part-time,total,total,4090
brunel university,england,all,all,domicile,total uk,12409
brunel university,england,all,all,domicile,total non-uk,1454
buckinghamshire college of he,england,all,all,total,total,7646
buckinghamshire college of he,england,All postgraduate,full-time,total,total,127
buckinghamshire college of he,england,All postgraduate,part-time,total,total,1077
buckinghamshire college of he,england,All postgraduate,all,domicile,total uk,613
buckinghamshire college of he,england,All postgraduate,all,total,total,1204
buckinghamshire college of he,england,All postgraduate,all,domicile,total non-uk,591
buckinghamshire college of he,england,All undergraduate,full-time,total,total,5073
buckinghamshire college of he,england,All undergraduate,part-time,total,total,1369
buckinghamshire college of he,england,All undergraduate,all,domicile,total uk,5892
buckinghamshire college of he,england,All undergraduate,all,total,total,6442
buckinghamshire college of he,england,All undergraduate,all,domicile,total non-uk,550
buckinghamshire college of he,england,all,full-time,total,total,5200
buckinghamshire college of he,england,all,part-time,total,total,2446
buckinghamshire college of he,england,all,all,domicile,total uk,6505
buckinghamshire college of he,england,all,all,domicile,total non-uk,1141
the university of cambridge,england,all,all,total,total,19603
the university of cambridge,england,All postgraduate,full-time,total,total,4190
the university of cambridge,england,All postgraduate,part-time,total,total,2192
the university of cambridge,england,All postgraduate,all,domicile,total uk,3527
the university of cambridge,england,All postgraduate,all,total,total,6382
the university of cambridge,england,All postgraduate,all,domicile,total non-uk,2855
the university of cambridge,england,All undergraduate,full-time,total,total,10755
the university of cambridge,england,All undergraduate,part-time,total,total,2466
the university of cambridge,england,All undergraduate,all,domicile,total uk,12133
the university of cambridge,england,All undergraduate,all,total,total,13221
the university of cambridge,england,All undergraduate,all,domicile,total non-uk,1088
the university of cambridge,england,all,full-time,total,total,14945
the university of cambridge,england,all,part-time,total,total,4658
the university of cambridge,england,all,all,domicile,total uk,15660
the university of cambridge,england,all,all,domicile,total non-uk,3943
canterbury christ church college,england,all,all,total,total,8726
canterbury christ church college,england,All postgraduate,full-time,total,total,533
canterbury christ church college,england,All postgraduate,part-time,total,total,2086
canterbury christ church college,england,All postgraduate,all,domicile,total uk,2559
canterbury christ church college,england,All postgraduate,all,total,total,2619
canterbury christ church college,england,All postgraduate,all,domicile,total non-uk,60
canterbury christ church college,england,All undergraduate,full-time,total,total,4211
canterbury christ church college,england,All undergraduate,part-time,total,total,1896
canterbury christ church college,england,All undergraduate,all,domicile,total uk,5940
canterbury christ church college,england,All undergraduate,all,total,total,6107
canterbury christ church college,england,All undergraduate,all,domicile,total non-uk,167
canterbury christ church college,england,all,full-time,total,total,4744
canterbury christ church college,england,all,part-time,total,total,3982
canterbury christ church college,england,all,all,domicile,total uk,8499
canterbury christ church college,england,all,all,domicile,total non-uk,227
the university of central england in birmingham,england,all,all,total,total,19220
the university of central england in birmingham,england,All postgraduate,full-time,total,total,1043
the university of central england in birmingham,england,All postgraduate,part-time,total,total,2121
the university of central england in birmingham,england,All postgraduate,all,domicile,total uk,2931
the university of central england in birmingham,england,All postgraduate,all,total,total,3164
the university of central england in birmingham,england,All postgraduate,all,domicile,total non-uk,233
the university of central england in birmingham,england,All undergraduate,full-time,total,total,9699
the university of central england in birmingham,england,All undergraduate,part-time,total,total,6357
the university of central england in birmingham,england,All undergraduate,all,domicile,total uk,15229
the university of central england in birmingham,england,All undergraduate,all,total,total,16056
the university of central england in birmingham,england,All undergraduate,all,domicile,total non-uk,827
the university of central england in birmingham,england,all,full-time,total,total,10742
the university of central england in birmingham,england,all,part-time,total,total,8478
the university of central england in birmingham,england,all,all,domicile,total uk,18160
the university of central england in birmingham,england,all,all,domicile,total non-uk,1060
the university of central lancashire,england,all,all,total,total,19790
the university of central lancashire,england,All postgraduate,full-time,total,total,401
the university of central lancashire,england,All postgraduate,part-time,total,total,1257
the university of central lancashire,england,All postgraduate,all,domicile,total uk,1584
the university of central lancashire,england,All postgraduate,all,total,total,1658
the university of central lancashire,england,All postgraduate,all,domicile,total non-uk,74
the university of central lancashire,england,All undergraduate,full-time,total,total,11232
the university of central lancashire,england,All undergraduate,part-time,total,total,6900
the university of central lancashire,england,All undergraduate,all,domicile,total uk,17040
the university of central lancashire,england,All undergraduate,all,total,total,18132
the university of central lancashire,england,All undergraduate,all,domicile,total non-uk,1092
the university of central lancashire,england,all,full-time,total,total,11633
the university of central lancashire,england,all,part-time,total,total,8157
the university of central lancashire,england,all,all,domicile,total uk,18624
the university of central lancashire,england,all,all,domicile,total non-uk,1166
central school of speech and drama,england,all,all,total,total,683
central school of speech and drama,england,All postgraduate,full-time,total,total,130
central school of speech and drama,england,All postgraduate,part-time,total,total,81
central school of speech and drama,england,All postgraduate,all,domicile,total uk,175
central school of speech and drama,england,All postgraduate,all,total,total,211
central school of speech and drama,england,All postgraduate,all,domicile,total non-uk,36
central school of speech and drama,england,All undergraduate,full-time,total,total,471
central school of speech and drama,england,All undergraduate,part-time,total,total,1
central school of speech and drama,england,All undergraduate,all,domicile,total uk,432
central school of speech and drama,england,All undergraduate,all,total,total,472
central school of speech and drama,england,All undergraduate,all,domicile,total non-uk,40
central school of speech and drama,england,all,full-time,total,total,601
central school of speech and drama,england,all,part-time,total,total,82
central school of speech and drama,england,all,all,domicile,total uk,607
central school of speech and drama,england,all,all,domicile,total non-uk,76
charing cross & westminster medical school,england,all,all,total,total,1088
charing cross & westminster medical school,england,All postgraduate,full-time,total,total,44
charing cross & westminster medical school,england,All postgraduate,part-time,total,total,175
charing cross & westminster medical school,england,All postgraduate,all,domicile,total uk,198
charing cross & westminster medical school,england,All postgraduate,all,total,total,219
charing cross & westminster medical school,england,All postgraduate,all,domicile,total non-uk,21
charing cross & westminster medical school,england,All undergraduate,full-time,total,total,869
charing cross & westminster medical school,england,All undergraduate,part-time,total,total,0
charing cross & westminster medical school,england,All undergraduate,all,domicile,total uk,819
charing cross & westminster medical school,england,All undergraduate,all,total,total,869
charing cross & westminster medical school,england,All undergraduate,all,domicile,total non-uk,50
charing cross & westminster medical school,england,all,full-time,total,total,913
charing cross & westminster medical school,england,all,part-time,total,total,175
charing cross & westminster medical school,england,all,all,domicile,total uk,1017
charing cross & westminster medical school,england,all,all,domicile,total non-uk,71
cheltenham and gloucester college of he,england,all,all,total,total,8001
cheltenham and gloucester college of he,england,All postgraduate,full-time,total,total,382
cheltenham and gloucester college of he,england,All postgraduate,part-time,total,total,632
cheltenham and gloucester college of he,england,All postgraduate,all,domicile,total uk,985
cheltenham and gloucester college of he,england,All postgraduate,all,total,total,1014
cheltenham and gloucester college of he,england,All postgraduate,all,domicile,total non-uk,29
cheltenham and gloucester college of he,england,All undergraduate,full-time,total,total,5211
cheltenham and gloucester college of he,england,All undergraduate,part-time,total,total,1776
cheltenham and gloucester college of he,england,All undergraduate,all,domicile,total uk,6821
cheltenham and gloucester college of he,england,All undergraduate,all,total,total,6987
cheltenham and gloucester college of he,england,All undergraduate,all,domicile,total non-uk,166
cheltenham and gloucester college of he,england,all,full-time,total,total,5593
cheltenham and gloucester college of he,england,all,part-time,total,total,2408
cheltenham and gloucester college of he,england,all,all,domicile,total uk,7806
cheltenham and gloucester college of he,england,all,all,domicile,total non-uk,195
chester college of he,england,all,all,total,total,4905
chester college of he,england,All postgraduate,full-time,total,total,149
chester college of he,england,All postgraduate,part-time,total,total,1307
chester college of he,england,All postgraduate,all,domicile,total uk,1425
chester college of he,england,All postgraduate,all,total,total,1456
chester college of he,england,All postgraduate,all,domicile,total non-uk,31
chester college of he,england,All undergraduate,full-time,total,total,2608
chester college of he,england,All undergraduate,part-time,total,total,841
chester college of he,england,All undergraduate,all,domicile,total uk,3413
chester college of he,england,All undergraduate,all,total,total,3449
chester college of he,england,All undergraduate,all,domicile,total non-uk,36
chester college of he,england,all,full-time,total,total,2757
chester college of he,england,all,part-time,total,total,2148
chester college of he,england,all,all,domicile,total uk,4838
chester college of he,england,all,all,domicile,total non-uk,67
chichester institute of higher education,england,all,all,total,total,3712
chichester institute of higher education,england,All postgraduate,full-time,total,total,191
chichester institute of higher education,england,All postgraduate,part-time,total,total,855
chichester institute of higher education,england,All postgraduate,all,domicile,total uk,1041
chichester institute of higher education,england,All postgraduate,all,total,total,1046
chichester institute of higher education,england,All postgraduate,all,domicile,total non-uk,5
chichester institute of higher education,england,All undergraduate,full-time,total,total,2317
chichester institute of higher education,england,All undergraduate,part-time,total,total,349
chichester institute of higher education,england,All undergraduate,all,domicile,total uk,2529
chichester institute of higher education,england,All undergraduate,all,total,total,2666
chichester institute of higher education,england,All undergraduate,all,domicile,total non-uk,137
chichester institute of higher education,england,all,full-time,total,total,2508
chichester institute of higher education,england,all,part-time,total,total,1204
chichester institute of higher education,england,all,all,domicile,total uk,3570
chichester institute of higher education,england,all,all,domicile,total non-uk,142
city university,england,all,all,total,total,11913
city university,england,All postgraduate,full-time,total,total,1555
city university,england,All postgraduate,part-time,total,total,3194
city university,england,All postgraduate,all,domicile,total uk,3466
city university,england,All postgraduate,all,total,total,4749
city university,england,All postgraduate,all,domicile,total non-uk,1283
city university,england,All undergraduate,full-time,total,total,4613
city university,england,All undergraduate,part-time,total,total,2551
city university,england,All undergraduate,all,domicile,total uk,6118
city university,england,All undergraduate,all,total,total,7164
city university,england,All undergraduate,all,domicile,total non-uk,1046
city university,england,all,full-time,total,total,6168
city university,england,all,part-time,total,total,5745
city university,england,all,all,domicile,total uk,9584
city university,england,all,all,domicile,total non-uk,2329
the college of guidance studies,england,all,all,total,total,236
the college of guidance studies,england,All postgraduate,full-time,total,total,41
the college of guidance studies,england,All postgraduate,part-time,total,total,71
the college of guidance studies,england,All postgraduate,all,domicile,total uk,112
the college of guidance studies,england,All postgraduate,all,total,total,112
the college of guidance studies,england,All postgraduate,all,domicile,total non-uk,0
the college of guidance studies,england,All undergraduate,full-time,total,total,0
the college of guidance studies,england,All undergraduate,part-time,total,total,124
the college of guidance studies,england,All undergraduate,all,domicile,total uk,124
the college of guidance studies,england,All undergraduate,all,total,total,124
the college of guidance studies,england,All undergraduate,all,domicile,total non-uk,0
the college of guidance studies,england,all,full-time,total,total,41
the college of guidance studies,england,all,part-time,total,total,195
the college of guidance studies,england,all,all,domicile,total uk,236
the college of guidance studies,england,all,all,domicile,total non-uk,0
coventry university,england,all,all,total,total,15457
coventry university,england,All postgraduate,full-time,total,total,632
coventry university,england,All postgraduate,part-time,total,total,899
coventry university,england,All postgraduate,all,domicile,total uk,1039
coventry university,england,All postgraduate,all,total,total,1531
coventry university,england,All postgraduate,all,domicile,total non-uk,492
coventry university,england,All undergraduate,full-time,total,total,10618
coventry university,england,All undergraduate,part-time,total,total,3308
coventry university,england,All undergraduate,all,domicile,total uk,11664
coventry university,england,All undergraduate,all,total,total,13926
coventry university,england,All undergraduate,all,domicile,total non-uk,2262
coventry university,england,all,full-time,total,total,11250
coventry university,england,all,part-time,total,total,4207
coventry university,england,all,all,domicile,total uk,12703
coventry university,england,all,all,domicile,total non-uk,2754
cranfield university,england,all,all,total,total,3564
cranfield university,england,All postgraduate,full-time,total,total,1512
cranfield university,england,All postgraduate,part-time,total,total,1304
cranfield university,england,All postgraduate,all,domicile,total uk,1908
cranfield university,england,All postgraduate,all,total,total,2816
cranfield university,england,All postgraduate,all,domicile,total non-uk,908
cranfield university,england,All undergraduate,full-time,total,total,748
cranfield university,england,All undergraduate,part-time,total,total,0
cranfield university,england,All undergraduate,all,domicile,total uk,667
cranfield university,england,All undergraduate,all,total,total,748
cranfield university,england,All undergraduate,all,domicile,total non-uk,81
cranfield university,england,all,full-time,total,total,2260
cranfield university,england,all,part-time,total,total,1304
cranfield university,england,all,all,domicile,total uk,2575
cranfield university,england,all,all,domicile,total non-uk,989
dartington college of arts,england,all,all,total,total,454
dartington college of arts,england,All postgraduate,full-time,total,total,3
dartington college of arts,england,All postgraduate,part-time,total,total,6
dartington college of arts,england,All postgraduate,all,domicile,total uk,8
dartington college of arts,england,All postgraduate,all,total,total,9
dartington college of arts,england,All postgraduate,all,domicile,total non-uk,1
dartington college of arts,england,All undergraduate,full-time,total,total,440
dartington college of arts,england,All undergraduate,part-time,total,total,5
dartington college of arts,england,All undergraduate,all,domicile,total uk,424
dartington college of arts,england,All undergraduate,all,total,total,445
dartington college of arts,england,All undergraduate,all,domicile,total non-uk,21
dartington college of arts,england,all,full-time,total,total,443
dartington college of arts,england,all,part-time,total,total,11
dartington college of arts,england,all,all,domicile,total uk,432
dartington college of arts,england,all,all,domicile,total non-uk,22
de montfort university,england,all,all,total,total,22531
de montfort university,england,All postgraduate,full-time,total,total,1082
de montfort university,england,All postgraduate,part-time,total,total,2408
de montfort university,england,All postgraduate,all,domicile,total uk,3072
de montfort university,england,All postgraduate,all,total,total,3490
de montfort university,england,All postgraduate,all,domicile,total non-uk,418
de montfort university,england,All undergraduate,full-time,total,total,16146
de montfort university,england,All undergraduate,part-time,total,total,2895
de montfort university,england,All undergraduate,all,domicile,total uk,17844
de montfort university,england,All undergraduate,all,total,total,19041
de montfort university,england,All undergraduate,all,domicile,total non-uk,1197
de montfort university,england,all,full-time,total,total,17228
de montfort university,england,all,part-time,total,total,5303
de montfort university,england,all,all,domicile,total uk,20916
de montfort university,england,all,all,domicile,total non-uk,1615
university of derby,england,all,all,total,total,11704
university of derby,england,All postgraduate,full-time,total,total,279
university of derby,england,All postgraduate,part-time,total,total,1023
university of derby,england,All postgraduate,all,domicile,total uk,1214
university of derby,england,All postgraduate,all,total,total,1302
university of derby,england,All postgraduate,all,domicile,total non-uk,88
university of derby,england,All undergraduate,full-time,total,total,8605
university of derby,england,All undergraduate,part-time,total,total,1797
university of derby,england,All undergraduate,all,domicile,total uk,10017
university of derby,england,All undergraduate,all,total,total,10402
university of derby,england,All undergraduate,all,domicile,total non-uk,385
university of derby,england,all,full-time,total,total,8884
university of derby,england,all,part-time,total,total,2820
university of derby,england,all,all,domicile,total uk,11231
university of derby,england,all,all,domicile,total non-uk,473
university of durham,england,all,all,total,total,11376
university of durham,england,All postgraduate,full-time,total,total,1253
university of durham,england,All postgraduate,part-time,total,total,1642
university of durham,england,All postgraduate,all,domicile,total uk,2352
university of durham,england,All postgraduate,all,total,total,2895
university of durham,england,All postgraduate,all,domicile,total non-uk,543
university of durham,england,All undergraduate,full-time,total,total,7885
university of durham,england,All undergraduate,part-time,total,total,596
university of durham,england,All undergraduate,all,domicile,total uk,8034
university of durham,england,All undergraduate,all,total,total,8481
university of durham,england,All undergraduate,all,domicile,total non-uk,447
university of durham,england,all,full-time,total,total,9138
university of durham,england,all,part-time,total,total,2238
university of durham,england,all,all,domicile,total uk,10386
university of durham,england,all,all,domicile,total non-uk,990
the university of east anglia,england,all,all,total,total,10554
the university of east anglia,england,All postgraduate,full-time,total,total,1319
the university of east anglia,england,All postgraduate,part-time,total,total,1262
the university of east anglia,england,All postgraduate,all,domicile,total uk,1951
the university of east anglia,england,All postgraduate,all,total,total,2581
the university of east anglia,england,All postgraduate,all,domicile,total non-uk,630
the university of east anglia,england,All undergraduate,full-time,total,total,6116
the university of east anglia,england,All undergraduate,part-time,total,total,1857
the university of east anglia,england,All undergraduate,all,domicile,total uk,7149
the university of east anglia,england,All undergraduate,all,total,total,7973
the university of east anglia,england,All undergraduate,all,domicile,total non-uk,824
the university of east anglia,england,all,full-time,total,total,7435
the university of east anglia,england,all,part-time,total,total,3119
the university of east anglia,england,all,all,domicile,total uk,9100
the university of east anglia,england,all,all,domicile,total non-uk,1454
the university of east london,england,all,all,total,total,11968
the university of east london,england,All postgraduate,full-time,total,total,576
the university of east london,england,All postgraduate,part-time,total,total,1688
the university of east london,england,All postgraduate,all,domicile,total uk,1969
the university of east london,england,All postgraduate,all,total,total,2264
