HE provider,Country of HE provider,Level of study,Mode of study,Category marker,Category,Number
bishop grosseteste college,england,All postgraduate,all,domicile,total non-uk,0
bishop grosseteste college,england,All undergraduate,all,total,total,785
bishop grosseteste college,england,All undergraduate,full-time,total,total,785
bishop grosseteste college,england,All undergraduate,part-time,total,total,0
bishop grosseteste college,england,All undergraduate,all,domicile,total uk,785
bishop grosseteste college,england,All undergraduate,all,domicile,total non-uk,0
bishop grosseteste college,england,all,full-time,total,total,815
bishop grosseteste college,england,all,part-time,total,total,215
bishop grosseteste college,england,all,all,domicile,total uk,1030
bishop grosseteste college,england,all,all,domicile,total non-uk,0
bolton institute of higher education,england,all,all,total,total,6565
bolton institute of higher education,england,All postgraduate,all,total,total,1265
bolton institute of higher education,england,All postgraduate,full-time,total,total,400
bolton institute of higher education,england,All postgraduate,part-time,total,total,865
bolton institute of higher education,england,All postgraduate,all,domicile,total uk,1195
bolton institute of higher education,england,All postgraduate,all,domicile,total non-uk,70
bolton institute of higher education,england,All undergraduate,all,total,total,5300
bolton institute of higher education,england,All undergraduate,full-time,total,total,3200
bolton institute of higher education,england,All undergraduate,part-time,total,total,2100
bolton institute of higher education,england,All undergraduate,all,domicile,total uk,4970
bolton institute of higher education,england,All undergraduate,all,domicile,total non-uk,325
bolton institute of higher education,england,all,full-time,total,total,3600
bolton institute of higher education,england,all,part-time,total,total,2965
bolton institute of higher education,england,all,all,domicile,total uk,6165
bolton institute of higher education,england,all,all,domicile,total non-uk,395
bournemouth university,england,all,all,total,total,13085
bournemouth university,england,All postgraduate,all,total,total,1945
bournemouth university,england,All postgraduate,full-time,total,total,1010
bournemouth university,england,All postgraduate,part-time,total,total,935
bournemouth university,england,All postgraduate,all,domicile,total uk,1245
bournemouth university,england,All postgraduate,all,domicile,total non-uk,700
bournemouth university,england,All undergraduate,all,total,total,11140
bournemouth university,england,All undergraduate,full-time,total,total,8555
bournemouth university,england,All undergraduate,part-time,total,total,2585
bournemouth university,england,All undergraduate,all,domicile,total uk,10655
bournemouth university,england,All undergraduate,all,domicile,total non-uk,490
bournemouth university,england,all,full-time,total,total,9565
bournemouth university,england,all,part-time,total,total,3520
bournemouth university,england,all,all,domicile,total uk,11900
bournemouth university,england,all,all,domicile,total non-uk,1190
the university of bradford,england,all,all,total,total,11590
the university of bradford,england,All postgraduate,all,total,total,3165
the university of bradford,england,All postgraduate,full-time,total,total,770
the university of bradford,england,All postgraduate,part-time,total,total,2395
the university of bradford,england,All postgraduate,all,domicile,total uk,2045
the university of bradford,england,All postgraduate,all,domicile,total non-uk,1120
the university of bradford,england,All undergraduate,all,total,total,8425
the university of bradford,england,All undergraduate,full-time,total,total,6275
the university of bradford,england,All undergraduate,part-time,total,total,2150
the university of bradford,england,All undergraduate,all,domicile,total uk,7680
the university of bradford,england,All undergraduate,all,domicile,total non-uk,745
the university of bradford,england,all,full-time,total,total,7045
the university of bradford,england,all,part-time,total,total,4545
the university of bradford,england,all,all,domicile,total uk,9725
the university of bradford,england,all,all,domicile,total non-uk,1865
bretton hall college of he,england,all,all,total,total,2575
bretton hall college of he,england,All postgraduate,all,total,total,325
bretton hall college of he,england,All postgraduate,full-time,total,total,165
bretton hall college of he,england,All postgraduate,part-time,total,total,160
bretton hall college of he,england,All postgraduate,all,domicile,total uk,320
bretton hall college of he,england,All postgraduate,all,domicile,total non-uk,5
bretton hall college of he,england,All undergraduate,all,total,total,2250
bretton hall college of he,england,All undergraduate,full-time,total,total,2015
bretton hall college of he,england,All undergraduate,part-time,total,total,235
bretton hall college of he,england,All undergraduate,all,domicile,total uk,2205
bretton hall college of he,england,All undergraduate,all,domicile,total non-uk,45
bretton hall college of he,england,all,full-time,total,total,2180
bretton hall college of he,england,all,part-time,total,total,395
bretton hall college of he,england,all,all,domicile,total uk,2525
bretton hall college of he,england,all,all,domicile,total non-uk,50
the university of brighton,england,all,all,total,total,18035
the university of brighton,england,All postgraduate,all,total,total,2810
the university of brighton,england,All postgraduate,full-time,total,total,1005
the university of brighton,england,All postgraduate,part-time,total,total,1805
the university of brighton,england,All postgraduate,all,domicile,total uk,2325
the university of brighton,england,All postgraduate,all,domicile,total non-uk,480
the university of brighton,england,All undergraduate,all,total,total,15225
the university of brighton,england,All undergraduate,full-time,total,total,10760
the university of brighton,england,All undergraduate,part-time,total,total,4465
the university of brighton,england,All undergraduate,all,domicile,total uk,13255
the university of brighton,england,All undergraduate,all,domicile,total non-uk,1970
the university of brighton,england,all,full-time,total,total,11765
the university of brighton,england,all,part-time,total,total,6270
the university of brighton,england,all,all,domicile,total uk,15580
the university of brighton,england,all,all,domicile,total non-uk,2450
the university of bristol,england,all,all,total,total,20215
the university of bristol,england,All postgraduate,all,total,total,6720
the university of bristol,england,All postgraduate,full-time,total,total,2275
the university of bristol,england,All postgraduate,part-time,total,total,4445
the university of bristol,england,All postgraduate,all,domicile,total uk,4980
the university of bristol,england,All postgraduate,all,domicile,total non-uk,1735
the university of bristol,england,All undergraduate,all,total,total,13495
the university of bristol,england,All undergraduate,full-time,total,total,9645
the university of bristol,england,All undergraduate,part-time,total,total,3850
the university of bristol,england,All undergraduate,all,domicile,total uk,12550
the university of bristol,england,All undergraduate,all,domicile,total non-uk,945
the university of bristol,england,all,full-time,total,total,11920
the university of bristol,england,all,part-time,total,total,8295
the university of bristol,england,all,all,domicile,total uk,17530
the university of bristol,england,all,all,domicile,total non-uk,2680
brunel university,england,all,all,total,total,14670
brunel university,england,All postgraduate,all,total,total,4735
brunel university,england,All postgraduate,full-time,total,total,1340
brunel university,england,All postgraduate,part-time,total,total,3395
brunel university,england,All postgraduate,all,domicile,total uk,3305
brunel university,england,All postgraduate,all,domicile,total non-uk,1435
brunel university,england,All undergraduate,all,total,total,9930
brunel university,england,All undergraduate,full-time,total,total,8960
brunel university,england,All undergraduate,part-time,total,total,970
brunel university,england,All undergraduate,all,domicile,total uk,9325
brunel university,england,All undergraduate,all,domicile,total non-uk,610
brunel university,england,all,full-time,total,total,10300
brunel university,england,all,part-time,total,total,4365
brunel university,england,all,all,domicile,total uk,12630
brunel university,england,all,all,domicile,total non-uk,2045
buckinghamshire chilterns university college,england,all,all,total,total,9510
buckinghamshire chilterns university college,england,All postgraduate,all,total,total,800
buckinghamshire chilterns university college,england,All postgraduate,full-time,total,total,165
buckinghamshire chilterns university college,england,All postgraduate,part-time,total,total,635
buckinghamshire chilterns university college,england,All postgraduate,all,domicile,total uk,655
buckinghamshire chilterns university college,england,All postgraduate,all,domicile,total non-uk,145
buckinghamshire chilterns university college,england,All undergraduate,all,total,total,8705
buckinghamshire chilterns university college,england,All undergraduate,full-time,total,total,5750
buckinghamshire chilterns university college,england,All undergraduate,part-time,total,total,2960
buckinghamshire chilterns university college,england,All undergraduate,all,domicile,total uk,7930
buckinghamshire chilterns university college,england,All undergraduate,all,domicile,total non-uk,775
buckinghamshire chilterns university college,england,all,full-time,total,total,5915
buckinghamshire chilterns university college,england,all,part-time,total,total,3595
buckinghamshire chilterns university college,england,all,all,domicile,total uk,8585
buckinghamshire chilterns university college,england,all,all,domicile,total non-uk,920
the university of cambridge,england,all,all,total,total,23795
the university of cambridge,england,All postgraduate,all,total,total,8015
the university of cambridge,england,All postgraduate,full-time,total,total,4370
the university of cambridge,england,All postgraduate,part-time,total,total,3650
the university of cambridge,england,All postgraduate,all,domicile,total uk,4455
the university of cambridge,england,All postgraduate,all,domicile,total non-uk,3560
the university of cambridge,england,All undergraduate,all,total,total,15775
the university of cambridge,england,All undergraduate,full-time,total,total,11070
the university of cambridge,england,All undergraduate,part-time,total,total,4710
the university of cambridge,england,All undergraduate,all,domicile,total uk,14410
the university of cambridge,england,All undergraduate,all,domicile,total non-uk,1370
the university of cambridge,england,all,full-time,total,total,15440
the university of cambridge,england,all,part-time,total,total,8360
the university of cambridge,england,all,all,domicile,total uk,18865
the university of cambridge,england,all,all,domicile,total non-uk,4930
the institute of cancer research,england,all,all,total,total,450
the institute of cancer research,england,All postgraduate,all,total,total,200
the institute of cancer research,england,All postgraduate,full-time,total,total,85
the institute of cancer research,england,All postgraduate,part-time,total,total,115
the institute of cancer research,england,All postgraduate,all,domicile,total uk,155
the institute of cancer research,england,All postgraduate,all,domicile,total non-uk,50
the institute of cancer research,england,All undergraduate,all,total,total,245
the institute of cancer research,england,All undergraduate,full-time,total,total,0
the institute of cancer research,england,All undergraduate,part-time,total,total,245
the institute of cancer research,england,All undergraduate,all,domicile,total uk,230
the institute of cancer research,england,All undergraduate,all,domicile,total non-uk,15
the institute of cancer research,england,all,full-time,total,total,85
the institute of cancer research,england,all,part-time,total,total,360
the institute of cancer research,england,all,all,domicile,total uk,385
the institute of cancer research,england,all,all,domicile,total non-uk,65
canterbury christ church university college,england,all,all,total,total,12650
canterbury christ church university college,england,All postgraduate,all,total,total,4070
canterbury christ church university college,england,All postgraduate,full-time,total,total,870
canterbury christ church university college,england,All postgraduate,part-time,total,total,3205
canterbury christ church university college,england,All postgraduate,all,domicile,total uk,3970
canterbury christ church university college,england,All postgraduate,all,domicile,total non-uk,100
canterbury christ church university college,england,All undergraduate,all,total,total,8580
canterbury christ church university college,england,All undergraduate,full-time,total,total,5240
canterbury christ church university college,england,All undergraduate,part-time,total,total,3340
canterbury christ church university college,england,All undergraduate,all,domicile,total uk,8125
canterbury christ church university college,england,All undergraduate,all,domicile,total non-uk,455
canterbury christ church university college,england,all,full-time,total,total,6110
canterbury christ church university college,england,all,part-time,total,total,6545
canterbury christ church university college,england,all,all,domicile,total uk,12095
canterbury christ church university college,england,all,all,domicile,total non-uk,555
the university of central england in birmingham,england,all,all,total,total,22270
the university of central england in birmingham,england,All postgraduate,all,total,total,3835
the university of central england in birmingham,england,All postgraduate,full-time,total,total,1265
the university of central england in birmingham,england,All postgraduate,part-time,total,total,2570
the university of central england in birmingham,england,All postgraduate,all,domicile,total uk,3330
the university of central england in birmingham,england,All postgraduate,all,domicile,total non-uk,505
the university of central england in birmingham,england,All undergraduate,all,total,total,18430
the university of central england in birmingham,england,All undergraduate,full-time,total,total,11070
the university of central england in birmingham,england,All undergraduate,part-time,total,total,7360
the university of central england in birmingham,england,All undergraduate,all,domicile,total uk,17400
the university of central england in birmingham,england,All undergraduate,all,domicile,total non-uk,1035
the university of central england in birmingham,england,all,full-time,total,total,12335
the university of central england in birmingham,england,all,part-time,total,total,9930
the university of central england in birmingham,england,all,all,domicile,total uk,20730
the university of central england in birmingham,england,all,all,domicile,total non-uk,1540
the university of central lancashire,england,all,all,total,total,24000
the university of central lancashire,england,All postgraduate,all,total,total,2485
the university of central lancashire,england,All postgraduate,full-time,total,total,470
the university of central lancashire,england,All postgraduate,part-time,total,total,2015
the university of central lancashire,england,All postgraduate,all,domicile,total uk,2205
the university of central lancashire,england,All postgraduate,all,domicile,total non-uk,285
the university of central lancashire,england,All undergraduate,all,total,total,21510
the university of central lancashire,england,All undergraduate,full-time,total,total,12865
the university of central lancashire,england,All undergraduate,part-time,total,total,8645
the university of central lancashire,england,All undergraduate,all,domicile,total uk,19505
the university of central lancashire,england,All undergraduate,all,domicile,total non-uk,2005
the university of central lancashire,england,all,full-time,total,total,13335
the university of central lancashire,england,all,part-time,total,total,10660
the university of central lancashire,england,all,all,domicile,total uk,21710
the university of central lancashire,england,all,all,domicile,total non-uk,2290
central school of speech and drama,england,all,all,total,total,690
central school of speech and drama,england,All postgraduate,all,total,total,285
central school of speech and drama,england,All postgraduate,full-time,total,total,220
central school of speech and drama,england,All postgraduate,part-time,total,total,65
central school of speech and drama,england,All postgraduate,all,domicile,total uk,250
central school of speech and drama,england,All postgraduate,all,domicile,total non-uk,40
central school of speech and drama,england,All undergraduate,all,total,total,405
central school of speech and drama,england,All undergraduate,full-time,total,total,405
central school of speech and drama,england,All undergraduate,part-time,total,total,0
central school of speech and drama,england,All undergraduate,all,domicile,total uk,360
central school of speech and drama,england,All undergraduate,all,domicile,total non-uk,45
central school of speech and drama,england,all,full-time,total,total,625
central school of speech and drama,england,all,part-time,total,total,65
central school of speech and drama,england,all,all,domicile,total uk,610
central school of speech and drama,england,all,all,domicile,total non-uk,85
chester college of he,england,all,all,total,total,6960
chester college of he,england,All postgraduate,all,total,total,950
chester college of he,england,All postgraduate,full-time,total,total,185
chester college of he,england,All postgraduate,part-time,total,total,765
chester college of he,england,All postgraduate,all,domicile,total uk,940
chester college of he,england,All postgraduate,all,domicile,total non-uk,10
chester college of he,england,All undergraduate,all,total,total,6010
chester college of he,england,All undergraduate,full-time,total,total,4435
chester college of he,england,All undergraduate,part-time,total,total,1575
chester college of he,england,All undergraduate,all,domicile,total uk,5855
chester college of he,england,All undergraduate,all,domicile,total non-uk,155
chester college of he,england,all,full-time,total,total,4620
chester college of he,england,all,part-time,total,total,2340
chester college of he,england,all,all,domicile,total uk,6795
chester college of he,england,all,all,domicile,total non-uk,165
university college chichester,england,all,all,total,total,4530
university college chichester,england,All postgraduate,all,total,total,1390
university college chichester,england,All postgraduate,full-time,total,total,265
university college chichester,england,All postgraduate,part-time,total,total,1120
university college chichester,england,All postgraduate,all,domicile,total uk,1360
university college chichester,england,All postgraduate,all,domicile,total non-uk,30
university college chichester,england,All undergraduate,all,total,total,3145
university college chichester,england,All undergraduate,full-time,total,total,2565
university college chichester,england,All undergraduate,part-time,total,total,580
university college chichester,england,All undergraduate,all,domicile,total uk,3020
university college chichester,england,All undergraduate,all,domicile,total non-uk,120
university college chichester,england,all,full-time,total,total,2830
university college chichester,england,all,part-time,total,total,1700
university college chichester,england,all,all,domicile,total uk,4380
university college chichester,england,all,all,domicile,total non-uk,150
city university,england,all,all,total,total,15755
city university,england,All postgraduate,all,total,total,5870
city university,england,All postgraduate,full-time,total,total,1995
city university,england,All postgraduate,part-time,total,total,3880
city university,england,All postgraduate,all,domicile,total uk,4090
city university,england,All postgraduate,all,domicile,total non-uk,1780
city university,england,All undergraduate,all,total,total,9880
city university,england,All undergraduate,full-time,total,total,5095
city university,england,All undergraduate,part-time,total,total,4785
city university,england,All undergraduate,all,domicile,total uk,8815
city university,england,All undergraduate,all,domicile,total non-uk,1065
city university,england,all,full-time,total,total,7090
city university,england,all,part-time,total,total,8665
city university,england,all,all,domicile,total uk,12905
city university,england,all,all,domicile,total non-uk,2845
coventry university,england,all,all,total,total,16935
coventry university,england,All postgraduate,all,total,total,2375
coventry university,england,All postgraduate,full-time,total,total,905
coventry university,england,All postgraduate,part-time,total,total,1465
coventry university,england,All postgraduate,all,domicile,total uk,1630
coventry university,england,All postgraduate,all,domicile,total non-uk,745
coventry university,england,All undergraduate,all,total,total,14560
coventry university,england,All undergraduate,full-time,total,total,10990
coventry university,england,All undergraduate,part-time,total,total,3575
coventry university,england,All undergraduate,all,domicile,total uk,12810
coventry university,england,All undergraduate,all,domicile,total non-uk,1750
coventry university,england,all,full-time,total,total,11895
coventry university,england,all,part-time,total,total,5040
coventry university,england,all,all,domicile,total uk,14440
coventry university,england,all,all,domicile,total non-uk,2495
cranfield university,england,all,all,total,total,4205
cranfield university,england,All postgraduate,all,total,total,3500
cranfield university,england,All postgraduate,full-time,total,total,2155
cranfield university,england,All postgraduate,part-time,total,total,1345
cranfield university,england,All postgraduate,all,domicile,total uk,2380
cranfield university,england,All postgraduate,all,domicile,total non-uk,1120
cranfield university,england,All undergraduate,all,total,total,705
cranfield university,england,All undergraduate,full-time,total,total,705
cranfield university,england,All undergraduate,part-time,total,total,0
cranfield university,england,All undergraduate,all,domicile,total uk,645
cranfield university,england,All undergraduate,all,domicile,total non-uk,60
cranfield university,england,all,full-time,total,total,2860
cranfield university,england,all,part-time,total,total,1345
cranfield university,england,all,all,domicile,total uk,3025
cranfield university,england,all,all,domicile,total non-uk,1180
cumbria institute of the arts,england,all,all,total,total,770
cumbria institute of the arts,england,All postgraduate,all,total,total,10
cumbria institute of the arts,england,All postgraduate,full-time,total,total,0
cumbria institute of the arts,england,All postgraduate,part-time,total,total,10
cumbria institute of the arts,england,All postgraduate,all,domicile,total uk,10
cumbria institute of the arts,england,All postgraduate,all,domicile,total non-uk,0
cumbria institute of the arts,england,All undergraduate,all,total,total,765
cumbria institute of the arts,england,All undergraduate,full-time,total,total,750
cumbria institute of the arts,england,All undergraduate,part-time,total,total,10
cumbria institute of the arts,england,All undergraduate,all,domicile,total uk,710
cumbria institute of the arts,england,All undergraduate,all,domicile,total non-uk,55
cumbria institute of the arts,england,all,full-time,total,total,750
cumbria institute of the arts,england,all,part-time,total,total,20
cumbria institute of the arts,england,all,all,domicile,total uk,720
cumbria institute of the arts,england,all,all,domicile,total non-uk,55
dartington college of arts,england,all,all,total,total,455
dartington college of arts,england,All postgraduate,all,total,total,65
dartington college of arts,england,All postgraduate,full-time,total,total,10
dartington college of arts,england,All postgraduate,part-time,total,total,55
dartington college of arts,england,All postgraduate,all,domicile,total uk,50
dartington college of arts,england,All postgraduate,all,domicile,total non-uk,15
dartington college of arts,england,All undergraduate,all,total,total,390
dartington college of arts,england,All undergraduate,full-time,total,total,385
dartington college of arts,england,All undergraduate,part-time,total,total,5
dartington college of arts,england,All undergraduate,all,domicile,total uk,360
dartington college of arts,england,All undergraduate,all,domicile,total non-uk,30
dartington college of arts,england,all,full-time,total,total,395
dartington college of arts,england,all,part-time,total,total,60
dartington college of arts,england,all,all,domicile,total uk,410
dartington college of arts,england,all,all,domicile,total non-uk,45
de montfort university,england,all,all,total,total,23535
de montfort university,england,All postgraduate,all,total,total,4420
de montfort university,england,All postgraduate,full-time,total,total,1400
de montfort university,england,All postgraduate,part-time,total,total,3015
de montfort university,england,All postgraduate,all,domicile,total uk,3730
de montfort university,england,All postgraduate,all,domicile,total non-uk,690
de montfort university,england,All undergraduate,all,total,total,19115
de montfort university,england,All undergraduate,full-time,total,total,15685
de montfort university,england,All undergraduate,part-time,total,total,3435
de montfort university,england,All undergraduate,all,domicile,total uk,17945
de montfort university,england,All undergraduate,all,domicile,total non-uk,1170
de montfort university,england,all,full-time,total,total,17085
de montfort university,england,all,part-time,total,total,6450
de montfort university,england,all,all,domicile,total uk,21675
de montfort university,england,all,all,domicile,total non-uk,1860
university of derby,england,all,all,total,total,11980
university of derby,england,All postgraduate,all,total,total,1725
university of derby,england,All postgraduate,full-time,total,total,295
university of derby,england,All postgraduate,part-time,total,total,1430
university of derby,england,All postgraduate,all,domicile,total uk,1555
university of derby,england,All postgraduate,all,domicile,total non-uk,170
university of derby,england,All undergraduate,all,total,total,10255
university of derby,england,All undergraduate,full-time,total,total,8205
university of derby,england,All undergraduate,part-time,total,total,2050
university of derby,england,All undergraduate,all,domicile,total uk,9870
university of derby,england,All undergraduate,all,domicile,total non-uk,385
university of derby,england,all,full-time,total,total,8500
university of derby,england,all,part-time,total,total,3480
university of derby,england,all,all,domicile,total uk,11425
university of derby,england,all,all,domicile,total non-uk,555
university of durham,england,all,all,total,total,13205
university of durham,england,All postgraduate,all,total,total,3470
university of durham,england,All postgraduate,full-time,total,total,1520
university of durham,england,All postgraduate,part-time,total,total,1945
university of durham,england,All postgraduate,all,domicile,total uk,2590
university of durham,england,All postgraduate,all,domicile,total non-uk,880
university of durham,england,All undergraduate,all,total,total,9735
university of durham,england,All undergraduate,full-time,total,total,9095
university of durham,england,All undergraduate,part-time,total,total,640
university of durham,england,All undergraduate,all,domicile,total uk,9200
university of durham,england,All undergraduate,all,domicile,total non-uk,535
university of durham,england,all,full-time,total,total,10615
university of durham,england,all,part-time,total,total,2585
university of durham,england,all,all,domicile,total uk,11790
university of durham,england,all,all,domicile,total non-uk,1415
the university of east anglia,england,all,all,total,total,12860
the university of east anglia,england,All postgraduate,all,total,total,3180
the university of east anglia,england,All postgraduate,full-time,total,total,1665
the university of east anglia,england,All postgraduate,part-time,total,total,1515
the university of east anglia,england,All postgraduate,all,domicile,total uk,2300
the university of east anglia,england,All postgraduate,all,domicile,total non-uk,875
the university of east anglia,england,All undergraduate,all,total,total,9680
the university of east anglia,england,All undergraduate,full-time,total,total,6375
the university of east anglia,england,All undergraduate,part-time,total,total,3305
the university of east anglia,england,All undergraduate,all,domicile,total uk,9130
the university of east anglia,england,All undergraduate,all,domicile,total non-uk,550
the university of east anglia,england,all,full-time,total,total,8040
the university of east anglia,england,all,part-time,total,total,4820
the university of east anglia,england,all,all,domicile,total uk,11430
the university of east anglia,england,all,all,domicile,total non-uk,1425
the university of east london,england,all,all,total,total,13050
the university of east london,england,All postgraduate,all,total,total,3500
the university of east london,england,All postgraduate,full-time,total,total,1095
the university of east london,england,All postgraduate,part-time,total,total,2400
the university of east london,england,All postgraduate,all,domicile,total uk,2805
the university of east london,england,All postgraduate,all,domicile,total non-uk,695
the university of east london,england,All undergraduate,all,total,total,9555
the university of east london,england,All undergraduate,full-time,total,total,7845
the university of east london,england,All undergraduate,part-time,total,total,1710
the university of east london,england,All undergraduate,all,domicile,total uk,8125
the university of east london,england,All undergraduate,all,domicile,total non-uk,1425
the university of east london,england,all,full-time,total,total,8940
the university of east london,england,all,part-time,total,total,4110
the university of east london,england,all,all,domicile,total uk,10930
the university of east london,england,all,all,domicile,total non-uk,2120
edge hill college of higher education,england,all,all,total,total,9180
edge hill college of higher education,england,All postgraduate,all,total,total,1395
edge hill college of higher education,england,All postgraduate,full-time,total,total,500
edge hill college of higher education,england,All postgraduate,part-time,total,total,895
edge hill college of higher education,england,All postgraduate,all,domicile,total uk,1385
edge hill college of higher education,england,All postgraduate,all,domicile,total non-uk,10
edge hill college of higher education,england,All undergraduate,all,total,total,7790
edge hill college of higher education,england,All undergraduate,full-time,total,total,4615
