HE provider,Country of HE provider,Level of study,Mode of study,Category marker,Category,Number
buckinghamshire college of he,england,All undergraduate,part-time,total,total,1446
buckinghamshire college of he,england,All undergraduate,all,domicile,total uk,6095
buckinghamshire college of he,england,All undergraduate,all,domicile,total non-uk,512
buckinghamshire college of he,england,All undergraduate,all,total,total,6607
buckinghamshire college of he,england,all,full-time,total,total,5299
buckinghamshire college of he,england,all,part-time,total,total,2268
buckinghamshire college of he,england,all,all,domicile,total uk,6678
buckinghamshire college of he,england,all,all,domicile,total non-uk,889
the university of cambridge,england,all,all,total,total,18827
the university of cambridge,england,All postgraduate,full-time,total,total,4048
the university of cambridge,england,All postgraduate,part-time,total,total,2163
the university of cambridge,england,All postgraduate,all,domicile,total uk,3505
the university of cambridge,england,All postgraduate,all,domicile,total non-uk,2706
the university of cambridge,england,All postgraduate,all,total,total,6211
the university of cambridge,england,All undergraduate,full-time,total,total,10719
the university of cambridge,england,All undergraduate,part-time,total,total,1897
the university of cambridge,england,All undergraduate,all,domicile,total uk,11565
the university of cambridge,england,All undergraduate,all,domicile,total non-uk,1051
the university of cambridge,england,All undergraduate,all,total,total,12616
the university of cambridge,england,all,full-time,total,total,14767
the university of cambridge,england,all,part-time,total,total,4060
the university of cambridge,england,all,all,domicile,total uk,15070
the university of cambridge,england,all,all,domicile,total non-uk,3757
canterbury christ church college,england,all,all,total,total,7830
canterbury christ church college,england,All postgraduate,full-time,total,total,467
canterbury christ church college,england,All postgraduate,part-time,total,total,1895
canterbury christ church college,england,All postgraduate,all,domicile,total uk,2306
canterbury christ church college,england,All postgraduate,all,domicile,total non-uk,56
canterbury christ church college,england,All postgraduate,all,total,total,2362
canterbury christ church college,england,All undergraduate,full-time,total,total,3682
canterbury christ church college,england,All undergraduate,part-time,total,total,1786
canterbury christ church college,england,All undergraduate,all,domicile,total uk,5339
canterbury christ church college,england,All undergraduate,all,domicile,total non-uk,129
canterbury christ church college,england,All undergraduate,all,total,total,5468
canterbury christ church college,england,all,full-time,total,total,4149
canterbury christ church college,england,all,part-time,total,total,3681
canterbury christ church college,england,all,all,domicile,total uk,7645
canterbury christ church college,england,all,all,domicile,total non-uk,185
the university of central england in birmingham,england,all,all,total,total,18227
the university of central england in birmingham,england,All postgraduate,full-time,total,total,936
the university of central england in birmingham,england,All postgraduate,part-time,total,total,2008
the university of central england in birmingham,england,All postgraduate,all,domicile,total uk,2763
the university of central england in birmingham,england,All postgraduate,all,domicile,total non-uk,181
the university of central england in birmingham,england,All postgraduate,all,total,total,2944
the university of central england in birmingham,england,All undergraduate,full-time,total,total,9963
the university of central england in birmingham,england,All undergraduate,part-time,total,total,5320
the university of central england in birmingham,england,All undergraduate,all,domicile,total uk,14595
the university of central england in birmingham,england,All undergraduate,all,domicile,total non-uk,688
the university of central england in birmingham,england,All undergraduate,all,total,total,15283
the university of central england in birmingham,england,all,full-time,total,total,10899
the university of central england in birmingham,england,all,part-time,total,total,7328
the university of central england in birmingham,england,all,all,domicile,total uk,17358
the university of central england in birmingham,england,all,all,domicile,total non-uk,869
the university of central lancashire,england,all,all,total,total,17406
the university of central lancashire,england,All postgraduate,full-time,total,total,403
the university of central lancashire,england,All postgraduate,part-time,total,total,1246
the university of central lancashire,england,All postgraduate,all,domicile,total uk,1602
the university of central lancashire,england,All postgraduate,all,domicile,total non-uk,47
the university of central lancashire,england,All postgraduate,all,total,total,1649
the university of central lancashire,england,All undergraduate,full-time,total,total,10565
the university of central lancashire,england,All undergraduate,part-time,total,total,5192
the university of central lancashire,england,All undergraduate,all,domicile,total uk,14527
the university of central lancashire,england,All undergraduate,all,domicile,total non-uk,1230
the university of central lancashire,england,All undergraduate,all,total,total,15757
the university of central lancashire,england,all,full-time,total,total,10968
the university of central lancashire,england,all,part-time,total,total,6438
the university of central lancashire,england,all,all,domicile,total uk,16129
the university of central lancashire,england,all,all,domicile,total non-uk,1277
central school of speech and drama,england,all,all,total,total,688
central school of speech and drama,england,All postgraduate,full-time,total,total,109
central school of speech and drama,england,All postgraduate,part-time,total,total,94
central school of speech and drama,england,All postgraduate,all,domicile,total uk,182
central school of speech and drama,england,All postgraduate,all,domicile,total non-uk,21
central school of speech and drama,england,All postgraduate,all,total,total,203
central school of speech and drama,england,All undergraduate,full-time,total,total,485
central school of speech and drama,england,All undergraduate,part-time,total,total,0
central school of speech and drama,england,All undergraduate,all,domicile,total uk,444
central school of speech and drama,england,All undergraduate,all,domicile,total non-uk,41
central school of speech and drama,england,All undergraduate,all,total,total,485
central school of speech and drama,england,all,full-time,total,total,594
central school of speech and drama,england,all,part-time,total,total,94
central school of speech and drama,england,all,all,domicile,total uk,626
central school of speech and drama,england,all,all,domicile,total non-uk,62
charing cross & westminster medical school,england,all,all,total,total,1104
charing cross & westminster medical school,england,All postgraduate,full-time,total,total,40
charing cross & westminster medical school,england,All postgraduate,part-time,total,total,155
charing cross & westminster medical school,england,All postgraduate,all,domicile,total uk,175
charing cross & westminster medical school,england,All postgraduate,all,domicile,total non-uk,20
charing cross & westminster medical school,england,All postgraduate,all,total,total,195
charing cross & westminster medical school,england,All undergraduate,full-time,total,total,909
charing cross & westminster medical school,england,All undergraduate,part-time,total,total,0
charing cross & westminster medical school,england,All undergraduate,all,domicile,total uk,844
charing cross & westminster medical school,england,All undergraduate,all,domicile,total non-uk,65
charing cross & westminster medical school,england,All undergraduate,all,total,total,909
charing cross & westminster medical school,england,all,full-time,total,total,949
charing cross & westminster medical school,england,all,part-time,total,total,155
charing cross & westminster medical school,england,all,all,domicile,total uk,1019
charing cross & westminster medical school,england,all,all,domicile,total non-uk,85
cheltenham and gloucester college of he,england,all,all,total,total,7942
cheltenham and gloucester college of he,england,All postgraduate,full-time,total,total,331
cheltenham and gloucester college of he,england,All postgraduate,part-time,total,total,441
cheltenham and gloucester college of he,england,All postgraduate,all,domicile,total uk,758
cheltenham and gloucester college of he,england,All postgraduate,all,domicile,total non-uk,14
cheltenham and gloucester college of he,england,All postgraduate,all,total,total,772
cheltenham and gloucester college of he,england,All undergraduate,full-time,total,total,5262
cheltenham and gloucester college of he,england,All undergraduate,part-time,total,total,1908
cheltenham and gloucester college of he,england,All undergraduate,all,domicile,total uk,7017
cheltenham and gloucester college of he,england,All undergraduate,all,domicile,total non-uk,153
cheltenham and gloucester college of he,england,All undergraduate,all,total,total,7170
cheltenham and gloucester college of he,england,all,full-time,total,total,5593
cheltenham and gloucester college of he,england,all,part-time,total,total,2349
cheltenham and gloucester college of he,england,all,all,domicile,total uk,7775
cheltenham and gloucester college of he,england,all,all,domicile,total non-uk,167
chester college of he,england,all,all,total,total,4595
chester college of he,england,All postgraduate,full-time,total,total,162
chester college of he,england,All postgraduate,part-time,total,total,1229
chester college of he,england,All postgraduate,all,domicile,total uk,1344
chester college of he,england,All postgraduate,all,domicile,total non-uk,47
chester college of he,england,All postgraduate,all,total,total,1391
chester college of he,england,All undergraduate,full-time,total,total,2604
chester college of he,england,All undergraduate,part-time,total,total,600
chester college of he,england,All undergraduate,all,domicile,total uk,3171
chester college of he,england,All undergraduate,all,domicile,total non-uk,33
chester college of he,england,All undergraduate,all,total,total,3204
chester college of he,england,all,full-time,total,total,2766
chester college of he,england,all,part-time,total,total,1829
chester college of he,england,all,all,domicile,total uk,4515
chester college of he,england,all,all,domicile,total non-uk,80
chichester institute of higher education,england,all,all,total,total,3747
chichester institute of higher education,england,All postgraduate,full-time,total,total,172
chichester institute of higher education,england,All postgraduate,part-time,total,total,798
chichester institute of higher education,england,All postgraduate,all,domicile,total uk,958
chichester institute of higher education,england,All postgraduate,all,domicile,total non-uk,12
chichester institute of higher education,england,All postgraduate,all,total,total,970
chichester institute of higher education,england,All undergraduate,full-time,total,total,2409
chichester institute of higher education,england,All undergraduate,part-time,total,total,368
chichester institute of higher education,england,All undergraduate,all,domicile,total uk,2653
chichester institute of higher education,england,All undergraduate,all,domicile,total non-uk,124
chichester institute of higher education,england,All undergraduate,all,total,total,2777
chichester institute of higher education,england,all,full-time,total,total,2581
chichester institute of higher education,england,all,part-time,total,total,1166
chichester institute of higher education,england,all,all,domicile,total uk,3611
chichester institute of higher education,england,all,all,domicile,total non-uk,136
city university,england,all,all,total,total,11209
city university,england,All postgraduate,full-time,total,total,1510
city university,england,All postgraduate,part-time,total,total,2830
city university,england,All postgraduate,all,domicile,total uk,3164
city university,england,All postgraduate,all,domicile,total non-uk,1176
city university,england,All postgraduate,all,total,total,4340
city university,england,All undergraduate,full-time,total,total,4427
city university,england,All undergraduate,part-time,total,total,2442
city university,england,All undergraduate,all,domicile,total uk,5891
city university,england,All undergraduate,all,domicile,total non-uk,978
city university,england,All undergraduate,all,total,total,6869
city university,england,all,full-time,total,total,5937
city university,england,all,part-time,total,total,5272
city university,england,all,all,domicile,total uk,9055
city university,england,all,all,domicile,total non-uk,2154
the college of guidance studies,england,all,all,total,total,269
the college of guidance studies,england,All postgraduate,full-time,total,total,45
the college of guidance studies,england,All postgraduate,part-time,total,total,81
the college of guidance studies,england,All postgraduate,all,domicile,total uk,125
the college of guidance studies,england,All postgraduate,all,domicile,total non-uk,1
the college of guidance studies,england,All postgraduate,all,total,total,126
the college of guidance studies,england,All undergraduate,full-time,total,total,0
the college of guidance studies,england,All undergraduate,part-time,total,total,143
the college of guidance studies,england,All undergraduate,all,domicile,total uk,143
the college of guidance studies,england,All undergraduate,all,domicile,total non-uk,0
the college of guidance studies,england,All undergraduate,all,total,total,143
the college of guidance studies,england,all,full-time,total,total,45
the college of guidance studies,england,all,part-time,total,total,224
the college of guidance studies,england,all,all,domicile,total uk,268
the college of guidance studies,england,all,all,domicile,total non-uk,1
coventry university,england,all,all,total,total,15022
coventry university,england,All postgraduate,full-time,total,total,615
coventry university,england,All postgraduate,part-time,total,total,837
coventry university,england,All postgraduate,all,domicile,total uk,1028
coventry university,england,All postgraduate,all,domicile,total non-uk,424
coventry university,england,All postgraduate,all,total,total,1452
coventry university,england,All undergraduate,full-time,total,total,10729
coventry university,england,All undergraduate,part-time,total,total,2841
coventry university,england,All undergraduate,all,domicile,total uk,11764
coventry university,england,All undergraduate,all,domicile,total non-uk,1806
coventry university,england,All undergraduate,all,total,total,13570
coventry university,england,all,full-time,total,total,11344
coventry university,england,all,part-time,total,total,3678
coventry university,england,all,all,domicile,total uk,12792
coventry university,england,all,all,domicile,total non-uk,2230
cranfield university,england,all,all,total,total,2944
cranfield university,england,All postgraduate,full-time,total,total,1550
cranfield university,england,All postgraduate,part-time,total,total,613
cranfield university,england,All postgraduate,all,domicile,total uk,1494
cranfield university,england,All postgraduate,all,domicile,total non-uk,669
cranfield university,england,All postgraduate,all,total,total,2163
cranfield university,england,All undergraduate,full-time,total,total,781
cranfield university,england,All undergraduate,part-time,total,total,0
cranfield university,england,All undergraduate,all,domicile,total uk,715
cranfield university,england,All undergraduate,all,domicile,total non-uk,66
cranfield university,england,All undergraduate,all,total,total,781
cranfield university,england,all,full-time,total,total,2331
cranfield university,england,all,part-time,total,total,613
cranfield university,england,all,all,domicile,total uk,2209
cranfield university,england,all,all,domicile,total non-uk,735
dartington college of arts,england,all,all,total,total,468
dartington college of arts,england,All postgraduate,full-time,total,total,3
dartington college of arts,england,All postgraduate,part-time,total,total,2
dartington college of arts,england,All postgraduate,all,domicile,total uk,5
dartington college of arts,england,All postgraduate,all,domicile,total non-uk,0
dartington college of arts,england,All postgraduate,all,total,total,5
dartington college of arts,england,All undergraduate,full-time,total,total,458
dartington college of arts,england,All undergraduate,part-time,total,total,5
dartington college of arts,england,All undergraduate,all,domicile,total uk,447
dartington college of arts,england,All undergraduate,all,domicile,total non-uk,16
dartington college of arts,england,All undergraduate,all,total,total,463
dartington college of arts,england,all,full-time,total,total,461
dartington college of arts,england,all,part-time,total,total,7
dartington college of arts,england,all,all,domicile,total uk,452
dartington college of arts,england,all,all,domicile,total non-uk,16
de montfort university,england,all,all,total,total,21242
de montfort university,england,All postgraduate,full-time,total,total,1293
de montfort university,england,All postgraduate,part-time,total,total,1574
de montfort university,england,All postgraduate,all,domicile,total uk,2440
de montfort university,england,All postgraduate,all,domicile,total non-uk,427
de montfort university,england,All postgraduate,all,total,total,2867
de montfort university,england,All undergraduate,full-time,total,total,15797
de montfort university,england,All undergraduate,part-time,total,total,2578
de montfort university,england,All undergraduate,all,domicile,total uk,16775
de montfort university,england,All undergraduate,all,domicile,total non-uk,1600
de montfort university,england,All undergraduate,all,total,total,18375
de montfort university,england,all,full-time,total,total,17090
de montfort university,england,all,part-time,total,total,4152
de montfort university,england,all,all,domicile,total uk,19215
de montfort university,england,all,all,domicile,total non-uk,2027
university of derby,england,all,all,total,total,11842
university of derby,england,All postgraduate,full-time,total,total,285
university of derby,england,All postgraduate,part-time,total,total,1024
university of derby,england,All postgraduate,all,domicile,total uk,1222
university of derby,england,All postgraduate,all,domicile,total non-uk,87
university of derby,england,All postgraduate,all,total,total,1309
university of derby,england,All undergraduate,full-time,total,total,8585
university of derby,england,All undergraduate,part-time,total,total,1948
university of derby,england,All undergraduate,all,domicile,total uk,10241
university of derby,england,All undergraduate,all,domicile,total non-uk,292
university of derby,england,All undergraduate,all,total,total,10533
university of derby,england,all,full-time,total,total,8870
university of derby,england,all,part-time,total,total,2972
university of derby,england,all,all,domicile,total uk,11463
university of derby,england,all,all,domicile,total non-uk,379
university of durham,england,all,all,total,total,11920
university of durham,england,All postgraduate,full-time,total,total,1214
university of durham,england,All postgraduate,part-time,total,total,2135
university of durham,england,All postgraduate,all,domicile,total uk,2478
university of durham,england,All postgraduate,all,domicile,total non-uk,871
university of durham,england,All postgraduate,all,total,total,3349
university of durham,england,All undergraduate,full-time,total,total,7260
university of durham,england,All undergraduate,part-time,total,total,1311
university of durham,england,All undergraduate,all,domicile,total uk,8140
university of durham,england,All undergraduate,all,domicile,total non-uk,431
university of durham,england,All undergraduate,all,total,total,8571
university of durham,england,all,full-time,total,total,8474
university of durham,england,all,part-time,total,total,3446
university of durham,england,all,all,domicile,total uk,10618
university of durham,england,all,all,domicile,total non-uk,1302
the university of east anglia,england,all,all,total,total,9997
the university of east anglia,england,All postgraduate,full-time,total,total,1233
the university of east anglia,england,All postgraduate,part-time,total,total,1225
the university of east anglia,england,All postgraduate,all,domicile,total uk,1918
the university of east anglia,england,All postgraduate,all,domicile,total non-uk,540
the university of east anglia,england,All postgraduate,all,total,total,2458
the university of east anglia,england,All undergraduate,full-time,total,total,6062
the university of east anglia,england,All undergraduate,part-time,total,total,1477
the university of east anglia,england,All undergraduate,all,domicile,total uk,6773
the university of east anglia,england,All undergraduate,all,domicile,total non-uk,766
the university of east anglia,england,All undergraduate,all,total,total,7539
the university of east anglia,england,all,full-time,total,total,7295
the university of east anglia,england,all,part-time,total,total,2702
the university of east anglia,england,all,all,domicile,total uk,8691
the university of east anglia,england,all,all,domicile,total non-uk,1306
the university of east london,england,all,all,total,total,12278
the university of east london,england,All postgraduate,full-time,total,total,486
