HE provider,Country of HE provider,Level of study,Mode of study,Category marker,Category,Number
University of Bedfordshire,England,All,All,Total,Total,15655
University of Bedfordshire,England,All,Full-time,Total,Total,10730
University of Bedfordshire,England,All,Part-time,Total,Total,4925
Queen's University Belfast,Northern Ireland,All,All,Domicile,Total Non-UK,2590
Queen's University Belfast,Northern Ireland,All,All,Total,Total,23855
Queen's University Belfast,Northern Ireland,All,Full-time,Total,Total,17730
Queen's University Belfast,Northern Ireland,All,Part-time,Total,Total,6120
BIMM University,England,All,All,Domicile,Total Non-UK,105
BIMM University,England,All,All,Total,Total,2225
BIMM University,England,All,Full-time,Total,Total,2225
Birkbeck College,England,All,All,Domicile,Total Non-UK,1435
Birkbeck College,England,All,All,Total,Total,13935
Birkbeck College,England,All,Full-time,Total,Total,3370
Birkbeck College,England,All,Part-time,Total,Total,10565
Birmingham City University,England,All,All,Domicile,Total Non-UK,2795
Birmingham City University,England,All,All,Total,Total,23335
Birmingham City University,England,All,Full-time,Total,Total,18375
Birmingham City University,England,All,Part-time,Total,Total,4960
The University of Birmingham,England,All,All,Domicile,Total Non-UK,8295
The University of Birmingham,England,All,All,Total,Total,34160
The University of Birmingham,England,All,Full-time,Total,Total,27300
The University of Birmingham,England,All,Part-time,Total,Total,6855
University College Birmingham,England,All,All,Domicile,Total Non-UK,1175
University College Birmingham,England,All,All,Total,Total,4855
University College Birmingham,England,All,Full-time,Total,Total,3955
University College Birmingham,England,All,Part-time,Total,Total,895
Bishop Grosseteste University,England,All,All,Domicile,Total Non-UK,5
Bishop Grosseteste University,England,All,All,Total,Total,2290
Bishop Grosseteste University,England,All,Full-time,Total,Total,2085
Bishop Grosseteste University,England,All,Part-time,Total,Total,210
Bloomsbury Institute,England,All,All,Domicile,Total Non-UK,0
Bloomsbury Institute,England,All,All,Total,Total,940
Bloomsbury Institute,England,All,Full-time,Total,Total,940
The University of Bolton,England,All,All,Domicile,Total Non-UK,540
The University of Bolton,England,All,All,Total,Total,6385
The University of Bolton,England,All,Full-time,Total,Total,4390
The University of Bolton,England,All,Part-time,Total,Total,1995
The Arts University Bournemouth,England,All,All,Domicile,Total Non-UK,430
The Arts University Bournemouth,England,All,All,Total,Total,2955
The Arts University Bournemouth,England,All,Full-time,Total,Total,2905
The Arts University Bournemouth,England,All,Part-time,Total,Total,50
Bournemouth University,England,All,All,Domicile,Total Non-UK,2575
Bournemouth University,England,All,All,Total,Total,18225
Bournemouth University,England,All,Full-time,Total,Total,13765
Bournemouth University,England,All,Part-time,Total,Total,4460
BPP University,England,All,All,Domicile,Total Non-UK,1010
BPP University,England,All,All,Total,Total,4835
BPP University,England,All,Full-time,Total,Total,4115
BPP University,England,All,Part-time,Total,Total,720
The University of Bradford,England,All,All,Domicile,Total Non-UK,1940
The University of Bradford,England,All,All,Total,Total,11520
The University of Bradford,England,All,Full-time,Total,Total,8890
The University of Bradford,England,All,Part-time,Total,Total,2635
The University of Brighton,England,All,All,Domicile,Total Non-UK,2910
The University of Brighton,England,All,All,Total,Total,20685
The University of Brighton,England,All,Full-time,Total,Total,15790
The University of Brighton,England,All,Part-time,Total,Total,4895
The University of Bristol,England,All,All,Domicile,Total Non-UK,4915
The University of Bristol,England,All,All,Total,Total,21555
The University of Bristol,England,All,Full-time,Total,Total,19885
The University of Bristol,England,All,Part-time,Total,Total,1670
Brit College,England,All,All,Domicile,Total Non-UK,220
Brit College,England,All,All,Total,Total,535
Brit College,England,All,Full-time,Total,Total,535
Brunel University London,England,All,All,Domicile,Total Non-UK,4385
Brunel University London,England,All,All,Total,Total,13720
Brunel University London,England,All,Full-time,Total,Total,12470
Brunel University London,England,All,Part-time,Total,Total,1255
Buckinghamshire New University,England,All,All,Domicile,Total Non-UK,810
Buckinghamshire New University,England,All,All,Total,Total,9035
Buckinghamshire New University,England,All,Full-time,Total,Total,6310
Buckinghamshire New University,England,All,Part-time,Total,Total,2720
The University of Buckingham,England,All,All,Domicile,Total Non-UK,880
The University of Buckingham,England,All,All,Total,Total,2245
The University of Buckingham,England,All,Full-time,Total,Total,2120
The University of Buckingham,England,All,Part-time,Total,Total,125
UK College of Business and Computing,England,All,All,Domicile,Total Non-UK,0
UK College of Business and Computing,England,All,All,Total,Total,1705
UK College of Business and Computing,England,All,Full-time,Total,Total,1705
London College of Business Studies,England,All,All,Domicile,Total Non-UK,0
London College of Business Studies,England,All,All,Total,Total,510
London College of Business Studies,England,All,Full-time,Total,Total,510
The University of Cambridge,England,All,All,Domicile,Total Non-UK,6370
The University of Cambridge,England,All,All,Total,Total,19515
The University of Cambridge,England,All,Full-time,Total,Total,18185
The University of Cambridge,England,All,Part-time,Total,Total,1330
The Institute of Cancer Research,England,All,All,Domicile,Total Non-UK,20
The Institute of Cancer Research,England,All,All,Total,Total,300
The Institute of Cancer Research,England,All,Full-time,Total,Total,80
The Institute of Cancer Research,England,All,Part-time,Total,Total,215
Canterbury Christ Church University,England,All,All,Domicile,Total Non-UK,850
Canterbury Christ Church University,England,All,All,Total,Total,16020
Canterbury Christ Church University,England,All,Full-time,Total,Total,11055
Canterbury Christ Church University,England,All,Part-time,Total,Total,4965
Cardiff University,Wales,All,All,Domicile,Total Non-UK,6990
Cardiff University,Wales,All,All,Total,Total,30480
Cardiff University,Wales,All,Full-time,Total,Total,22385
Cardiff University,Wales,All,Part-time,Total,Total,8100
Cardiff Metropolitan University,Wales,All,All,Domicile,Total Non-UK,4720
Cardiff Metropolitan University,Wales,All,All,Total,Total,13670
Cardiff Metropolitan University,Wales,All,Full-time,Total,Total,12010
Cardiff Metropolitan University,Wales,All,Part-time,Total,Total,1660
The University of Central Lancashire,England,All,All,Domicile,Total Non-UK,2880
The University of Central Lancashire,England,All,All,Total,Total,25655
The University of Central Lancashire,England,All,Full-time,Total,Total,17390
The University of Central Lancashire,England,All,Part-time,Total,Total,8265
University of Chester,England,All,All,Domicile,Total Non-UK,1285
University of Chester,England,All,All,Total,Total,15130
University of Chester,England,All,Full-time,Total,Total,10440
University of Chester,England,All,Part-time,Total,Total,4685
The University of Chichester,England,All,All,Domicile,Total Non-UK,140
The University of Chichester,England,All,All,Total,Total,5445
The University of Chichester,England,All,Full-time,Total,Total,4585
The University of Chichester,England,All,Part-time,Total,Total,860
Chicken Shed Theatre Company,England,All,All,Domicile,Total Non-UK,0
Chicken Shed Theatre Company,England,All,All,Total,Total,75
Chicken Shed Theatre Company,England,All,Full-time,Total,Total,75
The College of Integrated Chinese Medicine,England,All,All,Domicile,Total Non-UK,5
The College of Integrated Chinese Medicine,England,All,All,Total,Total,210
The College of Integrated Chinese Medicine,England,All,Full-time,Total,Total,210
The City College,England,All,All,Domicile,Total Non-UK,0
The City College,England,All,All,Total,Total,260
The City College,England,All,Full-time,Total,Total,260
"City, University of London",England,All,All,Domicile,Total Non-UK,7215
"City, University of London",England,All,All,Total,Total,18280
"City, University of London",England,All,Full-time,Total,Total,14560
"City, University of London",England,All,Part-time,Total,Total,3715
The Academy of Contemporary Music,England,All,All,Domicile,Total Non-UK,45
The Academy of Contemporary Music,England,All,All,Total,Total,765
The Academy of Contemporary Music,England,All,Full-time,Total,Total,765
Conservatoire for Dance and Drama,England,All,All,Domicile,Total Non-UK,390
Conservatoire for Dance and Drama,England,All,All,Total,Total,1260
Conservatoire for Dance and Drama,England,All,Full-time,Total,Total,1245
Conservatoire for Dance and Drama,England,All,Part-time,Total,Total,15
Courtauld Institute of Art,England,All,All,Domicile,Total Non-UK,160
Courtauld Institute of Art,England,All,All,Total,Total,470
Courtauld Institute of Art,England,All,Full-time,Total,Total,450
Courtauld Institute of Art,England,All,Part-time,Total,Total,20
Coventry University,England,All,All,Domicile,Total Non-UK,9100
Coventry University,England,All,All,Total,Total,27600
Coventry University,England,All,Full-time,Total,Total,22270
Coventry University,England,All,Part-time,Total,Total,5330
Cranfield University,England,All,All,Domicile,Total Non-UK,2320
Cranfield University,England,All,All,Total,Total,4150
Cranfield University,England,All,Full-time,Total,Total,2435
Cranfield University,England,All,Part-time,Total,Total,1715
University for the Creative Arts,England,All,All,Domicile,Total Non-UK,670
University for the Creative Arts,England,All,All,Total,Total,4805
University for the Creative Arts,England,All,Full-time,Total,Total,4615
University for the Creative Arts,England,All,Part-time,Total,Total,190
University of Cumbria,England,All,All,Domicile,Total Non-UK,290
University of Cumbria,England,All,All,Total,Total,9065
University of Cumbria,England,All,Full-time,Total,Total,6325
University of Cumbria,England,All,Part-time,Total,Total,2740
De Montfort University,England,All,All,Domicile,Total Non-UK,2810
De Montfort University,England,All,All,Total,Total,19650
De Montfort University,England,All,Full-time,Total,Total,15335
De Montfort University,England,All,Part-time,Total,Total,4315
University of Derby,England,All,All,Domicile,Total Non-UK,1305
University of Derby,England,All,All,Total,Total,15935
University of Derby,England,All,Full-time,Total,Total,10760
University of Derby,England,All,Part-time,Total,Total,5175
The University of Dundee,Scotland,All,All,Domicile,Total Non-UK,2515
The University of Dundee,Scotland,All,All,Total,Total,15180
The University of Dundee,Scotland,All,Full-time,Total,Total,10435
The University of Dundee,Scotland,All,Part-time,Total,Total,4745
University of Durham,England,All,All,Domicile,Total Non-UK,4640
University of Durham,England,All,All,Total,Total,17595
University of Durham,England,All,Full-time,Total,Total,16080
University of Durham,England,All,Part-time,Total,Total,1520
The University of East Anglia,England,All,All,Domicile,Total Non-UK,4065
The University of East Anglia,England,All,All,Total,Total,16165
The University of East Anglia,England,All,Full-time,Total,Total,13640
The University of East Anglia,England,All,Part-time,Total,Total,2525
The University of East London,England,All,All,Domicile,Total Non-UK,1785
The University of East London,England,All,All,Total,Total,15855
The University of East London,England,All,Full-time,Total,Total,12085
The University of East London,England,All,Part-time,Total,Total,3765
Edge Hill University,England,All,All,Domicile,Total Non-UK,255
Edge Hill University,England,All,All,Total,Total,16170
Edge Hill University,England,All,Full-time,Total,Total,10855
Edge Hill University,England,All,Part-time,Total,Total,5315
Edinburgh Napier University,Scotland,All,All,Domicile,Total Non-UK,2770
Edinburgh Napier University,Scotland,All,All,Total,Total,13125
Edinburgh Napier University,Scotland,All,Full-time,Total,Total,10460
Edinburgh Napier University,Scotland,All,Part-time,Total,Total,2665
The University of Edinburgh,Scotland,All,All,Domicile,Total Non-UK,10075
The University of Edinburgh,Scotland,All,All,Total,Total,28880
The University of Edinburgh,Scotland,All,Full-time,Total,Total,25975
The University of Edinburgh,Scotland,All,Part-time,Total,Total,2905
Empire College London Limited,England,All,All,Domicile,Total Non-UK,0
Empire College London Limited,England,All,All,Total,Total,120
Empire College London Limited,England,All,Full-time,Total,Total,120
The University of Essex,England,All,All,Domicile,Total Non-UK,4690
The University of Essex,England,All,All,Total,Total,14435
The University of Essex,England,All,Full-time,Total,Total,12185
The University of Essex,England,All,Part-time,Total,Total,2250
East End Computing and Business College Limited,England,All,All,Domicile,Total Non-UK,0
East End Computing and Business College Limited,England,All,All,Total,Total,485
East End Computing and Business College Limited,England,All,Full-time,Total,Total,485
EThames Graduate School Limited,England,All,All,Domicile,Total Non-UK,5
EThames Graduate School Limited,England,All,All,Total,Total,585
EThames Graduate School Limited,England,All,Full-time,Total,Total,400
EThames Graduate School Limited,England,All,Part-time,Total,Total,185
The University of Exeter,England,All,All,Domicile,Total Non-UK,5225
The University of Exeter,England,All,All,Total,Total,20555
The University of Exeter,England,All,Full-time,Total,Total,19370
The University of Exeter,England,All,Part-time,Total,Total,1185
Falmouth University,England,All,All,Domicile,Total Non-UK,305
Falmouth University,England,All,All,Total,Total,4280
Falmouth University,England,All,Full-time,Total,Total,4075
Falmouth University,England,All,Part-time,Total,Total,205
Fairfield School of Business Ltd,England,All,All,Domicile,Total Non-UK,5
Fairfield School of Business Ltd,England,All,All,Total,Total,585
Fairfield School of Business Ltd,England,All,Full-time,Total,Total,585
Met Film School Limited,England,All,All,Domicile,Total Non-UK,75
Met Film School Limited,England,All,All,Total,Total,145
Met Film School Limited,England,All,Full-time,Total,Total,145
The National Film and Television School,England,All,All,Domicile,Total Non-UK,60
The National Film and Television School,England,All,All,Total,Total,225
The National Film and Television School,England,All,Full-time,Total,Total,225
ForMission Ltd,England,All,All,Domicile,Total Non-UK,0
ForMission Ltd,England,All,All,Total,Total,155
ForMission Ltd,England,All,Full-time,Total,Total,150
ForMission Ltd,England,All,Part-time,Total,Total,0
Futureworks,England,All,All,Domicile,Total Non-UK,5
Futureworks,England,All,All,Total,Total,180
Futureworks,England,All,Full-time,Total,Total,180
Glasgow Caledonian University,Scotland,All,All,Domicile,Total Non-UK,2255
Glasgow Caledonian University,Scotland,All,All,Total,Total,16930
Glasgow Caledonian University,Scotland,All,Full-time,Total,Total,13555
Glasgow Caledonian University,Scotland,All,Part-time,Total,Total,3380
Glasgow School of Art,Scotland,All,All,Domicile,Total Non-UK,500
Glasgow School of Art,Scotland,All,All,Total,Total,1840
Glasgow School of Art,Scotland,All,Full-time,Total,Total,1715
Glasgow School of Art,Scotland,All,Part-time,Total,Total,125
The University of Glasgow,Scotland,All,All,Domicile,Total Non-UK,7335
The University of Glasgow,Scotland,All,All,Total,Total,26815
The University of Glasgow,Scotland,All,Full-time,Total,Total,22705
The University of Glasgow,Scotland,All,Part-time,Total,Total,4110
University of Gloucestershire,England,All,All,Domicile,Total Non-UK,380
University of Gloucestershire,England,All,All,Total,Total,7855
University of Gloucestershire,England,All,Full-time,Total,Total,6460
University of Gloucestershire,England,All,Part-time,Total,Total,1395
Glyndŵr University,Wales,All,All,Domicile,Total Non-UK,1685
Glyndŵr University,Wales,All,All,Total,Total,6765
Glyndŵr University,Wales,All,Full-time,Total,Total,3845
Glyndŵr University,Wales,All,Part-time,Total,Total,2925
Goldsmiths College,England,All,All,Domicile,Total Non-UK,2115
Goldsmiths College,England,All,All,Total,Total,8165
Goldsmiths College,England,All,Full-time,Total,Total,6980
Goldsmiths College,England,All,Part-time,Total,Total,1185
Grafton College,England,All,All,Domicile,Total Non-UK,135
Grafton College,England,All,All,Total,Total,975
Grafton College,England,All,Full-time,Total,Total,975
The University of Greenwich,England,All,All,Domicile,Total Non-UK,4245
The University of Greenwich,England,All,All,Total,Total,21295
The University of Greenwich,England,All,Full-time,Total,Total,15425
The University of Greenwich,England,All,Part-time,Total,Total,5870
GSM London,England,All,All,Domicile,Total Non-UK,165
GSM London,England,All,All,Total,Total,7215
GSM London,England,All,Full-time,Total,Total,7145
GSM London,England,All,Part-time,Total,Total,65
Guildhall School of Music and Drama,England,All,All,Domicile,Total Non-UK,295
Guildhall School of Music and Drama,England,All,All,Total,Total,905
Guildhall School of Music and Drama,England,All,Full-time,Total,Total,840
Guildhall School of Music and Drama,England,All,Part-time,Total,Total,70
Harper Adams University,England,All,All,Domicile,Total Non-UK,215
Harper Adams University,England,All,All,Total,Total,5045
Harper Adams University,England,All,Full-time,Total,Total,2365
Harper Adams University,England,All,Part-time,Total,Total,2680
Heriot-Watt University,Scotland,All,All,Domicile,Total Non-UK,3685
Heriot-Watt University,Scotland,All,All,Total,Total,10705
Heriot-Watt University,Scotland,All,Full-time,Total,Total,8695
Heriot-Watt University,Scotland,All,Part-time,Total,Total,2010
University of Hertfordshire,England,All,All,Domicile,Total Non-UK,4165
University of Hertfordshire,England,All,All,Total,Total,24880
University of Hertfordshire,England,All,Full-time,Total,Total,17360
University of Hertfordshire,England,All,Part-time,Total,Total,7520
Heythrop College,England,All,All,Domicile,Total Non-UK,80
Heythrop College,England,All,All,Total,Total,700
Heythrop College,England,All,Full-time,Total,Total,410
Heythrop College,England,All,Part-time,Total,Total,295
Holborn College Limited,England,All,All,Domicile,Total Non-UK,75
Holborn College Limited,England,All,All,Total,Total,425
Holborn College Limited,England,All,Full-time,Total,Total,425
The University of Huddersfield,England,All,All,Domicile,Total Non-UK,3220
The University of Huddersfield,England,All,All,Total,Total,19620
The University of Huddersfield,England,All,Full-time,Total,Total,15195
The University of Huddersfield,England,All,Part-time,Total,Total,4425
The University of Hull,England,All,All,Domicile,Total Non-UK,3115
The University of Hull,England,All,All,Total,Total,17010
The University of Hull,England,All,Full-time,Total,Total,13420
The University of Hull,England,All,Part-time,Total,Total,3590
ICON College of Technology and Management,England,All,All,Domicile,Total Non-UK,0
ICON College of Technology and Management,England,All,All,Total,Total,1465
ICON College of Technology and Management,England,All,Full-time,Total,Total,1465
"Imperial College of Science, Technology and Medicine",England,All,All,Domicile,Total Non-UK,7965
"Imperial College of Science, Technology and Medicine",England,All,All,Total,Total,16610
"Imperial College of Science, Technology and Medicine",England,All,Full-time,Total,Total,15270
"Imperial College of Science, Technology and Medicine",England,All,Part-time,Total,Total,1340
Institute of Education,England,All,All,Domicile,Total Non-UK,855
Institute of Education,England,All,All,Total,Total,5670
Institute of Education,England,All,Full-time,Total,Total,2485
Institute of Education,England,All,Part-time,Total,Total,3180
Institute of Contemporary Music Performance,England,All,All,Domicile,Total Non-UK,200
Institute of Contemporary Music Performance,England,All,All,Total,Total,725
Institute of Contemporary Music Performance,England,All,Full-time,Total,Total,725
Keele University,England,All,All,Domicile,Total Non-UK,1500
Keele University,England,All,All,Total,Total,9635
Keele University,England,All,Full-time,Total,Total,7420
Keele University,England,All,Part-time,Total,Total,2210
Kensington College of Business,England,All,All,Domicile,Total Non-UK,0
Kensington College of Business,England,All,All,Total,Total,270
Kensington College of Business,England,All,Full-time,Total,Total,270
The University of Kent,England,All,All,Domicile,Total Non-UK,4685
The University of Kent,England,All,All,Total,Total,18985
The University of Kent,England,All,Full-time,Total,Total,17240
The University of Kent,England,All,Part-time,Total,Total,1740
King's College London,England,All,All,Domicile,Total Non-UK,8365
King's College London,England,All,All,Total,Total,28720
King's College London,England,All,Full-time,Total,Total,20495
King's College London,England,All,Part-time,Total,Total,8225
Kingston University,England,All,All,Domicile,Total Non-UK,4055
Kingston University,England,All,All,Total,Total,21915
Kingston University,England,All,Full-time,Total,Total,17660
Kingston University,England,All,Part-time,Total,Total,4250
The University of Lancaster,England,All,All,Domicile,Total Non-UK,4355
The University of Lancaster,England,All,All,Total,Total,12965
The University of Lancaster,England,All,Full-time,Total,Total,11450
The University of Lancaster,England,All,Part-time,Total,Total,1515
Leeds Arts University,England,All,All,Domicile,Total Non-UK,30
Leeds Arts University,England,All,All,Total,Total,1170
Leeds Arts University,England,All,Full-time,Total,Total,1150
Leeds Arts University,England,All,Part-time,Total,Total,25
Leeds Beckett University,England,All,All,Domicile,Total Non-UK,2070
Leeds Beckett University,England,All,All,Total,Total,26025
Leeds Beckett University,England,All,Full-time,Total,Total,18845
Leeds Beckett University,England,All,Part-time,Total,Total,7180
The University of Leeds,England,All,All,Domicile,Total Non-UK,6195
The University of Leeds,England,All,All,Total,Total,31030
The University of Leeds,England,All,Full-time,Total,Total,27725
The University of Leeds,England,All,Part-time,Total,Total,3305
Leeds Trinity University,England,All,All,Domicile,Total Non-UK,40
Leeds Trinity University,England,All,All,Total,Total,3505
Leeds Trinity University,England,All,Full-time,Total,Total,2990
Leeds Trinity University,England,All,Part-time,Total,Total,520
The University of Leicester,England,All,All,Domicile,Total Non-UK,6055
The University of Leicester,England,All,All,Total,Total,17995
The University of Leicester,England,All,Full-time,Total,Total,15280
The University of Leicester,England,All,Part-time,Total,Total,2715
The University of Lincoln,England,All,All,Domicile,Total Non-UK,1700
The University of Lincoln,England,All,All,Total,Total,13265
The University of Lincoln,England,All,Full-time,Total,Total,10510
The University of Lincoln,England,All,Part-time,Total,Total,2755
Liverpool Hope University,England,All,All,Domicile,Total Non-UK,220
Liverpool Hope University,England,All,All,Total,Total,5550
Liverpool Hope University,England,All,Full-time,Total,Total,4320
Liverpool Hope University,England,All,Part-time,Total,Total,1230
Liverpool John Moores University,England,All,All,Domicile,Total Non-UK,1275
Liverpool John Moores University,England,All,All,Total,Total,20635
Liverpool John Moores University,England,All,Full-time,Total,Total,17765
Liverpool John Moores University,England,All,Part-time,Total,Total,2870
The Liverpool Institute for Performing Arts,England,All,All,Domicile,Total Non-UK,160
The Liverpool Institute for Performing Arts,England,All,All,Total,Total,715
The Liverpool Institute for Performing Arts,England,All,Full-time,Total,Total,715
The University of Liverpool,England,All,All,Domicile,Total Non-UK,6865
The University of Liverpool,England,All,All,Total,Total,22715
The University of Liverpool,England,All,Full-time,Total,Total,20345
The University of Liverpool,England,All,Part-time,Total,Total,2370
"University of the Arts, London",England,All,All,Domicile,Total Non-UK,8140
"University of the Arts, London",England,All,All,Total,Total,17775
"University of the Arts, London",England,All,Full-time,Total,Total,16505
"University of the Arts, London",England,All,Part-time,Total,Total,1270
London School of Business and Finance (UK) Limited,England,All,All,Domicile,Total Non-UK,125
London School of Business and Finance (UK) Limited,England,All,All,Total,Total,2810
London School of Business and Finance (UK) Limited,England,All,Full-time,Total,Total,2810
London Bridge Business Academy,England,All,All,Domicile,Total Non-UK,0
London Bridge Business Academy,England,All,All,Total,Total,115
London Bridge Business Academy,England,All,Full-time,Total,Total,115
London Business School,England,All,All,Domicile,Total Non-UK,1240
London Business School,England,All,All,Total,Total,1790
London Business School,England,All,Full-time,Total,Total,1320
London Business School,England,All,Part-time,Total,Total,470
London Churchill College Ltd,England,All,All,Domicile,Total Non-UK,0
London Churchill College Ltd,England,All,All,Total,Total,765
London Churchill College Ltd,England,All,Full-time,Total,Total,765
City of London College,England,All,All,Domicile,Total Non-UK,0
City of London College,England,All,All,Total,Total,825
City of London College,England,All,Full-time,Total,Total,825
University of London (Institutes and activities),England,All,All,Domicile,Total Non-UK,110
University of London (Institutes and activities),England,All,All,Total,Total,235
University of London (Institutes and activities),England,All,Full-time,Total,Total,145
University of London (Institutes and activities),England,All,Part-time,Total,Total,90
London Centre of Contemporary Music,England,All,All,Domicile,Total Non-UK,110
London Centre of Contemporary Music,England,All,All,Total,Total,235
London Centre of Contemporary Music,England,All,Full-time,Total,Total,230
London Centre of Contemporary Music,England,All,Part-time,Total,Total,5
The London College UCK,England,All,All,Domicile,Total Non-UK,55
The London College UCK,England,All,All,Total,Total,800
The London College UCK,England,All,Full-time,Total,Total,715
The London College UCK,England,All,Part-time,Total,Total,85
London Metropolitan University,England,All,All,Domicile,Total Non-UK,1940
London Metropolitan University,England,All,All,Total,Total,14100
London Metropolitan University,England,All,Full-time,Total,Total,10835
London Metropolitan University,England,All,Part-time,Total,Total,3265
London School of Academics Ltd,England,All,All,Domicile,Total Non-UK,0
London School of Academics Ltd,England,All,All,Total,Total,80
London School of Academics Ltd,England,All,Full-time,Total,Total,80
London South Bank University,England,All,All,Domicile,Total Non-UK,1860
London South Bank University,England,All,All,Total,Total,17735
London South Bank University,England,All,Full-time,Total,Total,10485
London South Bank University,England,All,Part-time,Total,Total,7250
London School of Economics and Political Science,England,All,All,Domicile,Total Non-UK,7055
London School of Economics and Political Science,England,All,All,Total,Total,10600
London School of Economics and Political Science,England,All,Full-time,Total,Total,10100
London School of Economics and Political Science,England,All,Part-time,Total,Total,500
London School of Hygiene and Tropical Medicine,England,All,All,Domicile,Total Non-UK,605
London School of Hygiene and Tropical Medicine,England,All,All,Total,Total,1245
London School of Hygiene and Tropical Medicine,England,All,Full-time,Total,Total,690
London School of Hygiene and Tropical Medicine,England,All,Part-time,Total,Total,555
London School of Management Education,England,All,All,Domicile,Total Non-UK,35
London School of Management Education,England,All,All,Total,Total,130
London School of Management Education,England,All,Full-time,Total,Total,130
London School of Theology,England,All,All,Domicile,Total Non-UK,20
London School of Theology,England,All,All,Total,Total,195
London School of Theology,England,All,Full-time,Total,Total,170
London School of Theology,England,All,Part-time,Total,Total,25
Stratford College London Limited,England,All,All,Domicile,Total Non-UK,0
Stratford College London Limited,England,All,All,Total,Total,245
Stratford College London Limited,England,All,Full-time,Total,Total,245
London Studio Centre,England,All,All,Domicile,Total Non-UK,45
London Studio Centre,England,All,All,Total,Total,320
London Studio Centre,England,All,Full-time,Total,Total,320
West London College,England,All,All,Domicile,Total Non-UK,305
West London College,England,All,All,Total,Total,345
West London College,England,All,Full-time,Total,Total,345
The London Institute of Banking & Finance,England,All,All,Domicile,Total Non-UK,5
The London Institute of Banking & Finance,England,All,All,Total,Total,1025
The London Institute of Banking & Finance,England,All,Full-time,Total,Total,155
The London Institute of Banking & Finance,England,All,Part-time,Total,Total,870
Loughborough University,England,All,All,Domicile,Total Non-UK,2945
Loughborough University,England,All,All,Total,Total,15590
Loughborough University,England,All,Full-time,Total,Total,14025
Loughborough University,England,All,Part-time,Total,Total,1565
The Manchester Metropolitan University,England,All,All,Domicile,Total Non-UK,2150
The Manchester Metropolitan University,England,All,All,Total,Total,31355
The Manchester Metropolitan University,England,All,Full-time,Total,Total,26175
The Manchester Metropolitan University,England,All,Part-time,Total,Total,5180
The University of Manchester,England,All,All,Domicile,Total Non-UK,12215
The University of Manchester,England,All,All,Total,Total,38590
The University of Manchester,England,All,Full-time,Total,Total,34565
The University of Manchester,England,All,Part-time,Total,Total,4030
Missio Dei,England,All,All,Domicile,Total Non-UK,0
Missio Dei,England,All,All,Total,Total,105
Missio Dei,England,All,Full-time,Total,Total,100
Missio Dei,England,All,Part-time,Total,Total,10
St Mellitus College,England,All,All,Domicile,Total Non-UK,0
St Mellitus College,England,All,All,Total,Total,265
St Mellitus College,England,All,Full-time,Total,Total,180
St Mellitus College,England,All,Part-time,Total,Total,85
