HE provider,Country of HE provider,Level of study,Mode of study,Category marker,Category,Number
Bristol Baptist College,England,All,All,Domicile,Total Non-UK,0
Bristol Baptist College,England,All,All,Total,Total,30
Bristol Baptist College,England,All,Full-time,Total,Total,10
Bristol Baptist College,England,All,Part-time,Total,Total,20
Bishop Grosseteste University,England,All,All,Domicile,Total Non-UK,5
Bishop Grosseteste University,England,All,All,Total,Total,2235
Bishop Grosseteste University,England,All,Full-time,Total,Total,2105
Bishop Grosseteste University,England,All,Part-time,Total,Total,130
Bloomsbury Institute,England,All,All,Domicile,Total Non-UK,35
Bloomsbury Institute,England,All,All,Total,Total,1340
Bloomsbury Institute,England,All,Full-time,Total,Total,1340
The University of Bolton,England,All,All,Domicile,Total Non-UK,505
The University of Bolton,England,All,All,Total,Total,6320
The University of Bolton,England,All,Full-time,Total,Total,4385
The University of Bolton,England,All,Part-time,Total,Total,1935
The Arts University Bournemouth,England,All,All,Domicile,Total Non-UK,475
The Arts University Bournemouth,England,All,All,Total,Total,3240
The Arts University Bournemouth,England,All,Full-time,Total,Total,3195
The Arts University Bournemouth,England,All,Part-time,Total,Total,45
Bournemouth University,England,All,All,Domicile,Total Non-UK,2655
Bournemouth University,England,All,All,Total,Total,19045
Bournemouth University,England,All,Full-time,Total,Total,14415
Bournemouth University,England,All,Part-time,Total,Total,4630
BPP University,England,All,All,Domicile,Total Non-UK,1510
BPP University,England,All,All,Total,Total,5940
BPP University,England,All,Full-time,Total,Total,5050
BPP University,England,All,Part-time,Total,Total,890
The University of Bradford,England,All,All,Domicile,Total Non-UK,1635
The University of Bradford,England,All,All,Total,Total,11215
The University of Bradford,England,All,Full-time,Total,Total,8430
The University of Bradford,England,All,Part-time,Total,Total,2780
The University of Brighton,England,All,All,Domicile,Total Non-UK,2900
The University of Brighton,England,All,All,Total,Total,21135
The University of Brighton,England,All,Full-time,Total,Total,16080
The University of Brighton,England,All,Part-time,Total,Total,5055
The University of Bristol,England,All,All,Domicile,Total Non-UK,4720
The University of Bristol,England,All,All,Total,Total,21905
The University of Bristol,England,All,Full-time,Total,Total,20290
The University of Bristol,England,All,Part-time,Total,Total,1615
Brit College,England,All,All,Domicile,Total Non-UK,70
Brit College,England,All,All,Total,Total,565
Brit College,England,All,Full-time,Total,Total,565
Trinity College Bristol,England,All,All,Domicile,Total Non-UK,0
Trinity College Bristol,England,All,All,Total,Total,80
Trinity College Bristol,England,All,Full-time,Total,Total,45
Trinity College Bristol,England,All,Part-time,Total,Total,35
Brunel University London,England,All,All,Domicile,Total Non-UK,4565
Brunel University London,England,All,All,Total,Total,14165
Brunel University London,England,All,Full-time,Total,Total,12940
Brunel University London,England,All,Part-time,Total,Total,1225
Buckinghamshire New University,England,All,All,Domicile,Total Non-UK,760
Buckinghamshire New University,England,All,All,Total,Total,8580
Buckinghamshire New University,England,All,Full-time,Total,Total,6255
Buckinghamshire New University,England,All,Part-time,Total,Total,2325
The University of Buckingham,England,All,All,Domicile,Total Non-UK,915
The University of Buckingham,England,All,All,Total,Total,2400
The University of Buckingham,England,All,Full-time,Total,Total,2245
The University of Buckingham,England,All,Part-time,Total,Total,150
UK College of Business and Computing,England,All,All,Domicile,Total Non-UK,0
UK College of Business and Computing,England,All,All,Total,Total,945
UK College of Business and Computing,England,All,Full-time,Total,Total,945
London College of Business Sciences,England,All,All,Domicile,Total Non-UK,0
London College of Business Sciences,England,All,All,Total,Total,55
London College of Business Sciences,England,All,Full-time,Total,Total,50
London College of Business Sciences,England,All,Part-time,Total,Total,5
Cambridge Arts and Sciences Limited,England,All,All,Domicile,Total Non-UK,55
Cambridge Arts and Sciences Limited,England,All,All,Total,Total,75
Cambridge Arts and Sciences Limited,England,All,Full-time,Total,Total,75
The University of Cambridge,England,All,All,Domicile,Total Non-UK,6525
The University of Cambridge,England,All,All,Total,Total,19660
The University of Cambridge,England,All,Full-time,Total,Total,18285
The University of Cambridge,England,All,Part-time,Total,Total,1375
The Cambridge Theological Federation,England,All,All,Domicile,Total Non-UK,5
The Cambridge Theological Federation,England,All,All,Total,Total,160
The Cambridge Theological Federation,England,All,Full-time,Total,Total,80
The Cambridge Theological Federation,England,All,Part-time,Total,Total,80
The Institute of Cancer Research,England,All,All,Domicile,Total Non-UK,20
The Institute of Cancer Research,England,All,All,Total,Total,275
The Institute of Cancer Research,England,All,Full-time,Total,Total,115
The Institute of Cancer Research,England,All,Part-time,Total,Total,165
Canterbury Christ Church University,England,All,All,Domicile,Total Non-UK,810
Canterbury Christ Church University,England,All,All,Total,Total,16055
Canterbury Christ Church University,England,All,Full-time,Total,Total,11385
Canterbury Christ Church University,England,All,Part-time,Total,Total,4670
Cardiff University,Wales,All,All,Domicile,Total Non-UK,7115
Cardiff University,Wales,All,All,Total,Total,30675
Cardiff University,Wales,All,Full-time,Total,Total,23355
Cardiff University,Wales,All,Part-time,Total,Total,7320
Cardiff Metropolitan University,Wales,All,All,Domicile,Total Non-UK,3285
Cardiff Metropolitan University,Wales,All,All,Total,Total,12580
Cardiff Metropolitan University,Wales,All,Full-time,Total,Total,10920
Cardiff Metropolitan University,Wales,All,Part-time,Total,Total,1660
The University of Central Lancashire,England,All,All,Domicile,Total Non-UK,2415
The University of Central Lancashire,England,All,All,Total,Total,24460
The University of Central Lancashire,England,All,Full-time,Total,Total,17570
The University of Central Lancashire,England,All,Part-time,Total,Total,6890
University of Chester,England,All,All,Domicile,Total Non-UK,855
University of Chester,England,All,All,Total,Total,14915
University of Chester,England,All,Full-time,Total,Total,10105
University of Chester,England,All,Part-time,Total,Total,4815
The University of Chichester,England,All,All,Domicile,Total Non-UK,160
The University of Chichester,England,All,All,Total,Total,5520
The University of Chichester,England,All,Full-time,Total,Total,4630
The University of Chichester,England,All,Part-time,Total,Total,890
Chicken Shed Theatre Company,England,All,All,Domicile,Total Non-UK,0
Chicken Shed Theatre Company,England,All,All,Total,Total,85
Chicken Shed Theatre Company,England,All,Full-time,Total,Total,85
The College of Integrated Chinese Medicine,England,All,All,Domicile,Total Non-UK,5
The College of Integrated Chinese Medicine,England,All,All,Total,Total,205
The College of Integrated Chinese Medicine,England,All,Full-time,Total,Total,205
Christie's Education Limited,England,All,All,Domicile,Total Non-UK,20
Christie's Education Limited,England,All,All,Total,Total,35
Christie's Education Limited,England,All,Full-time,Total,Total,35
The City College,England,All,All,Domicile,Total Non-UK,15
The City College,England,All,All,Total,Total,320
The City College,England,All,Full-time,Total,Total,315
The City College,England,All,Part-time,Total,Total,5
"City, University of London",England,All,All,Domicile,Total Non-UK,7505
"City, University of London",England,All,All,Total,Total,18995
"City, University of London",England,All,Full-time,Total,Total,15595
"City, University of London",England,All,Part-time,Total,Total,3400
Cliff College,England,All,All,Domicile,Total Non-UK,0
Cliff College,England,All,All,Total,Total,85
Cliff College,England,All,Full-time,Total,Total,35
Cliff College,England,All,Part-time,Total,Total,50
The Academy of Contemporary Music,England,All,All,Domicile,Total Non-UK,70
The Academy of Contemporary Music,England,All,All,Total,Total,870
The Academy of Contemporary Music,England,All,Full-time,Total,Total,870
Conservatoire for Dance and Drama,England,All,All,Domicile,Total Non-UK,430
Conservatoire for Dance and Drama,England,All,All,Total,Total,1310
Conservatoire for Dance and Drama,England,All,Full-time,Total,Total,1280
Conservatoire for Dance and Drama,England,All,Part-time,Total,Total,30
Courtauld Institute of Art,England,All,All,Domicile,Total Non-UK,190
Courtauld Institute of Art,England,All,All,Total,Total,505
Courtauld Institute of Art,England,All,Full-time,Total,Total,495
Courtauld Institute of Art,England,All,Part-time,Total,Total,15
Court Theatre Training Company Ltd,England,All,All,Domicile,Total Non-UK,10
Court Theatre Training Company Ltd,England,All,All,Total,Total,30
Court Theatre Training Company Ltd,England,All,Full-time,Total,Total,30
Coventry University,England,All,All,Domicile,Total Non-UK,9720
Coventry University,England,All,All,Total,Total,29430
Coventry University,England,All,Full-time,Total,Total,24650
Coventry University,England,All,Part-time,Total,Total,4780
Cranfield University,England,All,All,Domicile,Total Non-UK,2100
Cranfield University,England,All,All,Total,Total,3980
Cranfield University,England,All,Full-time,Total,Total,2210
Cranfield University,England,All,Part-time,Total,Total,1770
University for the Creative Arts,England,All,All,Domicile,Total Non-UK,695
University for the Creative Arts,England,All,All,Total,Total,4805
University for the Creative Arts,England,All,Full-time,Total,Total,4635
University for the Creative Arts,England,All,Part-time,Total,Total,170
University of Cumbria,England,All,All,Domicile,Total Non-UK,235
University of Cumbria,England,All,All,Total,Total,8790
University of Cumbria,England,All,Full-time,Total,Total,5875
University of Cumbria,England,All,Part-time,Total,Total,2915
De Montfort University,England,All,All,Domicile,Total Non-UK,2820
De Montfort University,England,All,All,Total,Total,20905
De Montfort University,England,All,Full-time,Total,Total,17350
De Montfort University,England,All,Part-time,Total,Total,3550
University of Derby,England,All,All,Domicile,Total Non-UK,1225
University of Derby,England,All,All,Total,Total,16300
University of Derby,England,All,Full-time,Total,Total,11175
University of Derby,England,All,Part-time,Total,Total,5125
The University of Dundee,Scotland,All,All,Domicile,Total Non-UK,2385
The University of Dundee,Scotland,All,All,Total,Total,14910
The University of Dundee,Scotland,All,Full-time,Total,Total,10475
The University of Dundee,Scotland,All,Part-time,Total,Total,4435
University of Durham,England,All,All,Domicile,Total Non-UK,4790
University of Durham,England,All,All,Total,Total,17810
University of Durham,England,All,Full-time,Total,Total,16380
University of Durham,England,All,Part-time,Total,Total,1430
The University of East Anglia,England,All,All,Domicile,Total Non-UK,4025
The University of East Anglia,England,All,All,Total,Total,16145
The University of East Anglia,England,All,Full-time,Total,Total,14040
The University of East Anglia,England,All,Part-time,Total,Total,2105
The University of East London,England,All,All,Domicile,Total Non-UK,1285
The University of East London,England,All,All,Total,Total,13630
The University of East London,England,All,Full-time,Total,Total,10610
The University of East London,England,All,Part-time,Total,Total,3020
The Queen's Foundation for Ecumenical Theological Education,England,All,All,Domicile,Total Non-UK,0
The Queen's Foundation for Ecumenical Theological Education,England,All,All,Total,Total,235
The Queen's Foundation for Ecumenical Theological Education,England,All,Full-time,Total,Total,45
The Queen's Foundation for Ecumenical Theological Education,England,All,Part-time,Total,Total,190
Edge Hill University,England,All,All,Domicile,Total Non-UK,260
Edge Hill University,England,All,All,Total,Total,15540
Edge Hill University,England,All,Full-time,Total,Total,11140
Edge Hill University,England,All,Part-time,Total,Total,4395
Edinburgh Napier University,Scotland,All,All,Domicile,Total Non-UK,2575
Edinburgh Napier University,Scotland,All,All,Total,Total,12585
Edinburgh Napier University,Scotland,All,Full-time,Total,Total,10090
Edinburgh Napier University,Scotland,All,Part-time,Total,Total,2495
The University of Edinburgh,Scotland,All,All,Domicile,Total Non-UK,10785
The University of Edinburgh,Scotland,All,All,Total,Total,30355
The University of Edinburgh,Scotland,All,Full-time,Total,Total,27385
The University of Edinburgh,Scotland,All,Part-time,Total,Total,2970
Empire College London Limited,England,All,All,Domicile,Total Non-UK,0
Empire College London Limited,England,All,All,Total,Total,130
Empire College London Limited,England,All,Full-time,Total,Total,130
The University of Essex,England,All,All,Domicile,Total Non-UK,4460
The University of Essex,England,All,All,Total,Total,13795
The University of Essex,England,All,Full-time,Total,Total,12005
The University of Essex,England,All,Part-time,Total,Total,1790
East End Computing and Business College Limited,England,All,All,Domicile,Total Non-UK,0
East End Computing and Business College Limited,England,All,All,Total,Total,360
East End Computing and Business College Limited,England,All,Full-time,Total,Total,360
University College of Estate Management,England,All,All,Domicile,Total Non-UK,0
University College of Estate Management,England,All,All,Total,Total,1100
University College of Estate Management,England,All,Full-time,Total,Total,380
University College of Estate Management,England,All,Part-time,Total,Total,725
EThames Graduate School Limited,England,All,All,Domicile,Total Non-UK,0
EThames Graduate School Limited,England,All,All,Total,Total,560
EThames Graduate School Limited,England,All,Full-time,Total,Total,525
EThames Graduate School Limited,England,All,Part-time,Total,Total,35
The University of Exeter,England,All,All,Domicile,Total Non-UK,5445
The University of Exeter,England,All,All,Total,Total,21670
The University of Exeter,England,All,Full-time,Total,Total,20515
The University of Exeter,England,All,Part-time,Total,Total,1155
Falmouth University,England,All,All,Domicile,Total Non-UK,385
Falmouth University,England,All,All,Total,Total,4655
Falmouth University,England,All,Full-time,Total,Total,4500
Falmouth University,England,All,Part-time,Total,Total,150
Fairfield School of Business Ltd,England,All,All,Domicile,Total Non-UK,5
Fairfield School of Business Ltd,England,All,All,Total,Total,585
Fairfield School of Business Ltd,England,All,Full-time,Total,Total,585
Met Film School Limited,England,All,All,Domicile,Total Non-UK,90
Met Film School Limited,England,All,All,Total,Total,175
Met Film School Limited,England,All,Full-time,Total,Total,175
The National Film and Television School,England,All,All,Domicile,Total Non-UK,70
The National Film and Television School,England,All,All,Total,Total,240
The National Film and Television School,England,All,Full-time,Total,Total,240
ForMission Ltd,England,All,All,Domicile,Total Non-UK,5
ForMission Ltd,England,All,All,Total,Total,180
ForMission Ltd,England,All,Full-time,Total,Total,175
ForMission Ltd,England,All,Part-time,Total,Total,0
Futureworks,England,All,All,Domicile,Total Non-UK,10
Futureworks,England,All,All,Total,Total,315
Futureworks,England,All,Full-time,Total,Total,315
Glasgow Caledonian University,Scotland,All,All,Domicile,Total Non-UK,2045
Glasgow Caledonian University,Scotland,All,All,Total,Total,16580
Glasgow Caledonian University,Scotland,All,Full-time,Total,Total,12950
Glasgow Caledonian University,Scotland,All,Part-time,Total,Total,3630
Glasgow School of Art,Scotland,All,All,Domicile,Total Non-UK,660
Glasgow School of Art,Scotland,All,All,Total,Total,2060
Glasgow School of Art,Scotland,All,Full-time,Total,Total,1940
Glasgow School of Art,Scotland,All,Part-time,Total,Total,115
The University of Glasgow,Scotland,All,All,Domicile,Total Non-UK,7635
The University of Glasgow,Scotland,All,All,Total,Total,27220
The University of Glasgow,Scotland,All,Full-time,Total,Total,23355
The University of Glasgow,Scotland,All,Part-time,Total,Total,3865
University of Gloucestershire,England,All,All,Domicile,Total Non-UK,405
University of Gloucestershire,England,All,All,Total,Total,7835
University of Gloucestershire,England,All,Full-time,Total,Total,6615
University of Gloucestershire,England,All,Part-time,Total,Total,1220
Glyndŵr University,Wales,All,All,Domicile,Total Non-UK,970
Glyndŵr University,Wales,All,All,Total,Total,6660
Glyndŵr University,Wales,All,Full-time,Total,Total,3335
Glyndŵr University,Wales,All,Part-time,Total,Total,3325
Goldsmiths College,England,All,All,Domicile,Total Non-UK,2180
Goldsmiths College,England,All,All,Total,Total,8525
Goldsmiths College,England,All,Full-time,Total,Total,7405
Goldsmiths College,England,All,Part-time,Total,Total,1120
Grafton College,England,All,All,Domicile,Total Non-UK,15
Grafton College,England,All,All,Total,Total,360
Grafton College,England,All,Full-time,Total,Total,360
The University of Greenwich,England,All,All,Domicile,Total Non-UK,4190
The University of Greenwich,England,All,All,Total,Total,20645
The University of Greenwich,England,All,Full-time,Total,Total,14815
The University of Greenwich,England,All,Part-time,Total,Total,5835
GSM London,England,All,All,Domicile,Total Non-UK,95
GSM London,England,All,All,Total,Total,6860
GSM London,England,All,Full-time,Total,Total,6845
GSM London,England,All,Part-time,Total,Total,20
Guildhall School of Music and Drama,England,All,All,Domicile,Total Non-UK,300
Guildhall School of Music and Drama,England,All,All,Total,Total,930
Guildhall School of Music and Drama,England,All,Full-time,Total,Total,865
Guildhall School of Music and Drama,England,All,Part-time,Total,Total,70
Harper Adams University,England,All,All,Domicile,Total Non-UK,225
Harper Adams University,England,All,All,Total,Total,5575
Harper Adams University,England,All,Full-time,Total,Total,2460
Harper Adams University,England,All,Part-time,Total,Total,3115
Heriot-Watt University,Scotland,All,All,Domicile,Total Non-UK,3250
Heriot-Watt University,Scotland,All,All,Total,Total,10460
Heriot-Watt University,Scotland,All,Full-time,Total,Total,8860
Heriot-Watt University,Scotland,All,Part-time,Total,Total,1600
University of Hertfordshire,England,All,All,Domicile,Total Non-UK,3780
University of Hertfordshire,England,All,All,Total,Total,24655
University of Hertfordshire,England,All,Full-time,Total,Total,17470
University of Hertfordshire,England,All,Part-time,Total,Total,7180
Heythrop College,England,All,All,Domicile,Total Non-UK,65
Heythrop College,England,All,All,Total,Total,560
Heythrop College,England,All,Full-time,Total,Total,290
Heythrop College,England,All,Part-time,Total,Total,270
The University of Huddersfield,England,All,All,Domicile,Total Non-UK,3125
The University of Huddersfield,England,All,All,Total,Total,19270
The University of Huddersfield,England,All,Full-time,Total,Total,14800
The University of Huddersfield,England,All,Part-time,Total,Total,4475
The University of Hull,England,All,All,Domicile,Total Non-UK,2385
The University of Hull,England,All,All,Total,Total,16305
The University of Hull,England,All,Full-time,Total,Total,12980
The University of Hull,England,All,Part-time,Total,Total,3325
ICON College of Technology and Management,England,All,All,Domicile,Total Non-UK,0
ICON College of Technology and Management,England,All,All,Total,Total,1260
ICON College of Technology and Management,England,All,Full-time,Total,Total,1260
"Imperial College of Science, Technology and Medicine",England,All,All,Domicile,Total Non-UK,8520
"Imperial College of Science, Technology and Medicine",England,All,All,Total,Total,17035
"Imperial College of Science, Technology and Medicine",England,All,Full-time,Total,Total,15665
"Imperial College of Science, Technology and Medicine",England,All,Part-time,Total,Total,1370
Institute of Contemporary Music Performance,England,All,All,Domicile,Total Non-UK,225
Institute of Contemporary Music Performance,England,All,All,Total,Total,700
Institute of Contemporary Music Performance,England,All,Full-time,Total,Total,700
The Islamic College,England,All,All,Domicile,Total Non-UK,0
The Islamic College,England,All,All,Total,Total,30
The Islamic College,England,All,Full-time,Total,Total,30
The Islamic College,England,All,Part-time,Total,Total,0
Kaplan Open Learning,England,All,All,Domicile,Total Non-UK,0
Kaplan Open Learning,England,All,All,Total,Total,515
Kaplan Open Learning,England,All,Part-time,Total,Total,515
Keele University,England,All,All,Domicile,Total Non-UK,1440
Keele University,England,All,All,Total,Total,10120
Keele University,England,All,Full-time,Total,Total,7875
Keele University,England,All,Part-time,Total,Total,2250
Kensington College of Business,England,All,All,Domicile,Total Non-UK,0
Kensington College of Business,England,All,All,Total,Total,320
Kensington College of Business,England,All,Full-time,Total,Total,320
The University of Kent,England,All,All,Domicile,Total Non-UK,4795
The University of Kent,England,All,All,Total,Total,19670
The University of Kent,England,All,Full-time,Total,Total,17850
The University of Kent,England,All,Part-time,Total,Total,1820
King's College London,England,All,All,Domicile,Total Non-UK,8905
King's College London,England,All,All,Total,Total,28900
King's College London,England,All,Full-time,Total,Total,22615
King's College London,England,All,Part-time,Total,Total,6285
KLC School of Design,England,All,All,Domicile,Total Non-UK,10
KLC School of Design,England,All,All,Total,Total,150
KLC School of Design,England,All,Full-time,Total,Total,65
KLC School of Design,England,All,Part-time,Total,Total,85
Kingston University,England,All,All,Domicile,Total Non-UK,3705
Kingston University,England,All,All,Total,Total,20885
Kingston University,England,All,Full-time,Total,Total,17460
Kingston University,England,All,Part-time,Total,Total,3425
Kogan Academy of Dramatic Arts,England,All,All,Domicile,Total Non-UK,15
Kogan Academy of Dramatic Arts,England,All,All,Total,Total,30
Kogan Academy of Dramatic Arts,England,All,Full-time,Total,Total,30
The University of Lancaster,England,All,All,Domicile,Total Non-UK,4525
The University of Lancaster,England,All,All,Total,Total,13115
The University of Lancaster,England,All,Full-time,Total,Total,11750
The University of Lancaster,England,All,Part-time,Total,Total,1365
Leeds Arts University,England,All,All,Domicile,Total Non-UK,65
Leeds Arts University,England,All,All,Total,Total,1320
Leeds Arts University,England,All,Full-time,Total,Total,1290
Leeds Arts University,England,All,Part-time,Total,Total,30
Leeds Beckett University,England,All,All,Domicile,Total Non-UK,1750
Leeds Beckett University,England,All,All,Total,Total,25920
Leeds Beckett University,England,All,Full-time,Total,Total,18720
Leeds Beckett University,England,All,Part-time,Total,Total,7200
The University of Leeds,England,All,All,Domicile,Total Non-UK,6585
The University of Leeds,England,All,All,Total,Total,31790
The University of Leeds,England,All,Full-time,Total,Total,28610
The University of Leeds,England,All,Part-time,Total,Total,3180
Leeds Trinity University,England,All,All,Domicile,Total Non-UK,55
Leeds Trinity University,England,All,All,Total,Total,3715
Leeds Trinity University,England,All,Full-time,Total,Total,3130
Leeds Trinity University,England,All,Part-time,Total,Total,585
The University of Leicester,England,All,All,Domicile,Total Non-UK,4300
The University of Leicester,England,All,All,Total,Total,16325
The University of Leicester,England,All,Full-time,Total,Total,13775
The University of Leicester,England,All,Part-time,Total,Total,2550
The University of Lincoln,England,All,All,Domicile,Total Non-UK,1405
The University of Lincoln,England,All,All,Total,Total,13475
The University of Lincoln,England,All,Full-time,Total,Total,10860
The University of Lincoln,England,All,Part-time,Total,Total,2615
Liverpool Hope University,England,All,All,Domicile,Total Non-UK,205
Liverpool Hope University,England,All,All,Total,Total,4940
Liverpool Hope University,England,All,Full-time,Total,Total,4440
Liverpool Hope University,England,All,Part-time,Total,Total,500
Liverpool John Moores University,England,All,All,Domicile,Total Non-UK,1410
Liverpool John Moores University,England,All,All,Total,Total,21875
Liverpool John Moores University,England,All,Full-time,Total,Total,18675
Liverpool John Moores University,England,All,Part-time,Total,Total,3200
The Liverpool Institute for Performing Arts,England,All,All,Domicile,Total Non-UK,160
The Liverpool Institute for Performing Arts,England,All,All,Total,Total,720
The Liverpool Institute for Performing Arts,England,All,Full-time,Total,Total,720
The University of Liverpool,England,All,All,Domicile,Total Non-UK,7315
The University of Liverpool,England,All,All,Total,Total,24775
The University of Liverpool,England,All,Full-time,Total,Total,22235
The University of Liverpool,England,All,Part-time,Total,Total,2540
Liverpool School of Tropical Medicine,England,All,All,Domicile,Total Non-UK,165
Liverpool School of Tropical Medicine,England,All,All,Total,Total,425
Liverpool School of Tropical Medicine,England,All,Full-time,Total,Total,115
Liverpool School of Tropical Medicine,England,All,Part-time,Total,Total,310
"University of the Arts, London",England,All,All,Domicile,Total Non-UK,8465
"University of the Arts, London",England,All,All,Total,Total,18205
"University of the Arts, London",England,All,Full-time,Total,Total,17215
"University of the Arts, London",England,All,Part-time,Total,Total,990
London School of Business and Finance (UK) Limited,England,All,All,Domicile,Total Non-UK,80
London School of Business and Finance (UK) Limited,England,All,All,Total,Total,840
London School of Business and Finance (UK) Limited,England,All,Full-time,Total,Total,840
London Bridge Business Academy,England,All,All,Domicile,Total Non-UK,0
London Bridge Business Academy,England,All,All,Total,Total,140
London Bridge Business Academy,England,All,Full-time,Total,Total,140
London Business School,England,All,All,Domicile,Total Non-UK,1455
London Business School,England,All,All,Total,Total,2075
London Business School,England,All,Full-time,Total,Total,1490
London Business School,England,All,Part-time,Total,Total,585
London Churchill College Ltd,England,All,All,Domicile,Total Non-UK,0
London Churchill College Ltd,England,All,All,Total,Total,900
London Churchill College Ltd,England,All,Full-time,Total,Total,900
City of London College,England,All,All,Domicile,Total Non-UK,0
City of London College,England,All,All,Total,Total,195
City of London College,England,All,Full-time,Total,Total,195
University of London (Institutes and activities),England,All,All,Domicile,Total Non-UK,75
University of London (Institutes and activities),England,All,All,Total,Total,195
University of London (Institutes and activities),England,All,Full-time,Total,Total,120
University of London (Institutes and activities),England,All,Part-time,Total,Total,75
City and Guilds of London Art School,England,All,All,Domicile,Total Non-UK,25
City and Guilds of London Art School,England,All,All,Total,Total,105
City and Guilds of London Art School,England,All,Full-time,Total,Total,105
London Centre of Contemporary Music,England,All,All,Domicile,Total Non-UK,100
London Centre of Contemporary Music,England,All,All,Total,Total,240
London Centre of Contemporary Music,England,All,Full-time,Total,Total,240
London Centre of Contemporary Music,England,All,Part-time,Total,Total,0
The London College UCK,England,All,All,Domicile,Total Non-UK,30
The London College UCK,England,All,All,Total,Total,745
